Wall time,Step,Value
1720033913.6108928,39450,-1.999515414237976
1720034156.0781894,78900,-1.9989252090454102
1720034390.0436823,118350,-1.9997087717056274
1720034625.9201221,157800,-1.9990707635879517
1720034857.3143198,197250,-1.9985785484313965
1720035087.0808742,236700,-1.998579502105713
1720035318.0352662,276150,-1.997971534729004
1720035551.9777095,315600,-1.9968761205673218
1720035825.2884357,355050,-1.9914976358413696
1720036051.3391633,394500,0.23894213140010834
1720036322.5701008,433950,-1.933650016784668
1720036554.8528645,473400,-1.9959909915924072
1720036789.270095,512850,-1.9988415241241455
1720037029.3706279,552300,-1.999999761581421
1720037266.0286746,591750,-2.0
1720037498.151413,631200,-2.0
1720037730.163754,670650,-2.0
1720037963.410467,710100,-2.0
1720038200.6816874,749550,-2.0
1720038438.9836729,789000,-2.0
1720038670.3735082,828450,-1.999430537223816
1720038899.4874349,867900,-1.9992332458496094
1720039134.1098678,907350,-1.9992390871047974
1720039361.2391121,946800,-1.9992876052856445
1720039589.0821276,986250,-1.9993293285369873
1720039818.8373058,1025700,-1.998222827911377
1720040052.8510427,1065150,-1.995974063873291
1720040282.1734376,1104600,-1.9907941818237305
1720040513.61735,1144050,-1.975008487701416
1720040744.9715514,1183500,-0.8566576242446899
1720040977.8270648,1222950,-1.998123288154602
1720041213.2913737,1262400,-1.9999998807907104
1720041440.3796318,1301850,-1.9993336200714111
1720041769.0821886,1341300,-1.9915482997894287
1720041995.5909486,1380750,0.29701748490333557
1720042221.6662493,1420200,0.3187483251094818
1720042448.0105295,1459650,0.9928902983665466
1720042677.5835571,1499100,2.596158981323242
1720042908.173176,1538550,2.6647682189941406
1720043139.1387992,1578000,2.70141339302063
1720043532.4476385,1617450,2.8176674842834473
1720044010.188202,1656900,2.816647529602051
1720044524.5852265,1696350,2.758460283279419
1720045023.572097,1735800,2.7505338191986084
1720045534.2667744,1775250,2.6766812801361084
1720046051.726745,1814700,2.708557367324829
1720046477.867509,1854150,2.7376458644866943
1720046730.360096,1893600,2.7014963626861572
1720046967.8047519,1933050,0.5186927914619446
1720047199.2262716,1972500,0.5058447122573853
1720047594.7417767,2011950,2.7347965240478516
1720047834.7632847,2051400,2.7841949462890625
1720048065.3061168,2090850,2.8215737342834473
1720048295.1560612,2130300,2.889505624771118
1720048524.4172428,2169750,2.8769354820251465
1720048753.8826976,2209200,2.918717861175537
1720048980.83375,2248650,2.9269375801086426
1720049210.8229618,2288100,2.9321086406707764
1720049443.1620648,2327550,2.8796520233154297
1720049672.5368712,2367000,2.8809213638305664
1720050067.910892,2406450,2.974109411239624
1720050301.7161338,2445900,2.9673540592193604
1720050532.6240597,2485350,2.9776408672332764
1720050761.2605374,2524800,3.0251617431640625
1720050989.0280569,2564250,3.0045526027679443
1720051219.577094,2603700,3.0240070819854736
1720051447.3261273,2643150,3.031120777130127
1720051678.0636795,2682600,3.026675224304199
1720051908.7306108,2722050,2.9895846843719482
1720052138.9387467,2761500,2.9641687870025635
1720052533.2410293,2800950,3.0064899921417236
1720052766.0982826,2840400,2.9372334480285645
1720052996.774273,2879850,2.9118101596832275
1720053225.3096442,2919300,2.9338953495025635
1720053454.5131054,2958750,2.8963842391967773
1720053683.664712,2998200,2.9164609909057617
1720053912.5293086,3037650,2.9425368309020996
1720054142.9088392,3077100,2.9622802734375
1720054374.028481,3116550,2.9399845600128174
1720054603.1940072,3156000,2.924344539642334
1720054995.4423609,3195450,2.9895427227020264
1720055227.345453,3234900,2.956587314605713
1720055457.615746,3274350,2.951970100402832
1720055685.6219914,3313800,2.9839184284210205
1720055915.8626037,3353250,2.953737258911133
1720056145.9821486,3392700,2.970400333404541
1720056374.2963402,3432150,2.9667699337005615
1720056606.6764567,3471600,2.9569761753082275
1720056838.6839862,3511050,2.921998977661133
1720057068.092593,3550500,2.8978426456451416
1720057462.7156258,3589950,2.9495983123779297
1720057696.0444224,3629400,2.918205976486206
1720057924.9586377,3668850,2.924753189086914
1720058153.0616794,3708300,2.964350461959839
1720058382.720867,3747750,2.9382758140563965
1720058613.273298,3787200,2.9586663246154785
1720058841.8860853,3826650,2.9587581157684326
1720059071.5791957,3866100,2.9583640098571777
1720059302.1750233,3905550,2.9260337352752686
1720059532.4289205,3945000,2.9046671390533447
