"","Event","Mean","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"59",1,59556,60480,56769.5971811095,62350.9396117845,55292.3050761964,63828.2317166976
"60",1,60151,60130,57363.2063674228,62943.2754184704,55886.2513057378,64420.2304801554
"61",1,60270,59493,57486.8315033498,63065.3474684867,56010.287518674,64541.8914531625
"62",1,60046,57869,57262.8235543946,62839.988255776,55786.6372276305,64316.1745825401
"63",7,59227,62223,57667.9555693443,63366.5939009635,56159.6171148199,64874.932355488
"64",1,60746,61649,57957.5397283509,63536.0975886839,56480.9846546866,65012.6526623481
"65",1,61208,62034,58422.7841322327,64000.0581906521,56946.5688604091,65476.2734624758
"66",1,61593,63161,58811.3934396848,64387.3394760795,57335.5296740582,65863.2032417062
"67",1,62272,62328,59490.536368664,65065.7338988938,58014.8707206518,66541.3995469059
"68",1,62230,63231,59446.6746742552,65020.3234721832,57971.4189509216,66495.5791955166
"69",1,62608,63518,59824.6340591655,65397.0636513125,58349.7010401091,66871.9966703689
"70",1,62916,62951,60131.9537152382,65703.1184045238,58657.3554957454,67177.7166240166
"71",1,62811,63903,60030.5043678334,65600.128065827,58556.3140240977,67074.3184095626
"72",1,63182,61943,60404.5815449194,65973.0528549709,58930.6962198472,67446.9381800431
"73",1,62503,63784,59721.3976757086,65288.8347796722,58247.7860884527,66762.4463669281
"74",1,62993,64638,60211.5766140716,65778.000736435,58738.2331468494,67251.3442036572
"75",1,63602,64995,60821.7686594037,66387.5441005636,59348.5968877247,67860.7158722426
"76",1,64050,63378,61271.3925634334,66836.2639643343,59798.4600767568,68309.196451011
"77",1,63553,63448,60775.255980716,66338.734177446,59302.6922529084,67811.2979052536
"78",1,63357,63546,60577.9676881642,66139.9228583134,59105.8070811419,67612.0834653358
"79",1,63308,63602,60531.1178299208,66091.552851331,59059.3595819649,67563.3110992869
"80",1,63315,62188,60537.0778049628,66096.0104271488,59065.7172180608,67567.3710140508
"81",1,62699,63007,59920.4665189191,65478.2821073173,58449.4015930012,66949.3470332353
"82",1,62769,61992,59992.2838676667,65548.6023168331,58521.6152105666,67019.2709739332
"83",1,62356,64596,59581.3971442751,65136.3842114218,58111.0808827089,66606.7004729879
"84",14,63308,63994,60274.6902534819,65806.026034493,58810.6341092108,67270.0821787642
"85",1,63497,63595,60721.7039066688,66275.4225401797,59251.7233792058,67745.4030676426
"86",1,63413,63287,60638.1627592999,66190.3591649523,59168.5851412133,67659.9367830389
"87",1,63238,62832,60466.2834334206,66016.9608987587,58997.1078545498,67486.1364776296
"88",1,62958,61943,60188.1859801242,65737.3989840305,58719.39802078,67206.1869433746
"89",1,62440,61908,59667.5657200624,65215.5945080927,58199.091203727,66684.0690244281
"90",1,62174,60221,59407.5325054382,64954.1326045882,57939.436140207,66422.2289698194
"91",1,61313,62587,58542.2178022197,64088.5437018434,57074.1940132191,65556.5674908439
"92",1,61943,62391,59174.5797494486,64719.909057554,57706.819742289,66187.6690647136
"93",1,62153,61698,59386.4538583576,64930.3357638631,57919.0769555246,66397.712666696
"94",1,61950,60375,59181.9225560231,64724.3581144957,57714.928478125,66191.3521923938
"95",1,61271,63574,58503.2791127023,64045.0032575907,57036.4733346057,65511.8090356873
"96",1,62356,60620,59587.5958025535,65129.5217269953,58120.7366166351,66596.3809129137
"97",1,61572,61047,58802.2762960009,64343.6696764138,57335.5580659725,65810.3879064422
"98",16,61383,59241,58468.2948799522,63994.079984241,57005.7079110632,65456.66695313
"99",15,60501,59304,56612.8422643752,62045.0110160268,55175.0340472578,63482.8192331443
"100",15,60109,55776,53861.4100868693,59063.9376625951,52484.3842174347,60440.9635320297
"101",15,58366,59913,58886.288959037,64757.9173613046,57332.1627986386,66312.043521703
"102",15,59360,55706,53619.3560156909,58871.237733354,52229.2668939771,60261.3268550678
"103",15,57967,55293,51807.5858723699,57012.7084881624,50429.87313732,58390.4212232123
"104",15,57113,59836,56436.1299306519,62195.984753364,54911.5884496861,63720.5262343298
"105",15,58709,60403,56590.4654613415,62202.1493340843,55105.1424618227,63687.472333603
"106",1,59710,58905,56939.2781227249,62485.8617838998,55471.1861083629,63953.9537982618
"107",1,59514,59122,56745.3652139724,62290.6489038504,55277.6172812283,63758.3968365945
"108",1,59514,59171,56745.3264229755,62289.1582568679,55277.962773298,63756.5219065453
"109",15,59528,58968,55584.6440063923,61011.9114269655,54148.1330932471,62448.4223401108
"110",1,59444,59374,56678.9588830922,62219.9310603286,55212.3521388104,63686.5378046105
"111",1,59577,59388,56813.6891535137,62353.1670018553,55347.4779341984,63819.3782211706
"112",1,59647,60634,56880.8711018386,62418.8605250517,55415.0538448573,63884.6777820329
"113",1,60221,60305,57457.7771208751,62994.5812901355,55992.2735816649,64460.0848293457
"114",1,60347,61523,57583.8202165191,63119.1305897964,56118.7120612223,64584.2387450932
"115",1,60942,60823,58177.7917464967,63712.0486618343,56712.9624246735,65176.8779836576
"116",1,60914,58513,58150.011832267,63682.780795184,56685.5763476596,65147.2162797914
"117",1,59885,59087,57120.1693964018,62653.293577681,55655.6398911732,64117.8230829096
"118",1,59647,59451,56883.5052186993,62415.3416966832,55419.3165479447,63879.5303674378
"119",1,59689,60319,56929.2386673728,62459.5976076172,55465.4410772344,63923.3951977555
"120",1,60088,60396,57329.8970806715,62858.8944636026,55866.459872985,64322.3316712891
"121",1,60312,61068,57551.5074920461,63079.0451729181,56088.4566441564,64542.0960208079
"122",1,60711,60473,57950.0652525992,63476.301808823,56487.3587916011,64939.0082698212
"123",1,60634,61173,57876.4315504476,63401.2011915353,56414.1133584324,64863.5193835505
"124",1,60907,61362,58149.7657682576,63673.1386226202,56687.8172833561,65135.0871075215
"125",1,61117,60683,58361.9332581065,63883.8863939328,56900.3605500026,65345.4591020368
"126",1,60921,61523,58163.5991559841,63684.1322592778,56702.4023077877,65145.3291074742
"127",1,61194,61691,58439.901744018,63959.0673617104,56979.0668473965,65419.9022583319
"128",1,61397,60634,58645.0257321427,64162.7878773966,57184.5623122364,65623.2512973029
"129",16,61033,58233,55635.1451925608,60901.5038167796,54241.2242651437,62295.4247441967
"130",1,59801,57309,57046.3683575168,62563.8704796355,55585.973761577,64024.2650755753
"131",1,58807,58688,56053.534260427,61571.5450149201,54593.0050376299,63032.0742377173
"132",1,58947,58723,56191.2574777829,61707.7968003935,54731.1177194792,63167.9365586972
"133",1,59017,58114,56266.0108256145,61781.1006463522,54806.2547272815,63240.8567446852
"134",1,58786,57281,56030.5345712114,61544.4075169844,54571.1005602258,63003.8415279701
"135",1,58303,59297,55546.4424815937,61059.5681299896,54087.2062682757,62518.8043433076
"136",1,58954,61082,56204.1453729211,61716.1098217752,54745.2165105562,63175.0386841401
"137",16,60053,63406,61048.2761000056,66920.9921827348,59493.8620479792,68475.4062347611
"138",1,61593,62307,58840.6410310043,64354.659885353,57381.1684003515,65814.1325160059
"139",14,61831,62244,59776.2298850512,65353.8587423371,58299.9207036403,66830.167923748
"140",14,61915,59206,59230.7248116878,64748.0759610937,57770.3701758113,66208.4305969703
"141",1,60620,62118,57864.765538293,63376.9273776839,56405.7844298089,64835.9084861681
"142",1,61292,61397,58541.7686737702,64053.1747509091,57082.9876034708,65511.9558212085
"143",1,61292,61768,58543.2091647252,64053.1546632688,57084.8146862277,65511.5491417663
"144",16,61460,62013,59488.0663794187,65069.7180276271,58010.6924295683,66547.0919774774
"145",1,61649,61383,58896.7564270138,64403.9369322039,57439.0937980493,65861.5995611684
"146",1,61460,61775,58708.5479099094,64214.2877879719,57251.2665919123,65671.5691059689
"147",1,61544,61145,58795.0675256097,64299.3789724593,57338.1642905164,65756.2822075526
"148",1,61306,62552,58559.0435096982,64061.9448369786,57102.5135107094,65518.4748359674
"149",1,61817,61222,59071.1747917824,64573.105038849,57614.9018222002,66029.3780084312
"150",15,61474,60697,58695.8246110249,64193.573048049,57240.6584997007,65648.7391593732
"151",15,61082,61614,60310.7233807071,65996.442375098,58805.804468188,67501.3612876171
"152",15,61299,61306,58832.8196781199,64356.8359496269,57370.7008909875,65818.9547367592
"153",1,61271,63504,58524.4045305853,64020.9040236863,57069.5689947489,65475.7395595225
"154",15,62223,57624,54778.5517463241,59840.5850808586,53438.7124562609,61180.4243709218
"155",15,60081,55216,53350.6719516352,58470.0394406397,51995.6572275627,59825.0541647122
"156",15,58002,63623,59354.6692039614,65271.6015636185,57788.5518103778,66837.7189572021
"157",15,60732,61838,57241.2559297452,62687.2514902598,55799.7879773896,64128.7194426153
"158",15,61229,60844,59383.401859278,64984.1084715096,57900.9843651083,66466.5259656793
"159",15,61026,64148,61380.141494775,67187.6744684967,59842.9803695323,68724.8355937394
"160",16,62384,64127,61421.6368616857,67102.5471442772,59917.9907382965,68606.1932676664
"161",15,63021,64701,62297.912995649,67998.6975616424,60789.0064672005,69507.604090091
"162",15,63574,70854,66503.1562969197,72532.3799197018,64907.3172013394,74128.2190152819
"163",1,66570,65870,63811.5329884011,69340.9481498327,62347.9852014251,70804.4959368089
"164",1,65779,65898,63019.9254495944,68548.0470580801,61556.7200454013,70011.2524622728
"165",1,65429,65968,62672.0770492314,68198.7452820916,61209.2563303293,69661.5660009937
"166",1,65310,64617,62549.3090117713,68074.6102044345,61086.8501265527,69537.0690896532
"167",1,64659,63903,61901.79716874,67425.803400623,60439.6810389356,68887.9195304274
"168",1,64043,64617,61287.6556774288,66810.3922312074,59825.8756111186,68272.1722975177
"169",1,64078,64274,61322.2428564953,66843.6322429191,59860.8193638449,68305.0557355694
"170",1,63945,63574,61191.9253872964,66711.8776799305,59730.8822703954,68172.9207968315
"171",16,63581,63749,60803.8870393796,66320.5326028427,59343.7191608209,67780.7004814014
"172",1,63490,63875,60736.2599760167,66253.3732109829,59275.9683122884,67713.6648747111
"173",1,63511,62692,60753.4151339949,66269.127678329,59293.4942106823,67729.0486016417
"174",1,63000,64771,60243.267785681,65757.752521604,58783.6718436241,67217.3484636608
"175",1,63679,63511,60923.78097152,66437.7965617657,59464.3092048231,67897.2683284626
"176",1,63441,64652,60691.6872677923,66204.2706247242,59232.5945903544,67663.363302162
"177",1,63840,65107,61088.6339212818,66600.2221672661,59629.8046338016,68059.0514547463
"178",14,64232,64134,61666.5257329032,67193.7732727831,60203.5516806951,68656.7473249912
"179",14,63994,64974,60631.8876438113,66086.1647141202,59188.227708221,67529.8246497106
"180",1,64253,63581,61505.3658595621,67013.4460794544,60047.4650905009,68471.3468485155
"181",1,63770,64141,61017.4002994524,66524.1823809497,59559.8431268692,67981.7395535329
"182",1,63791,64512,61039.4853698295,66544.8754383751,59582.2966408187,68002.0641673859
"183",1,63966,64267,61218.1605737584,66722.2840912379,59761.3070805647,68179.1375844316
"184",1,63945,63378,61196.3350195058,66699.0449095756,59739.8556908859,68155.5242381955
"185",1,63546,62412,60798.6302168951,66300.012689587,59342.5022344319,67756.1406720503
"186",1,62937,64659,60187.1223833487,65687.4751755319,58731.2669408531,67143.3306180274
"187",1,63637,62244,60893.1312318832,66392.9752107105,59437.4104641479,67848.6959784458
"188",1,62909,63259,60163.1945718338,65662.2208556553,58707.6902348929,67117.7251925962
"189",1,63014,62790,60268.6772827381,65766.313710848,58813.5408183826,67221.4501752034
"190",1,62860,62230,60113.0497077753,65609.2748827034,58658.2867795733,67064.0378109052
"191",1,62538,63021,59793.9225533717,65288.8443893767,58339.5045981445,66743.2623446039
"192",1,62734,62083,59993.4117323284,65486.9816480018,58539.3516087981,66941.0417715321
"193",1,62419,62489,59674.4135250667,65166.6922194069,58220.6951671787,66620.4105772949
"194",16,62447,56280,54596.2293834217,59617.3542307097,53267.2179158734,60946.3656982582
"195",1,59717,57337,56969.3588005361,62470.5524353237,55513.2808004469,63926.6304354129
"196",1,58884,58436,56138.6628483667,61640.1843923899,54682.4980559456,63096.349184811
"197",1,58982,57918,56233.0180951055,61733.18063702,54777.2130088144,63188.9857233111
"198",1,58786,56924,56040.1579494194,61539.249887193,54584.636234927,62994.7716016853
"199",1,58247,56952,55499.3344746066,60998.080775409,54043.9042446944,62453.5110053212
"200",1,57995,57827,55251.3407794615,60749.1891026549,53796.1482298653,62204.3816522512
"201",1,58261,56112,55517.5630925894,61013.9891125434,54062.7470039204,62468.8052012124
"202",15,57610,55118,53221.2251480525,58552.7822944443,51810.0472142333,59963.9602282635
"203",15,56854,59647,56773.4582262689,62541.1465819252,55246.8433343782,64067.761473816
"204",15,58506,57596,56373.3017288407,61931.4894945107,54902.1382935493,63402.6529298021
"205",15,58366,60081,56977.8570835352,62608.946788005,55487.3976706257,64099.4062009145
"206",15,59395,62405,59720.6825855964,65514.8048494395,58187.0710608433,67048.4163741925
"207",1,60914,60298,58166.3905699563,63663.9869038518,56711.2647178983,65119.1127559097
"208",16,60683,59794,57685.1652292682,63157.4681606667,56236.7341364514,64605.8992534836
"209",15,60354,60690,57444.1479966196,62923.7566137299,55993.7832056007,64374.1214047488
"210",15,60592,55167,52487.9647016781,57472.737995572,51168.5749091115,58792.1277881385
"211",15,58254,61936,58476.0430862191,64271.8260930993,56941.9919893366,65805.8771899817
"212",15,60144,63861,60585.2192876265,66394.9662324544,59047.4721596296,67932.7133604513
"213",15,61887,68516,64946.2351604335,70994.0278291314,63345.481135288,72594.7818542765
"214",15,64792,68124,64872.8106989857,70644.2315209316,63345.2078829439,72171.8343369737
"215",16,65989,72226,68289.5862799252,74252.2117803249,66711.3746425452,75830.4234177049
"216",1,68411,69629,65651.5874009632,71182.7751691791,64187.5704333124,72646.7921368301
"217",1,68362,67655,65603.072231624,71133.2898315725,64139.3120520022,72597.0500111941
"218",1,67452,67676,64693.6200156569,70222.5756027964,63230.1938706481,71686.0017478052
"219",1,67060,66640,64300.2145365405,69827.7711862389,62837.1586679057,71290.827054874
"220",1,66416,66829,63659.3535644662,69185.551598909,62196.6572995675,70648.2478638076
"221",1,66220,66969,63462.2535076733,68987.0906253093,61999.9174556945,70449.4266772877
"222",1,66206,64267,63444.8055033365,68968.4010790949,61982.7980676426,70430.4085147887
"223",1,64974,64372,62217.2851023445,67740.6064620617,60755.3502472525,69202.5413171537
"224",1,64463,63882,61708.4527380683,67230.4761839301,60246.8614200222,68692.0675019761
"225",1,64015,63651,61258.1192257366,66778.8387817789,59796.8730264787,68240.0849810369
"226",1,63707,64008,60951.0904231459,66470.443875478,59490.2058096984,67931.3284889255
"227",1,63728,62223,60975.2539797353,66493.2293933154,59514.7341111127,67953.749261938
"228",1,62937,63616,60180.6903324824,65697.9501653127,58720.3598666434,67158.2806311517
"229",1,63203,62475,60448.9675655633,65964.9637654379,58988.9715631642,67424.9597678369
"230",1,62811,62860,60057.1309499183,65571.8855389323,58597.4635820628,67031.5529067878
"231",1,62804,62244,60052.9070691282,65566.261073133,58593.6104137315,67025.5577285297
"232",1,62524,64029,59772.4063218245,65284.4507345498,58313.4562943014,66743.4007620729
"233",1,63203,62342,60452.6300364848,65963.9634864995,58993.8681894241,67422.7253335603
"234",1,62755,64169,60001.6748599409,65511.828934038,58543.2251748293,66970.2786191496
"235",4,63371,64022,61272.7729659471,66841.1830109206,59798.9038567616,68315.0521201061
"236",1,63595,61593,60843.1819830548,66351.2801508805,59385.2764634625,67809.1856704728
"237",1,62594,62629,59846.4978176023,65354.4036376883,58388.6432093815,66812.2582459092
"238",1,62608,62489,59860.2330561509,65366.7503388379,58402.745971579,66824.2374234098
"239",1,62552,64393,59802.7124845799,65307.8370177512,58345.5940385371,66764.955463794
"240",1,63385,64785,60637.5482697667,66142.3059583031,59180.5269216336,67599.3273064361
"241",1,63945,64204,61199.5540493742,66703.5102002002,59742.7448554576,68160.3193941166
"242",1,63945,65247,61195.7211670414,66698.2955972166,59739.2776924898,68154.7390717682
"243",1,64421,62986,61671.0529707495,67172.7595247234,60214.8392091524,68628.9732863205
"244",1,63616,62538,60868.7054097393,66369.640881274,59412.6957413356,67825.6505496777
"245",1,63049,62083,60300.6341357276,65800.5317704746,58844.8991661283,67256.2667400739
"246",1,62580,62496,59834.8643844176,65333.6505533927,58379.4236020376,66789.0913357727
"247",16,62552,65352,62187.8349150789,67903.8699286314,60674.891836991,69416.8130067192
"248",1,63833,64092,61088.5533366436,66586.929107491,59633.2211800864,68042.2612640481
"249",1,63854,65688,61107.384051973,66604.3954336235,59652.4130274219,68059.3664581746
"250",1,64582,64974,61840.4763894583,67337.1177676113,60385.6032989172,68791.9908581525
"251",1,64603,64197,61857.0742310579,67352.378551775,60402.5550382428,68806.8977445901
"252",1,64260,64022,61516.8055261422,67010.7772042428,60062.6390625208,68464.943667864
"253",1,64029,64897,61285.1469169291,66777.7550500663,59831.3413618587,68231.5606051367
"254",15,64323,68915,65830.9856108578,71701.7269124002,64277.0942518382,73255.6182714195
"255",16,66276,68061,65531.4472668017,71200.8379487825,64030.8501975146,72701.4350180699
"256",15,66794,63161,62385.2234523133,67738.3056238612,60968.3481884849,69155.1808876896
"257",15,64813,61950,59402.6136408752,64664.8897637711,58009.7732862857,66057.7301183606
"258",15,63364,60165,56498.4978557547,61624.5080769667,55141.7249066733,62981.2810260482
"259",15,61887,56763,53647.3334262081,58637.7474314617,52326.4506275302,59958.6302301395
"260",1,59654,59836,56903.387733694,62411.147025058,55445.5719092831,63868.9628494689
"261",15,60046,62804,61218.2147375166,67101.2716479711,59661.0636337242,68658.4227517635
"262",15,61579,65135,60560.610927255,66230.2277791871,59059.9539943979,67730.8847120441
"263",15,63329,60767,57265.5352635813,62473.6990972683,55887.0175667789,63852.2167940708
"264",1,62125,61397,59372.8499169769,64883.0904252091,57914.3773541316,66341.5629880543
"265",15,61866,61712,57677.042882302,63051.9262053214,56254.3972022437,64474.5718853797
"266",15,61894,61936,58396.5516742705,63834.7577591666,56957.1454715703,65274.1639618668
"267",1,62006,63217,59254.2397833056,64760.519912032,57796.8154695955,66217.9442257421
"268",1,62636,61831,59886.8986591017,65392.242509693,58429.7221632445,66849.4190055502
"269",1,62286,62832,59540.8610498421,65045.0255038809,58083.9967213956,66501.8898323273
"270",1,62587,62454,59839.7371834501,65342.61734054,58383.2127878721,66799.1417361179
"271",1,62552,62286,59802.4017753428,65303.9169077481,58346.2386799744,66760.0800031165
"272",1,62454,62090,59708.7536045578,65208.9201985033,58252.9474457589,66664.7263573023
"273",1,62321,60144,59576.7186676388,65075.5568605679,58121.2641153499,66531.0114128568
"274",1,61376,60774,58629.2752301908,64128.1580288492,57173.8088714785,65583.6243875616
"275",1,61229,60291,58485.5100792215,63983.1343549006,57030.3768314202,65438.2676027019
"276",1,60942,62230,58197.2944066846,63693.8164165445,56742.4529110222,65148.6579122069
"277",1,61691,60851,58947.4572716573,64443.1045939701,57492.8472918038,65897.7145738236
"278",1,61397,60501,58655.8991207709,64150.3931236515,57201.5944061314,65604.697838291
"279",16,61103,62958,60944.9161495038,66681.3786902097,59426.566231581,68199.7286081326
"280",14,62090,64631,60612.151107035,66222.4057852753,59127.2063924506,67707.3504998596
"281",1,63294,63147,60551.9057899682,66045.4798048375,59097.8445814463,67499.5410133596
"282",1,63161,62790,60421.3714239037,65913.5914014711,58967.6686074066,67367.2942179681
"283",14,62944,62853,59919.3717449408,65384.552296968,58472.8258320682,66831.0982098406
"284",1,62874,65030,60131.8460569618,65621.3921681716,58678.8509701389,67074.3872549945
"285",16,63833,63021,60697.9477783271,66152.0680324214,59254.3293494815,67595.686461267
"286",1,63357,62888,60613.7423808904,66102.1435993502,59161.0503288735,67554.835651367
"287",1,63077,63938,60339.0019084833,65826.1121118483,58886.6515675208,67278.4624528107
"288",1,63434,64547,60694.2383547905,66180.2103900967,59242.1892687157,67632.2594761715
"289",1,63875,64932,61133.8130069218,66618.7959493849,59682.0257179086,68070.5832383981
"290",1,64246,62706,61510.5625303829,66994.5227112542,60059.0459500107,68446.0392916264
"291",1,63406,63784,60669.8295202675,66153.1419698241,59218.4843840183,67604.4871060733
"292",1,63518,66269,60783.1008766686,66265.1031244036,59332.1025298935,67716.1014711787
"293",1,64701,63826,61966.5005900363,67449.3785385496,60515.2704592663,68900.6086693196
"294",1,64134,63924,61393.6211359119,66875.3770727316,59942.687983698,68326.3102249456
"295",2,63917,64897,62875.4545731353,68507.5157611613,61384.7380240609,69998.2323102357
"296",1,64267,64771,61532.4841885146,67011.8366958407,60082.1871856607,68462.1336986945
"297",1,64372,63644,61636.6581360429,67114.7375168005,60186.6981094366,68564.6975434068
"298",1,63910,64477,61174.0946797607,66650.9846844655,59724.4494619793,68100.6299022468
"299",1,64078,62510,61346.4578448107,66822.0971339003,59897.1436714559,68271.4113072552
"300",1,63266,63147,60531.5360146797,66006.558876373,59082.384999801,67455.7098912517
"301",1,63189,64043,60453.9889061748,65927.672633045,59005.1923388731,67376.4692003466
"302",1,63560,61796,60827.2243391396,66299.7802765502,59378.7262796764,67748.2783360135
"303",1,62706,61684,59974.604674096,65446.7320828655,58526.2200393127,66895.1167176489
"304",1,62272,62979,59537.9548154552,65009.0546874762,58089.8421532206,66457.1673497108
"305",1,62657,63595,59928.3029760993,65398.2059428258,58480.5071155596,66846.0018033656
"306",15,63119,60487,57614.6004634119,62832.5319774709,56233.4974177841,64213.6350230987
"307",15,61908,62279,59121.8936694002,64586.2933532032,57675.554439862,66032.6325827415
"308",15,62174,62174,59556.3237007916,65034.8472732029,58106.2461037564,66484.9248702381
"309",15,62244,63679,61818.1131297274,67496.4519066643,60315.1476427708,68999.4173936209
"310",15,62958,58037,55177.1291402027,60184.5905598517,53851.7341634946,61509.9855365598
"311",1,60725,60816,57990.1120149935,63462.0400614473,56541.7801482276,64910.3719282131
"312",15,60963,60970,58163.4726972653,63627.5808186572,56717.2106396356,65073.8428762869
"313",15,61138,65569,62570.827068858,68429.8151613368,61020.046596363,69980.5956338318
"314",15,63308,62937,62450.5607679327,68094.0517950025,60956.8189232077,69587.7936397275
"315",15,63091,58387,55782.168574888,60839.6119642983,54443.5441699136,62178.2363692727
"316",15,60935,62055,59439.9639808678,65034.2127979345,57959.2557618287,66514.9210169735
"317",16,61614,62538,59263.0446761163,64775.4269941762,57804.0052104535,66234.4664598389
"318",15,62139,59262,57113.179670141,62377.6563743014,55719.7568568745,63771.079187568
"319",1,60893,61362,58156.3824877385,63632.9144557831,56706.8320365367,65082.4649069848
"320",1,61271,62237,58536.1032974115,64011.3634384841,57086.8894784749,65460.5772574207
"321",1,61838,59003,59102.0135088038,64576.2135846341,57653.080272188,66025.1468212498
"322",1,60627,61474,57895.2982750695,63370.5118328774,56446.0967859782,64819.7133219688
"323",1,61194,60207,58458.4469572681,63932.5364666451,57009.5429858247,65381.4404380885
"324",1,60872,61593,58139.8574037131,63612.9070583126,56691.2286652038,65061.5357968219
"325",1,61348,60893,58617.7768477631,64089.6445242896,57169.4609599518,65537.9604121009
"326",1,61250,61390,58517.3989866771,63988.0023023344,57069.4177549728,65435.9835340387
