"","Event","Mean","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"1",15,62909,61327,58446.8279070804,63790.1068329265,57032.5474056515,65204.3873343554
"2",1,62020,61355,59221.1936237951,64830.4586034039,57736.5108666149,66315.1413605842
"3",1,61656,63357,58857.2259314079,64465.0292693398,57372.9300474102,65949.3251533374
"4",16,62377,61453,59254.0312441735,64830.9389036075,57777.9129523031,66307.0571954778
"5",16,61873,65268,60391.1360694548,66122.2800651523,58874.1938853609,67639.2222492462
"6",15,63322,67473,61743.1197303563,67464.2346534976,60228.8320814196,68978.5223024343
"7",1,64995,64946,62190.6974166955,67802.9550607819,60705.2225490758,69288.4299284017
"8",1,64659,64736,61855.6559323708,67466.3057855464,60370.6066212992,68951.3550966181
"9",1,64414,65625,61613.0484076821,67222.0934125591,60128.4238742963,68706.7179459449
"10",1,64701,66675,61901.3454398951,67509.2751518723,60417.0161067082,68993.6044850592
"11",16,65310,63721,61262.576078212,66758.1625088125,59807.9822154212,68212.7563716033
"12",1,64288,63343,61490.0118989696,67096.8818566249,60005.9630658079,68580.9306897866
"13",1,63651,64988,60849.1117537604,66454.6791908003,59365.4076769805,67938.3832675803
"14",1,64085,64253,61285.3194834096,66889.8819205506,59801.8814140346,68373.3199899256
"15",1,63966,65268,61168.49546827,66771.4705224223,59685.4775537924,68254.4884368998
"16",1,64365,64162,61568.5937606922,67170.5338615613,60085.8497818015,68653.277840452
"17",1,64064,65352,61270.5841224375,66870.9408594179,59788.2592346528,68353.2657472025
"18",1,64463,62937,61664.8184738007,67264.1357961177,60182.7687024589,68746.1855674595
"19",1,63574,62797,60780.2806082727,66378.7671237753,59298.4507382115,67860.5969938366
"20",16,63105,62440,59637.136135838,65171.9123779998,58172.1693565076,66636.8791573303
"21",1,62727,62489,59931.0651170777,65526.7237143581,58449.9837517561,67007.8050796797
"22",1,62573,63084,59777.9588687397,65372.0475405628,58297.2930375861,66852.7133717164
"23",14,62762,62741,60586.7884343039,66236.7769532036,59091.3268073757,67732.2385801317
"24",1,62706,64141,59911.3164904508,65502.3137128391,58431.4689165354,66982.1612867545
"25",1,63294,61551,60504.6385832566,66094.7296496053,59025.0308543568,67574.3373785049
"26",1,62426,63945,59636.2771712224,65225.7990648536,58156.8200932409,66705.256142835
"27",1,63084,63189,60292.8450836764,65881.5562692056,58813.6025871677,67360.7987657144
"28",1,63056,61628,60267.1552360323,65854.2851644959,58788.3312729871,67333.109127541
"29",1,62356,60494,59564.0270158217,65150.2485928349,58085.4434788824,66628.8321297743
"30",1,61523,61866,58732.2957962085,64318.0944293882,57253.8242057398,65796.5660198571
"31",1,61740,61656,58949.8585550013,64534.1159649865,57471.7949016705,66012.1796183174
"32",1,61747,60921,58957.9586307417,64540.6398988078,57480.312156977,66018.2863725726
"33",1,61425,60802,58635.1025513385,64216.4351794591,57157.8130410048,65693.7246897929
"34",1,61215,61194,58429.1448859479,64009.030526467,56952.2383700974,65485.9370423175
"35",14,61292,59906,57334.3342472928,62800.979072703,55887.4007646673,64247.9125553286
"36",1,60753,60473,57967.350254773,63544.7234261698,56491.1087493288,65020.9649316139
"37",16,60746,57953,56562.4626867415,62003.4456474532,55122.3214894106,63443.586844784
"38",1,59626,59213,56841.0341658348,62417.8904058651,55364.9294838585,63893.9950878414
"39",1,59654,59241,56868.8772313108,62444.2207263833,55393.1729487386,63919.9250089555
"40",1,59675,60893,56889.792986826,62463.6249639405,55414.4887788905,63938.929171876
"41",1,60410,60235,57629.3283896537,63202.0829253879,56154.3093632251,64677.1019518166
"42",16,60459,59227,56078.5715387911,61495.0756909213,54644.9094907158,62928.7377389966
"43",1,60039,60221,57254.167909191,62824.3164880373,55779.8386378856,64298.6457593427
"44",1,60270,60123,57492.6936618987,63061.2815299913,56018.7774857767,64535.1977061133
"45",1,60340,60585,57558.12500519,63125.1582460431,56084.6203140424,64598.6629371908
"46",15,60571,61530,57699.6156863878,63256.2888035618,56228.8531543367,64727.051335613
"47",15,61096,61145,57126.4749405447,62577.0353481724,55683.7987461427,64019.7115425744
"48",15,61173,56644,55436.5023514253,60717.5014358253,54038.706328275,62115.2974589755
"49",15,59206,57946,56508.057847138,62083.8436415511,55032.236495002,63559.6649936871
"50",15,58856,55510,55568.5794875603,61084.8529263564,54108.5101044513,62544.9223094653
"51",15,57603,59864,58308.4448373962,64231.7057154179,56740.6523861841,65799.4981666301
"52",15,58947,60305,58152.0890304467,63918.3696427282,56625.8467457196,65444.6119274552
"53",6,59766,55769,53214.8877144211,58414.6671139766,51838.5892432799,59790.9655851178
"54",15,58128,57925,54636.0674565863,60136.2229830517,53180.2642271724,61592.0262124656
"55",15,58310,58030,54597.8438939264,60074.5524187449,53148.2467109694,61524.1496017019
"56",15,58436,57029,55838.8422304306,61425.7459407012,54360.0781437242,62904.5100274075
"57",16,58051,56875,55866.4786255628,61494.6999724067,54376.7784210566,62984.4001769129
"58",15,57792,53487,50311.1640325276,55402.5961620991,48963.5433514565,56750.2168431702
"59",1,56147,56588,53367.6857790316,58939.0744173192,51893.0282838187,60413.7319125321
"60",1,56749,56182,53969.7602449557,59539.6559787161,52495.497897702,61013.9183259698
"61",1,56840,57155,54061.6931623158,59630.1539912176,52587.8106114364,61104.036542097
"62",1,57309,59241,54529.2570015325,60096.1972083759,53055.7769349997,61569.6772749086
"63",1,58457,57631,55674.5492119391,61241.1471239959,54201.1597453637,62714.5365905715
"64",1,58268,58478,55491.4209554069,61056.6979432248,54018.381116358,62529.7377822736
"65",1,58555,57820,55778.1583195872,61341.9037359623,54305.523863012,62814.5381925375
"66",1,58394,58037,55618.3450863027,61180.7230471481,54146.0725733428,62652.995560108
"67",1,58415,60340,55634.9356723348,61195.8154783003,54163.0596970186,62667.6914536165
"68",1,59437,60025,56660.2255915358,62220.7778253942,55188.436319319,63692.5670976109
"69",1,59780,60795,57001.5586856811,62560.6885791687,55530.1458842195,64032.1013806303
"70",1,60277,59962,57504.5107900992,63062.4354662135,56033.4169904069,64533.5292659058
"71",1,60144,59535,57371.4508627904,62927.8706993862,55900.7553700588,64398.5661921179
"72",1,59892,61103,57118.7641101815,62673.7751761974,55648.4414964985,64144.0977898804
"73",1,60473,61159,57696.105807632,63250.050022572,56226.0655723716,64720.0902578324
"74",1,60767,58107,57993.8432862345,63546.4023726017,56524.1696723613,65016.0759864748
"75",1,59549,58947,56778.8003305202,62332.1481195284,55308.9179596679,63802.0304903807
"76",1,59353,60984,56578.2092365589,62130.1467952348,55108.7001311284,63599.6559006654
