"","Event","Mean","data.frame(forecast_demand_withshock).Point.Forecast","data.frame(forecast_demand_withshock).Lo.80","data.frame(forecast_demand_withshock).Hi.80","data.frame(forecast_demand_withshock).Lo.95","data.frame(forecast_demand_withshock).Hi.95"
"1",1,63038,63525,60248.7051884478,65827.9296096244,58771.9736867854,67304.6611112868
"2",15,63000,65707,60196.3954915487,68241.0592943121,58711.874565888,69780.5350938624
"3",15,64050,63309,58894.6775533554,66855.4215366673,57466.9301546692,68340.168511074
"4",15,63484,64414,60570.0529590463,66288.0462204461,59088.3730346132,67772.4149098797
"5",16,63713,61437,59817.0912396638,66517.3453699398,58359.7130371327,68001.3653422103
"6",15,62505,63173,59701.8677724403,65782.3318109325,58217.8134117301,67277.1474903913
"7",1,62711,63321,59908.8384929353,65514.2708745551,58425.1701631658,66997.9392043246
"8",1,62875,63427,60073.924442273,65677.8714144827,58590.6492766251,67161.1465801306
"9",1,63003,63815,60202.0149405132,65804.4657897413,58719.135774698,67287.3449555566
"10",1,63237,62010,60437.2666862671,66038.3355272961,58954.7533159261,67520.848897637
"11",1,62551,63748,59751.4813680345,65351.4493726061,58269.2593715033,66833.6713691373
"12",1,63001,63075,60202.1832177413,65801.0321938538,58720.2574101517,67282.9580014434
"13",1,62917,64942,60118.5983201104,65715.8474020439,58637.0959789303,67197.3497432239
"14",1,63707,62367,60908.8700536649,66505.8984086478,59427.4261353796,67987.3423269331
"15",1,62941,62409,60143.9404852169,65739.9677867161,58662.7615297835,67221.1467421495
"16",1,62604,62888,59806.7369119562,65401.2652224549,58325.9547154742,66882.0474189368
"17",1,62658,62640,59862.2321015446,65455.1899405245,58381.8655837645,66935.5564583046
"18",1,62576,65859,59781.1795199914,65372.5483498275,58301.2335875259,66852.494282293
"19",1,63963,64569,61167.3063437,66760.6870399311,59686.8279023662,68241.1654812648
"20",14,64050,63966,61254.0887656111,67581.5749365358,59773.9988525199,69077.9517583241
"21",1,63827,64203,61032.5160904311,66622.8400019908,59552.8467311269,68102.509361295
"22",1,63832,63650,61037.8208016949,66626.6039193011,59558.5592659155,68105.8654550806
"23",1,63593,63274,60799.6760730682,66386.8813640702,59320.832162764,67865.7252743743
"24",1,63317,63369,60524.8585640189,66110.5103410302,59046.4258440299,67588.9430610192
"25",1,63232,65160,60440.9063346927,66024.9737916499,58962.8929588913,67502.9871674512
"26",1,63988,63713,61196.1835183906,66779.9065483546,59718.2613069076,68257.8287598376
"27",1,63706,64042,60915.9059934189,66498.074466109,59438.3952483915,67975.5852111364
"28",1,63723,62956,60933.1852575466,66513.8100117806,59456.083110113,67990.9121592143
"29",1,63253,63137,60463.8672845067,66043.1052924002,58987.1321866575,67519.8403902494
"30",1,63114,63341,60326.0095069723,65903.6727360639,58849.6912278939,67379.9910151423
"31",1,63141,62856,60353.7024426824,65929.8054522446,58877.797128768,67405.710766159
"32",1,62941,60865,60154.2574499192,65728.8108727533,58678.7622868365,67204.306035836
"33",1,61967,59894,59180.2767921071,64754.6859073416,57704.8198249387,66230.1428745099
"34",16,61078,63489,58290.9389495374,64364.0506733985,56815.5208490127,65850.993226901
"35",1,62250,62873,59463.2161336468,65037.8410330801,57987.7020518511,66513.3551148758
"36",1,62528,62711,59741.4693746768,65314.6492505697,58266.3377675086,66789.7808577378
"37",1,62586,62422,59801.1503713144,65372.7665252969,58326.4326563346,66847.4842402767
"38",16,62488,60411,58017.0450567649,65273.0658889981,56584.3724939505,66747.3715718428
"39",1,61552,62159,58767.4244557786,64337.3451378929,57293.1555050945,65811.614088577
"40",1,61884,61272,59100.1860423788,64668.6656390518,57626.2985239704,66142.5531574601
"41",1,61647,60295,58863.7559299493,64430.7932800962,57390.2501511372,65904.2990589082
"42",1,61101,61773,58318.8075557966,63884.8763259381,56845.558144626,65358.1257371088
"43",1,61497,61644,58714.7071326934,64279.3619548169,57241.8319709564,65752.2371165538
"44",1,61624,63354,58842.8873921393,64405.9939017355,57370.4220439734,65878.4592499015
"45",1,62439,62212,59657.9200126448,65220.4518467494,58185.6067718934,66692.7650875009
"46",15,62317,61587,59015.5735090766,65098.2015919434,57556.5640958436,66570.1071375481
"47",15,61984,61763,59204.8396421808,65532.1766149394,57733.2999091173,67021.160201321
"48",1,61905,62193,59126.0515205708,64684.1152379045,57654.9209188908,66155.2458395845
"49",15,62057,62877,58696.3997575174,64836.0089678354,57240.1375609526,66306.7370800774
"50",15,62431,64730,59653.8299651323,66726.4157774573,58183.4543105013,68231.0061706986
"51",15,63426,68228,60649.1936232593,72930.1023625838,59178.7671759433,74549.9045546949
"52",15,65451,63448,62340.9106906684,68232.3409094071,60876.6295452826,69704.3723236697
"53",15,64284,63093,60556.5181873618,67065.2725467516,59107.2256403561,68537.2420181224
"54",15,63585,68271,60805.6517164637,71327.1569419917,59333.9709027314,72908.8574197696
"55",15,65550,66467,62767.9902681675,69532.5367701792,61294.8058177734,71031.5640679959
"56",1,65685,64711,62902.8914907885,68467.4405555119,61430.0443213444,69940.287724956
"57",15,64978,72992,62196.5412649448,75329.5621655245,60724.0222170591,76966.5819358199
"58",15,68316,69939,65524.9965310993,71569.7258461203,64047.3075561855,73057.0132850473
"59",1,68561,68119,65770.1162904719,71352.2681779934,64292.6099352734,72829.7745331919
"60",1,67875,69819,65085.3282687837,70665.988202179,63608.2168099885,72143.0996609742
"61",1,68323,69001,65533.2844840471,71113.6316891776,64056.2557994236,72590.6603738011
"62",1,68180,67656,65390.9182390674,70969.8649615663,63914.2602398051,72446.5229608286
"63",16,67527,69679,64738.4401948476,72458.2656939371,63262.16854528,73979.5153965148
"64",1,68128,68788,65340.2182678913,70917.6708815377,63863.9557353539,72393.9334140751
"65",1,68028,67777,65240.1334065487,70816.1836072524,63764.2420702949,72292.0749435061
"66",1,67540,68831,64753.3054029877,70327.830045175,63277.817857682,71803.3175904807
"67",1,67787,66530,65000.9743280002,70574.5006383742,63525.7510251639,72049.7239412106
"68",1,66887,67007,64100.9386497694,69673.4238458829,62625.990913232,71148.3715824202
"69",1,66683,66092,63898.3854091101,69469.3397549717,62423.8428641586,70943.8822999231
"70",1,66185,66006,63400.3357216655,68969.8584371899,61926.1721063749,70444.0220524805
"71",1,65916,65449,63132.0560779875,68700.0480692866,61658.2976209256,70173.8065263485
"72",1,65544,67115,62761.7267159281,68328.2470727502,61288.3577769832,69801.6160116951
"73",1,66112,68171,63329.9587760448,68895.7513684262,61856.7824647117,70368.9276797593
"74",14,66854,69013,64071.5355814878,71373.7003778173,62598.3990276687,72883.5721169998
"75",1,67585,67981,64803.1796837985,70368.8096533531,63330.0464161275,71841.9429210241
"76",1,67482,67231,64700.171368147,70264.3210049695,63227.4299208822,71737.0624522343
"77",1,67105,68289,64324.5102324337,69887.1450028076,62852.1697460975,71359.4854891438
"78",1,67403,67569,64622.4271158002,70183.98560805,63150.3715030756,71656.0412207746
"79",1,67232,66951,64452.3635286282,70012.4035600163,62980.709828216,71484.0572604285
"80",1,66881,67086,64102.6035606443,69661.1377992402,62631.348419509,71132.3929403754
"81",1,66781,65548,64002.7069867096,69559.7269699768,62531.8526447493,71030.581311937
"82",1,66051,66446,63273.8910531417,68829.8665191193,61803.313178208,70300.444394053
"83",1,66112,67989,63335.1338748706,68889.6393660719,61864.9450787576,70359.8281621848
"84",1,66828,67262,64051.6786813941,69605.8080253777,62581.5894454357,71075.8972613361
