"","Event","Mean","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"55",15,62923,65401,64130.1080429575,70059.0324690081,62560.8165411329,71628.3239708323
"56",1,63910,63609,61134.4882398827,66695.2719608953,59662.6376967172,68167.1225040607
"57",15,63588,67816,64244.893510892,70118.0349278437,62690.3668796974,71672.5615590383
"58",15,65303,58100,57573.1623155818,62696.1511920362,56217.1890681513,64052.1244394667
"59",1,61824,62853,59039.7984670763,64618.8280574772,57563.1185340052,66095.5079905483
"60",1,62286,61859,59500.753618871,65078.5766471023,58024.3930435152,66554.937222458
"61",1,62062,62188,59280.6820392065,64857.0143023378,57804.7160455378,66332.9802960065
"62",1,62104,62510,59322.0417103826,64896.8287694527,57846.4847075238,66372.3857723116
"63",1,62265,62930,59483.6500054332,65056.9410484589,58008.4889741025,66532.1020797896
"64",1,62531,61859,59745.3043410452,65317.1898712925,58270.515326475,66791.9788858627
"65",1,62181,63777,59400.451989572,64970.9407961354,57926.0326654295,66445.3601202779
"66",1,62860,62566,60079.924212532,65649.6978112314,58605.6941924763,67123.9278312871
"67",1,62650,63665,59871.6938738708,65439.9513519041,58397.8651467151,66913.7800790599
"68",1,63035,63112,60256.8477896812,65823.8905317123,58783.3405837236,67297.3977376699
"69",1,62979,64596,60199.8446320033,65765.3569858213,58726.7424953374,67238.4591224872
"70",1,63602,63483,60825.3770929584,66390.197630324,59352.4580690464,67863.116654236
"71",16,63413,61019,57664.927674895,62955.5358983559,56264.5882662697,64355.8753069812
"72",1,62244,62874,59467.9438795301,65031.5676832716,57995.3416118745,66504.1699509271
"73",14,62510,60949,59682.4377046189,65240.0778663162,58211.4192113438,66711.0963595912
"74",1,61789,60872,59011.9903510185,64573.4645310773,57539.9570543827,66045.497827713
"75",1,61411,62307,58637.8825828805,64198.0989464056,57166.182210171,65669.7993191152
"76",1,61866,61978,59090.580819894,64649.5286421837,57619.2162097675,66120.8932523102
"77",1,61936,61152,59159.2277137688,64716.6403704634,57688.2694374307,66187.5986468016
"78",14,61607,61705,59185.031005982,64774.707337958,57705.5330506399,66254.2052933002
"79",1,61691,62727,58915.5389771687,64470.093161669,57445.3372927181,65940.2948461198
"80",1,62174,63189,59404.2211696265,64957.5968105833,57934.3314268088,66427.486553401
"81",1,62608,62783,59838.2773439058,65390.4552642867,58368.7046185749,66860.0279896175
"82",1,62636,61677,59866.6857639545,65417.3476941325,58397.5142969922,66886.5191610949
"83",1,62167,62097,59396.0430907262,64945.4812325313,57927.1955409798,66414.3287822776
"84",1,62132,61719,59358.8304755678,64906.7478843228,57890.3854395457,66375.1929203448
"85",1,61943,62293,59175.748317996,64722.1967241147,57707.6921034849,66190.2529386259
"86",1,62111,62265,59341.3161758906,64886.2822847479,57873.652301765,66353.9461588735
"87",1,62174,63301,59407.5991430925,64951.0524151523,57940.3356926794,66418.3158655654
"88",1,62664,61614,59893.9223503979,65436.2664074757,58426.9524914561,66903.2362664175
"89",1,62153,62846,59384.7682534935,64925.9524632849,57918.1053875843,66392.6153291941
"90",1,62454,63427,59685.3884336041,65225.2121323045,58219.0856732283,66691.5148926802
"91",1,62846,64057,60083.2315472531,65621.8466201321,58617.2486908084,67087.8294765768
"92",1,63315,63126,60549.5031541,66087.0756602627,59083.7962483962,67552.7825659665
"93",1,63126,63483,60363.9188782978,65899.9893608281,58898.6095342345,67365.2987048914
"94",16,63196,63665,61842.3244814121,67505.7617209193,60343.3031931621,69004.7830091693
"95",1,63315,64386,60551.4639814981,66084.6199667709,59086.926058261,67549.157890008
"96",1,63686,65142,60925.6368341271,66457.6559070519,59461.3998334111,67921.892907768
"97",1,64197,64904,61437.5324087378,66968.7254613869,59973.5140423821,68432.7438277426
"98",15,64344,56266,54436.3223108484,59324.7158859389,53142.442688896,60618.5955078915
"99",1,60620,61117,57851.150318774,63400.5418979162,56382.3150934201,64869.3771232702
"100",15,60991,62860,60072.0483874003,65796.368840154,58556.9122860264,67311.5049415279
"101",1,61922,62188,59154.6132924289,64702.1826572755,57686.2603780649,66170.5355716395
"102",15,62069,60907,59797.2892619729,65389.7273630279,58317.0603105117,66869.9563144892
"103",4,61579,64785,62496.7366246577,68389.3147377772,60937.0654107482,69948.9859516867
"104",1,63042,63189,60270.7970078874,65817.6035222654,58802.6460078455,67285.7545223072
"105",15,63035,59241,56817.7437623274,62045.6421371638,55434.0026480056,63429.3832514856
"106",15,61313,61796,59855.8007524709,65528.8100150466,58354.2459027556,67030.3648647618
"107",15,61607,59255,58363.9586125028,63866.2255834764,56907.596517486,65322.5876784932
"108",1,60641,61159,57867.6201660578,63414.9038016221,56399.3428796664,64883.1810880135
"109",15,61005,59661,57218.2753163087,62667.1888534159,55776.0350222028,64109.4291475218
"110",15,60522,59024,55264.1944702723,60570.0698318005,53859.8140942969,61974.4502077759
"111",1,60011,59955,57243.3942454839,62787.567434164,55775.9402446518,64255.0214349962
"112",1,60172,58933,57404.0039425484,62946.6782358391,55936.9466753609,64413.7355030265
"113",1,59794,61873,57029.3489502096,62571.0168908764,55562.5580484718,64037.8077926142
"114",1,60900,62286,58132.0307716154,63673.5746722486,56665.2727012914,65140.3327425727
"115",1,61600,62216,58833.9450768352,64374.608884668,57367.4199530041,65841.1340084991
"116",1,61901,61621,59135.3174035471,64674.605614008,57669.1563783468,66140.7666392082
"117",1,61782,61159,59017.9402251707,64555.760504696,57552.1677378193,66021.5329920474
"118",1,61523,60417,58760.5700621078,64297.0209742283,57295.1600244146,65762.4310119216
"119",1,61075,62342,58313.7964482675,63849.1496772127,56848.6769497605,65314.2691757197
"120",1,61705,62580,58941.5672456293,64475.9327592092,57476.7091795877,65940.7908252508
"121",1,62104,61425,59342.6458143901,64875.7723892469,57878.1156756198,66340.3025280172
"122",1,61789,62643,59028.9481144608,64560.726695404,57564.7747681273,66024.9000417376
"123",1,62174,63700,59412.2227936782,64942.7516127275,57948.3802393364,66406.5941670693
"124",1,62818,62440,60056.2351071892,65586.0181652332,58592.5899438619,67049.6633285605
"125",1,62573,61516,59813.1071000714,65341.4487691493,58349.843449358,66804.7124198626
"126",1,62055,60900,59296.0568578388,64823.2756961723,57833.0904024712,66286.2421515398
"127",1,61544,60242,58782.442117413,64308.6054248161,57319.7550442065,65771.2924980225
"128",1,61012,60151,58250.8351065112,63776.0579512454,56788.3969587368,65238.4960990198
"129",14,60718,59332,57172.3339977335,62621.4692554781,55730.0350177199,64063.7682354918
"130",1,60214,59353,57458.0985260896,62981.2157569472,55996.2177006429,64443.0965823938
"131",1,59983,59577,57227.7034716749,62749.5813117103,55766.1506931631,64211.1340902221
"132",14,59969,60144,56886.5584154492,62375.4960251244,55433.7243892536,63828.33005132
"133",1,60207,60221,57451.3316249697,62970.3163721376,55990.5446018841,64431.1033952232
"134",1,60347,60284,57594.282607727,63111.7954550775,56133.8851729898,64572.1928898147
"135",1,60438,58933,57686.8403536758,63202.8816703535,56226.8324095803,64662.8896144489
"136",1,59892,60032,57136.598759339,62651.8916656252,55676.7889075084,64111.7015174558
"137",1,60109,60109,57354.071283441,62867.8995857793,55894.6490888587,64327.3217803616
"138",1,60242,58744,57487.716923626,63000.0754991745,56028.6837422264,64459.108680574
"139",1,59703,59864,56950.1197707065,62461.7267294342,55491.2855302623,63920.5609698783
"140",14,59934,59129,56979.9608481803,62470.5337034448,55526.6939986221,63923.800553003
"141",1,59717,61719,56968.0928615026,62476.9789140879,55509.9788014115,63935.0929741791
"142",1,60746,58765,57996.4439367181,63505.1252022556,56538.3840804844,64963.1850584893
"143",1,59941,58072,57189.070061425,62697.5345825081,55731.0675739829,64155.5370699503
"144",1,59255,58576,56500.9462948752,62009.0598577571,55043.0367004577,63466.9694521745
"145",1,59143,56105,56389.943033702,61896.7468281727,54932.3801140419,63354.3097478328
"146",1,58002,58534,55249.1332931905,60757.3983280589,53791.1836065601,62215.3480146894
"147",1,58520,58128,55767.5332764755,61274.4243798401,54309.9472475471,62732.0104087685
"148",2,58576,65450,60456.5902537323,66418.3836740799,58878.5988546384,67996.3750731737
"149",1,61810,61789,59055.2928786579,64574.1930645424,57594.5282375919,66034.9577056083
"150",1,61733,62496,58980.822229631,64498.2599509569,57520.4446795514,65958.6375010366
"151",10,62013,58884,57745.6032382451,63121.0486632579,56322.8087787763,64543.8431227267
"152",1,60564,61404,57808.8552591398,63326.6370529378,56348.386638578,64787.1056734997
"153",15,60977,64092,60714.877013856,66467.272744803,59192.3098352219,67989.8399234372
"154",15,62349,67067,63646.3709944714,69539.6133881415,62086.523956121,71099.4604264917
"155",15,64309,64841,61274.6456998492,66773.4238417575,59819.2070421054,68228.8624995013
"156",15,64267,65611,62015.202950728,67583.1383237193,60541.4594796269,69056.8817948204
"157",1,64589,67109,61830.7262925184,67352.0959720274,60369.3080159732,68813.5142485726
"158",15,65408,71155,67150.7640123057,73069.1410639736,65584.264231845,74635.6408444346
"159",16,67599,68817,64774.0493255531,70299.1563285249,63311.641839241,71761.5638148374
"160",15,67613,66542,63006.6578208261,68378.8983751251,61584.7116393945,69800.8445565566
"161",15,66619,69314,66298.6504577085,72038.3914536349,64779.4327851058,73557.6091262376
"162",15,67403,67886,64179.124508015,69669.2182592167,62725.9844696421,71122.3582975899
"163",1,67144,68138,64384.4484205659,69912.5293201126,62921.2537913782,71375.7239493004
"164",1,67151,67102,64389.3322714655,69916.2674888766,62926.4408860214,71379.1588743205
"165",1,66703,65611,63942.1085305498,69467.5894008967,62479.6020875211,70930.0958439255
"166",1,65835,66108,63078.8162246717,68603.2182892584,61616.5953242793,70065.4391896508
"167",1,65660,65674,62900.4833891218,68423.4570040477,61438.6405765162,69885.2998166534
"168",1,65387,65338,62628.7628013979,68150.2775175356,61167.306135976,69611.7341829575
"169",1,65121,62895,62361.4618406984,67881.5375245291,60900.3860641204,69342.6133011072
"170",1,63917,63812,61157.746427832,66677.9162249628,59696.6457409683,68139.0169118266
"171",1,63756,63476,60999.876364059,66518.6019938303,59539.1579252054,67979.3204326839
"172",1,63532,63735,60779.4478341146,66296.7506540286,59319.1059902818,67757.0924978613
"173",1,63546,63119,60792.3024576905,66308.1733257882,59332.339628609,67768.1361548697
"174",1,63280,63091,60528.3901518815,66042.8749548846,59068.7941920696,67502.4709146964
"175",1,63147,62888,60393.3893389606,65906.4449775096,58934.1716561296,67365.6626603405
"176",1,62993,62818,60241.1412478226,65752.7760944222,58782.2996259047,67211.6177163402
"177",14,62888,63525,59800.3336047461,65279.4548831468,58350.0978044919,66729.6906834011
"178",1,63154,62076,60404.3780768381,65913.268321731,58946.2629071102,67371.3834914589
"179",14,62643,62825,59426.6718635772,64891.8285995571,57980.1322544317,66338.3682087027
"180",1,62727,62727,59979.2815612678,65485.6699445328,58521.8285943121,66943.1229114885
"181",1,62727,62363,59978.3897500237,65483.3444547455,58521.3162548563,66940.4179499129
"182",1,62566,64113,59816.6136570095,65320.1683175093,58359.9107311633,66776.8712433556
"183",4,63259,63315,61211.0446591072,66777.3246619671,59737.7393380133,68250.6299830611
"184",1,63238,61978,60491.3767467146,65992.8144701904,59035.2341402522,67448.9570766528
"185",1,62636,62013,59892.1208017164,65392.6233424995,58436.2257231607,66848.5184210551
"186",1,62370,63056,59624.8574769751,65124.0503821665,58169.3090380217,66579.5988211199
"187",1,62706,61726,59958.8769411718,65456.7858501082,58503.6683554981,66911.9944357819
"188",1,62272,61481,59529.6412324053,65026.41914445,58074.732003526,66481.3283733293
"189",1,61964,61663,59217.4437360715,64712.9886914065,57762.8608511203,66167.5715763577
"190",1,61894,63133,59150.9028761423,64645.0533120806,57696.6890981794,66099.2670900435
"191",1,62510,62454,59766.2153195934,65259.4132507375,58312.2536544204,66713.3749159104
"192",1,62496,63938,59756.913279451,65248.6879881952,58303.3283184924,66702.2729491537
"193",1,63147,64155,60407.269422421,65898.2616303266,58953.8915769235,67351.6394758242
"194",1,63553,64645,60811.0927114444,66300.9761860467,59358.0083299254,67754.0605675657
"195",1,63959,63035,61219.8092321837,66708.6402605975,59767.0034163439,68161.4460764373
"196",1,63441,65366,60703.5321698481,66191.2051443217,59251.032872371,67643.7044417988
"197",1,64232,62587,61491.4298690028,66978.8293700772,60039.002955562,68431.2562835179
"198",1,63378,63532,60638.7091838895,66125.5262633143,59186.4364281473,67577.7990190564
"199",1,63392,64652,60655.7980398052,66141.2053084278,59203.898438442,67593.1049097911
"200",1,63896,62622,61159.2801427717,66643.7587596702,59707.6263406722,68095.4125617697
"201",1,63245,63812,60503.8882815789,65987.4536652775,59052.4761977062,67438.8657491501
"202",15,63455,58569,56680.4649055751,61797.9334632708,55325.9527982592,63152.4455705866
"203",15,61250,67676,63799.0404047314,69783.5756553051,62215.0296067812,71367.5864532554
"204",15,64204,57330,55748.2593238872,60736.6012126612,54427.9249813118,62056.9355552366
"205",4,61089,59339,57582.9484490707,63024.1535463796,56142.7484557341,64464.3535397163
"206",15,60473,61922,57613.2281402809,63115.2269574503,56156.9370212887,64571.5180764424
"207",1,61299,61362,58548.2029613559,64059.5235996475,57089.4445053534,65518.28205565
"208",15,61446,62153,59632.5263685245,65230.1797884974,58150.9170055301,66711.7891514919
"209",16,61859,62895,59465.9465776411,65007.7362998908,57999.1234422655,66474.5594352665
"210",15,62384,64645,62650.1412529315,68436.543248197,61118.5731598366,69968.1113412921
"211",15,63392,61768,58633.853571029,63959.0393443019,57224.3620378065,65368.5308775244
"212",1,62622,61775,59872.9890543458,65380.0867533881,58415.3483428447,66837.7274648891
"213",15,62258,65681,62221.4193534077,67978.3008727733,60697.6648582995,69502.0553678814
"214",15,63784,60802,56579.0165077714,61685.1153600676,55227.513779692,63036.618088147
"215",1,62391,64666,59641.6587530822,65151.0352378231,58183.4148834407,66609.2791074646
"216",1,63406,65429,60653.7983768353,66163.3376302368,59195.5114249318,67621.6245821404
"217",1,64225,63945,61472.584043963,66981.9615567455,60014.3399022154,68440.2056984931
"218",1,63973,64477,61223.6404415101,66731.6291991918,59765.7638810337,68189.5057596682
"219",1,64085,65016,61338.4514249811,66845.1119336662,59880.9264307776,68302.6369278697
"220",1,64379,62930,61630.5336173836,67136.0486661556,60173.3118081052,68593.2704754342
"221",1,63616,62867,60867.3225530308,66372.0727278983,59410.3031936457,67829.0920872834
"222",1,63224,63000,60475.8722194899,65979.3890358497,59019.1793103825,67436.0819449572
"223",1,63098,62461,60347.1798947494,65849.3081340974,58890.8545197758,67305.6335090709
"224",1,62797,63105,60052.044926019,65552.8930386683,58596.0583801156,67008.8795845718
"225",1,62937,63574,60190.6808173216,65690.1550455391,58735.0579166611,67145.7779461995
"226",1,63210,63735,60461.2942726108,65959.4904263637,59006.0096578268,67414.7750411478
"227",1,63406,64330,60661.9621369313,66158.8428285429,59207.025703944,67613.7792615302
"228",1,63763,63714,61017.9877893478,66513.7280689659,59563.3532051817,67968.362653132
"229",14,63665,62629,60528.3247245208,65987.0725887742,59083.4814412541,67431.915872041
"230",1,63154,63805,60407.730029282,65901.0044289713,58953.7481241078,67354.9863341454
"231",16,63413,69328,65739.4688181009,71690.1237130589,64164.425608591,73265.1669225686
"232",1,65940,65639,63195.6658276787,68696.8858262614,61739.5808495144,70152.9708044256
"233",1,65555,65296,62810.1658012081,68310.016926688,61354.4431418682,69765.7395860279
"234",1,65226,65121,62482.0552429243,67980.5315973235,61026.6964635091,69435.8903767387
"235",1,64995,65163,62253.3714647674,67750.4569543476,60798.3808250321,69205.4475940828
"236",1,64869,64645,62121.0840540079,67619.9977627173,60665.6095138993,69075.4723028259
"237",1,64645,63665,61902.9553254649,67397.2848905376,60448.6941348841,68851.5460811184
"238",1,64099,62944,61353.791286384,66847.0216190391,59899.8210450492,68300.9918603738
"239",1,63525,62594,60778.9698011261,66271.2127315204,59325.2609093829,67724.9216232637
"240",1,63091,63329,60352.284910931,65843.3994795545,58898.8746785078,67296.8097119777
"241",16,63210,64463,61778.4452084256,67387.169050094,60293.9056818063,68871.7085767134
"242",1,63756,63854,61016.1863052939,66505.0165578441,59563.3806948128,67957.8221683252
"243",1,63756,64064,61015.4351529311,66502.8819805519,59562.9957129101,67955.3214205729
"244",1,63847,64295,61107.6753115587,66593.7656242881,59655.594919341,68045.8460165057
"245",1,63994,65121,61253.726348782,66738.4930162407,59801.9963043047,68190.2230607181
"246",1,64421,65177,61684.3804173678,67168.1482101,60232.9147590602,68619.6138684077
"247",1,64652,64547,61917.598468727,67400.1559511524,60466.4531602068,68851.3012596727
"248",1,64498,64148,61758.1606536499,67239.3403588915,60307.3800207217,68690.1209918197
"249",1,64246,62538,61510.9218647976,66990.757872313,60060.496887174,68441.1828499366
"250",1,63427,61880,60693.8714930495,66173.2102457264,59243.5781308314,67623.5036079444
"251",1,62755,64302,60016.4225280871,65495.1083666959,58566.3019817838,66945.2289129992
"252",1,63483,63756,60745.5681614008,66223.5986981005,59295.6210630358,67673.5457964656
"253",1,63595,65289,60857.2975261103,66333.9742141838,59407.7087698307,67783.5629704635
"254",1,64309,64400,61577.8809484144,67054.0489929172,60128.4268219555,68503.5031193761
"255",15,64274,67732,64236.7847104414,69951.6614423492,62724.1482109857,71464.2979418046
"256",15,65702,63756,62210.7449283103,67621.7419328747,60778.5405341454,69053.9463270396
"257",15,64666,64673,62419.9259840012,67940.143421914,60958.8126873841,69401.2567185311
"258",15,64568,64379,61148.1578165074,66562.9089204246,59714.9597722657,67996.1069646663
"259",15,64393,59108,55639.6372508087,60579.0461308474,54332.2546932873,61886.4286883688
"260",16,62020,63413,60263.3445692234,65834.8220917685,58788.6635477686,67309.5031132232
"261",15,62755,62601,60199.4578452229,65696.010550468,58744.6082249827,67150.8601707082
"262",15,62755,65037,62498.7589388559,68204.1303153347,60988.6383550074,69714.2508991832
"263",15,63805,60781,58211.1729794668,63433.5932625854,56828.881828437,64815.8844136152
"264",15,62468,67480,63601.6489493578,69437.3053459788,62057.0440037208,70981.9102916161
"265",15,64722,65303,62792.4333124555,68350.6943318623,61321.2504880713,69821.8771562465
"266",15,64869,60382,57700.5184218668,62794.9400259144,56352.1064746987,64143.3519730825
"267",1,62811,64729,60071.6727634554,65561.6674944169,58618.558934157,67014.7813237154
"268",1,63700,62601,60958.7877101806,66448.5057955119,59505.7471045573,67901.5464011352
"269",1,63210,64813,60468.8846840146,65957.5951568022,59016.1107773216,67410.3690634952
"270",1,63924,63980,61185.6270040764,66673.7350300307,59733.012555428,68126.3494786791
"271",6,63917,61369,58760.486760248,64030.7890101859,57365.5220181551,65425.7537522788
"272",1,62783,63196,60042.9140267732,65530.220843394,58590.5116454253,66982.6232247418
"273",1,63021,62748,60283.8172722421,65769.8091688695,58831.7629291931,67221.8635119184
"274",1,62944,61726,60206.3620920165,65691.0126176447,58754.6627884248,67142.7119212364
"275",1,62468,60872,59727.5716055928,65211.3025212523,58276.1157080567,66662.7584187884
"276",1,61866,62111,59126.063090692,64609.1895262468,57674.7671893749,66060.4854275639
"277",1,62104,63112,59367.4068753628,64849.1896401678,57916.4666222101,66300.1298933205
"278",1,62650,62678,59913.0792564719,65393.802027354,58462.4195667631,66844.4617170628
"279",1,62727,62307,59988.1639830481,65467.5274714937,58537.8640736675,66917.8273808743
"280",16,62601,59878,58423.6234785343,63769.9219595379,57008.543749133,65185.0016889392
"281",1,61488,63014,58754.1051111272,64233.0078848579,57303.9271455656,65683.1858504195
"282",1,62300,63980,59566.8301648702,65045.0620921877,58116.8297616285,66495.0624954295
"283",1,63112,62902,60373.6349849411,65851.3436895698,58923.7730703796,67301.2056041314
"284",14,63035,66024,61328.266301685,66898.1270371626,59854.0132179172,68372.3801209303
"285",1,64344,63560,61606.4507723965,67084.1111617794,60156.6016461081,68533.9602880678
"286",1,63910,63854,61178.4964793334,66654.9843253912,59728.9577065161,68104.5230982084
"287",1,63833,63266,61100.4894377255,66575.6253353208,59651.3085040508,68024.8062689956
"288",1,63546,63875,60810.9981788519,66284.8785839963,59362.1495539557,67733.7272088924
"289",16,63665,64386,62016.1379063671,67585.8666205547,60541.9197665241,69060.0847603978
"290",1,63945,63189,61214.648453166,66686.011644063,59766.4660946349,68134.194002594
"291",1,63567,62475,60836.2213969706,66306.4064262592,59388.3508789805,67754.2769442494
"292",1,63077,62167,60346.7237606128,65815.9157505034,58899.1160842742,67263.5234268419
"293",1,62706,63805,59977.4356096604,65445.5273668076,58530.1191473382,66892.8438291299
"294",1,63231,62538,60503.5358593236,65970.6352402833,59056.4820631116,67417.6890364953
"295",1,62944,63833,60212.1467493157,65678.0447339562,58765.4109435011,67124.7805397709
"296",1,63357,62986,60628.3780786218,66093.1650855347,59181.9363308489,67539.6068333075
"297",1,63196,62496,60465.2139000834,65928.6986065814,59019.1168504087,67374.795656256
"298",1,62902,63126,60175.5625466944,65637.8495248149,58729.7825165715,67083.6295549377
"299",1,63035,60753,60306.3789014649,65767.3385590343,58860.9501918702,67212.7672686289
"300",1,62076,60991,59347.2470553133,64808.4053542927,57901.7657685133,66253.8866410927
"301",1,61712,61054,58984.1098134879,64444.2767730461,57538.8909183829,65889.4956681511
"302",1,61558,60718,58833.1757021409,64292.1322457905,57388.2771847743,65737.0307631571
"303",1,61341,61369,58612.3567948804,64070.1856628927,57167.7567552253,65514.7857025478
"304",1,61509,60158,58783.1047460999,64239.5966218709,57338.8585869148,65683.8427810559
"305",1,61061,60914,58340.0420802776,63795.7376251382,56896.0066971525,65239.7730082633
"306",15,61173,59990,56509.1263431971,61782.5160518686,55113.3444001407,63178.2979949249
"307",15,60823,60627,58067.5902913174,63518.1358120804,56624.9180372305,64960.8080661674
"308",1,60921,60851,58200.2685559216,63652.3939198209,56757.1781426157,65095.4843331269
"309",1,61061,62622,58342.2621493509,63793.0566641498,56899.5239905237,65235.794822977
"310",1,61894,62867,59171.1857901633,64621.3587958691,57728.6121348562,66063.9324511763
"311",15,62398,61117,59161.3898233193,64563.562064784,57731.5212028535,65993.4306852497
"312",10,61887,61243,58523.2176192504,63912.5640936282,57096.7437742695,65339.037938609
"313",15,61691,65884,61413.5227943297,67086.4123755172,59911.9996223643,68587.9355474825
"314",15,63595,62454,58834.7265342487,64103.3876352592,57440.1961780375,65497.9179914704
"315",15,63035,62419,59848.7057357671,65256.7221739577,58417.2902498671,66688.1376598578
"316",15,62748,62104,58974.5067100568,64327.4239437645,57557.6751026376,65744.2555511837
"317",2,62475,65289,62549.3580903314,68251.3347158797,61040.1360427777,69760.5567634334
"318",15,63714,65639,61124.7596483177,66584.8698778525,59679.5557687429,68030.0737574272
"319",1,64470,62804,61746.8255112614,67195.1003600304,60304.754267747,68637.1716035448
"320",1,63616,63686,60892.6965263913,66340.4597847902,59450.7606926684,67782.3956185131
"321",1,63581,63364,60861.6593950123,66308.1009878607,59420.0733850294,67749.6869978437
"322",1,63427,62111,60709.794271741,66154.9274966353,59268.5545658368,67596.1672025396
"323",16,62818,66031,61383.0147646922,66943.7037745335,59911.1892900595,68415.5292491661
"324",1,64204,64596,61486.5964390595,66932.6124784962,60045.1230662607,68374.0858512951
"325",1,64267,63392,61545.2980317,66990.0371271438,60104.1626455599,68431.1725132839
"326",1,63777,64162,61059.010573626,66502.6539973723,59618.1651942663,67943.499376732
