"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"2041.654",70900.80892325,28162.8813076532,113638.736538847,5538.78904631024,136262.82880019
"2041.673",70910.2314978529,28147.5927042485,113672.870291457,5510.41913545051,136310.043860255
"2041.692",70919.6540724558,28132.3183724082,113706.989772503,5482.071051065,136357.237093847
"2041.712",70929.0766470588,28117.0582874339,113741.095006684,5453.74475538069,136404.408538737
"2041.731",70938.4992216617,28101.8124246982,113775.186018625,5425.44021073341,136451.55823259
"2041.750",70947.9217962647,28086.5807596447,113809.262832885,5397.15737956732,136498.686212962
"2041.769",70957.3443708676,28071.3632677876,113843.325473948,5368.8962244346,136545.792517301
"2041.788",70966.7669454705,28056.1599247114,113877.37396623,5340.65670799487,136592.877182946
"2041.808",70976.1895200735,28040.9707060705,113911.408334076,5312.4387930149,136639.940247132
"2041.827",70985.6120946764,28025.7955875892,113945.428601764,5284.24244236806,136686.981746985
"2041.846",70995.0346692793,28010.6345450611,113979.434793498,5256.06761903402,136734.001719525
"2041.865",71004.4572438823,27995.4875543491,114013.426933415,5227.91428609815,136781.000201666
"2041.885",71013.8798184852,27980.3545913849,114047.405045586,5199.78240675133,136827.977230219
"2041.904",71023.3023930882,27965.235632169,114081.369154007,5171.67194428929,136874.932841887
"2041.923",71032.7249676911,27950.1306527701,114115.319282612,5143.58286211232,136921.86707327
"2041.942",71042.147542294,27935.0396293251,114149.255455263,5115.51512372489,136968.779960863
"2041.962",71051.570116897,27919.9625380385,114183.177695755,5087.46869273514,137015.671541059
"2041.981",71060.9926914999,27904.8993551826,114217.086027817,5059.44353285449,137062.541850145
"2042.000",71070.4152661028,27889.8500570968,114250.980475109,5031.43960789731,137109.390924308
"2042.019",71079.8378407058,27874.8146201876,114284.861061224,5003.45688178038,137156.218799631
"2042.038",71089.2604153087,27859.7930209282,114318.727809689,4975.49531852257,137203.025512095
"2042.058",71098.6829899117,27844.7852358584,114352.580743965,4947.55488224447,137249.811097579
"2042.077",71108.1055645146,27829.7912415839,114386.419887445,4919.63553716788,137296.575591861
"2042.096",71117.5281391175,27814.8110147767,114420.245263458,4891.73724761551,137343.31903062
"2042.115",71126.9507137205,27799.8445321744,114454.056895267,4863.85997801051,137390.04144943
"2042.135",71136.3732883234,27784.8917705799,114487.854806067,4836.00369287615,137436.742883771
"2042.154",71145.7958629263,27769.9527068614,114521.639018991,4808.1683568353,137483.423369017
"2042.173",71155.2184375293,27755.0273179519,114555.409557107,4780.35393461022,137530.082940448
"2042.192",71164.6410121322,27740.1155808494,114589.166443415,4752.56039102202,137576.721633242
"2042.212",71174.0635867352,27725.2174726158,114622.909700854,4724.7876909903,137623.33948248
"2042.231",71183.4861613381,27710.3329703777,114656.639352299,4697.03579953282,137669.936523143
"2042.250",71192.908735941,27695.4620513251,114690.355420557,4669.30468176509,137716.512790117
"2042.269",71202.331310544,27680.6046927121,114724.057928376,4641.59430289995,137763.068318188
"2042.288",71211.7538851469,27665.7608718559,114757.746898438,4613.90462824724,137809.603142047
"2042.308",71221.1764597499,27650.9305661371,114791.422353363,4586.23562321342,137856.117296286
"2042.327",71230.5990343528,27636.1137529991,114825.084315707,4558.58725330117,137902.610815404
"2042.346",71240.0216089557,27621.3104099478,114858.732807964,4530.95948410897,137949.083733802
"2042.365",71249.4441835587,27606.5205145519,114892.367852565,4503.35228133085,137995.536085787
"2042.385",71258.8667581616,27591.7440444421,114925.989471881,4475.76561075589,138041.967905567
"2042.404",71268.2893327645,27576.9809773109,114959.597688218,4448.199438268,138088.379227261
"2042.423",71277.7119073675,27562.2312909128,114993.192523822,4420.65372984538,138134.77008489
"2042.442",71287.1344819704,27547.4949630636,115026.774000877,4393.12845156025,138181.140512381
"2042.462",71296.5570565734,27532.7719716404,115060.342141506,4365.62356957849,138227.490543568
"2042.481",71305.9796311763,27518.0622945811,115093.896967771,4338.1390501593,138273.820212193
"2042.500",71315.4022057792,27503.3659098847,115127.438501674,4310.67485965473,138320.129551904
"2042.519",71324.8247803822,27488.6827956103,115160.966765154,4283.23096450944,138366.418596255
"2042.538",71334.2473549851,27474.0129298778,115194.481780092,4255.80733126032,138412.68737871
"2042.558",71343.6699295881,27459.3562908668,115227.983568309,4228.40392653611,138458.93593264
"2042.577",71353.092504191,27444.7128568168,115261.472151565,4201.02071705699,138505.164291325
"2042.596",71362.5150787939,27430.0826060269,115294.947551561,4173.65766963437,138551.372487954
"2042.615",71371.9376533969,27415.4655168556,115328.409789938,4146.3147511704,138597.560555623
"2042.635",71381.3602279998,27400.8615677206,115361.858888279,4118.99192865776,138643.728527342
"2042.654",71390.7828026027,27386.2707370985,115395.294868107,4091.6891691792,138689.876436026
"2042.673",71400.2053772057,27371.6930035244,115428.717750887,4064.40643990719,138736.004314504
"2042.692",71409.6279518086,27357.1283455922,115462.127558025,4037.1437081037,138782.112195514
"2042.712",71419.0505264116,27342.5767419539,115495.524310869,4009.90094111978,138828.200111703
"2042.731",71428.4731010145,27328.0381713194,115528.90803071,3982.67810639515,138874.268095634
"2042.750",71437.8956756174,27313.5126124565,115562.278738778,3955.47517145798,138920.316179777
"2042.769",71447.3182502204,27299.0000441906,115595.63645625,3928.29210392456,138966.344396516
"2042.788",71456.7408248233,27284.5004454046,115628.981204242,3901.12887149885,139012.352778148
"2042.808",71466.1633994263,27270.0137950383,115662.313003814,3873.98544197223,139058.34135688
"2042.827",71475.5859740292,27255.5400720886,115695.63187597,3846.86178322315,139104.310164835
"2042.846",71485.0085486321,27241.0792556091,115728.937841655,3819.75786321687,139150.259234047
"2042.865",71494.4311232351,27226.6313247098,115762.23092176,3792.67365000496,139196.188596465
"2042.885",71503.853697838,27212.1962585572,115795.511137119,3765.60911172516,139242.098283951
"2042.904",71513.2762724409,27197.7740363736,115828.778508508,3738.56421660095,139287.988328281
"2042.923",71522.6988470439,27183.3646374374,115862.03305665,3711.53893294124,139333.858761147
"2042.942",71532.1214216468,27168.9680410825,115895.274802211,3684.5332291401,139379.709614154
"2042.962",71541.5439962498,27154.5842266985,115928.503765801,3657.54707367635,139425.540918823
"2042.981",71550.9665708527,27140.2131737299,115961.719967976,3630.58043511333,139471.352706592
"2043.000",71560.3891454556,27125.8548616765,115994.923429235,3603.63328209858,139517.145008813
"2043.019",71569.8117200586,27111.5092700927,116028.114170024,3576.70558336344,139562.917856754
"2043.038",71579.2342946615,27097.1763785879,116061.292210735,3549.79730772278,139608.6712816
"2043.058",71588.6568692644,27082.8561668254,116094.457571703,3522.90842407473,139654.405314454
"2043.077",71598.0794438674,27068.5486145232,116127.610273212,3496.03890140034,139700.119986334
"2043.096",71607.5020184703,27054.2537014531,116160.750335488,3469.18870876326,139745.815328177
"2043.115",71616.9245930733,27039.9714074405,116193.877778706,3442.35781530943,139791.491370837
"2043.135",71626.3471676762,27025.7017123649,116226.992622988,3415.54619026679,139837.148145086
"2043.154",71635.7697422791,27011.4445961587,116260.0948884,3388.75380294495,139882.785681613
"2043.173",71645.1923168821,26997.200038808,116293.184594956,3361.98062273493,139928.404011029
"2043.192",71654.614891485,26982.9680203515,116326.261762619,3335.22661910883,139974.003163861
"2043.212",71664.0374660879,26968.7485208809,116359.326411295,3308.49176161953,140019.583170556
"2043.231",71673.4600406909,26954.5415205406,116392.378560841,3281.7760199004,140065.144061481
"2043.250",71682.8826152938,26940.3469995274,116425.41823106,3255.07936366498,140110.685866923
"2043.269",71692.3051898968,26926.1649380902,116458.445441703,3228.40176270672,140156.208617087
"2043.288",71701.7277644997,26911.99531653,116491.460212469,3201.74318689865,140201.712342101
"2043.308",71711.1503391026,26897.8381151998,116524.462563006,3175.10360619309,140247.197072012
"2043.327",71720.5729137056,26883.6933145041,116557.452512907,3148.48299062141,140292.66283679
"2043.346",71729.9954883085,26869.5608948989,116590.430081718,3121.8813102937,140338.109666323
"2043.365",71739.4180629115,26855.4408368915,116623.395288931,3095.29853539843,140383.537590424
"2043.385",71748.8406375144,26841.3331210404,116656.348153988,3068.73463620224,140428.946638827
"2043.404",71758.2632121173,26827.2377279549,116689.28869628,3042.18958304964,140474.336841185
"2043.423",71767.6857867203,26813.1546382949,116722.216935146,3015.66334636269,140519.708227078
"2043.442",71777.1083613232,26799.083832771,116755.132889875,2989.15589664076,140565.060826006
"2043.462",71786.5309359261,26785.0252921443,116788.036579708,2962.66720446023,140610.394667392
"2043.481",71795.9535105291,26770.9789972257,116820.928023833,2936.19724047417,140655.709780584
"2043.500",71805.376085132,26756.9449288763,116853.807241388,2909.74597541211,140701.006194852
"2043.519",71814.798659735,26742.923068007,116886.674251463,2883.31338007972,140746.28393939
"2043.538",71824.2212343379,26728.9133955783,116919.529073098,2856.89942535866,140791.543043317
"2043.558",71833.6438089408,26714.9158926001,116952.371725282,2830.50408220607,140836.783535676
"2043.577",71843.0663835438,26700.9305401316,116985.202226956,2804.12732165451,140882.005445433
"2043.596",71852.4889581467,26686.9573192811,117018.020597012,2777.76911481158,140927.208801482
"2043.615",71861.9115327497,26672.9962112058,117050.826854293,2751.42943285966,140972.39363264
"2043.635",71871.3341073526,26659.0471971116,117083.621017594,2725.10824705569,141017.55996765
"2043.654",71880.7566819555,26645.1102582529,117116.403105658,2698.80552873079,141062.70783518
"2043.673",71890.1792565585,26631.1853759326,117149.173137184,2672.52124929018,141107.837263827
"2043.692",71899.6018311614,26617.2725315017,117181.931130821,2646.25538021271,141152.94828211
"2043.712",71909.0244057643,26603.3717063592,117214.677105169,2620.00789305067,141198.040918478
"2043.731",71918.4469803673,26589.4828819522,117247.411078782,2593.7787594296,141243.115201305
"2043.750",71927.8695549702,26575.6060397751,117280.133070165,2567.56795104792,141288.171158893
"2043.769",71937.2921295732,26561.7411613702,117312.843097776,2541.37543967675,141333.20881947
"2043.788",71946.7147041761,26547.8882283268,117345.541180025,2515.20119715955,141378.228211193
"2043.808",71956.137278779,26534.0472222815,117378.227335277,2489.04519541196,141423.229362146
"2043.827",71965.559853382,26520.2181249181,117410.901581846,2462.90740642152,141468.212300342
"2043.846",71974.9824279849,26506.4009179669,117443.563938003,2436.78780224736,141513.177053722
"2043.865",71984.4050025879,26492.5955832051,117476.214421971,2410.68635501998,141558.123650156
"2043.885",71993.8275771908,26478.8021024562,117508.853051925,2384.603036941,141603.052117441
"2043.904",72003.2501517937,26465.0204575904,117541.479845997,2358.53782028293,141647.962483304
"2043.923",72012.6727263967,26451.2506305235,117574.09482227,2332.49067738885,141692.854775404
"2043.942",72022.0953009996,26437.4926032179,117606.697998781,2306.46158067223,141737.729021327
"2043.962",72031.5178756025,26423.7463576814,117639.289393524,2280.45050261659,141782.585248588
"2043.981",72040.9404502055,26410.0118759677,117671.869024443,2254.45741577534,141827.423484636
"2044.000",72050.3630248084,26396.2891401759,117704.436909441,2228.48229277154,141872.243756845
"2044.019",72059.7855994113,26382.5781324506,117736.993066372,2202.52510629753,141917.046092525
"2044.038",72069.2081740143,26368.8788349815,117769.537513047,2176.58582911483,141961.830518914
"2044.058",72078.6307486172,26355.1912300032,117802.070267231,2150.66443405379,142006.597063181
"2044.077",72088.0533232202,26341.5152997954,117834.591346645,2124.76089401344,142051.345752427
"2044.096",72097.4758978231,26327.8510266825,117867.100768964,2098.87518196112,142096.076613685
"2044.115",72106.898472426,26314.1983930332,117899.598551819,2073.00727093237,142140.78967392
"2044.135",72116.321047029,26300.5573812609,117932.084712797,2047.15713403063,142185.484960027
"2044.154",72125.7436216319,26286.927973823,117964.559269441,2021.32474442697,142230.162498837
"2044.173",72135.1661962349,26273.3101532213,117997.022239248,1995.51007535994,142274.82231711
"2044.192",72144.5887708378,26259.7039020012,118029.473639674,1969.7131001352,142319.46444154
"2044.212",72154.0113454407,26246.109202752,118061.913488129,1943.93379212546,142364.088898756
"2044.231",72163.4339200437,26232.5260381068,118094.341801981,1918.17212477008,142408.695715317
"2044.250",72172.8564946466,26218.9543907418,118126.758598551,1892.42807157493,142453.284917718
"2044.269",72182.2790692495,26205.3942433769,118159.163895122,1866.70160611212,142497.856532387
"2044.288",72191.7016438525,26191.845578775,118191.55770893,1840.99270201979,142542.410585685
"2044.308",72201.1242184554,26178.3083797419,118223.940057169,1815.30133300189,142586.947103909
"2044.327",72210.5467930584,26164.7826291265,118256.31095699,1789.62747282785,142631.466113289
"2044.346",72219.9693676613,26151.2683098203,118288.670425502,1763.97109533253,142675.96763999
"2044.365",72229.3919422642,26137.7654047573,118321.018479771,1738.33217441586,142720.451710113
"2044.385",72238.8145168672,26124.2738969141,118353.35513682,1712.71068404263,142764.918349692
"2044.404",72248.2370914701,26110.7937693094,118385.680413631,1687.10659824226,142809.367584698
"2044.423",72257.659666073,26097.3250050041,118417.994327142,1661.51989110868,142853.799441037
"2044.442",72267.082240676,26083.8675871011,118450.296894251,1635.95053679992,142898.213944552
"2044.462",72276.5048152789,26070.4214987451,118482.588131813,1610.39850953809,142942.61112102
"2044.481",72285.9273898819,26056.9867231225,118514.868056641,1584.86378360899,142986.990996155
"2044.500",72295.3499644848,26043.5632434613,118547.136685508,1559.34633336199,143031.353595608
"2044.519",72304.7725390877,26030.1510430308,118579.394035145,1533.84613320976,143075.698944966
"2044.538",72314.1951136907,26016.7501051416,118611.64012224,1508.36315762809,143120.027069753
"2044.558",72323.6176882936,26003.3604131454,118643.874963442,1482.89738115561,143164.337995432
"2044.577",72333.0402628966,25989.981950435,118676.098575358,1457.44877839369,143208.631747399
"2044.596",72342.4628374995,25976.6147004439,118708.310974555,1432.01732400613,143252.908350993
"2044.615",72351.8854121024,25963.2586466463,118740.512177559,1406.60299271891,143297.167831486
"2044.635",72361.3079867054,25949.913772557,118772.702200854,1381.20575932006,143341.410214091
"2044.654",72370.7305613083,25936.5800617312,118804.881060885,1355.82559865946,143385.635523957
"2044.673",72380.1531359112,25923.2574977644,118837.048774058,1330.46248564856,143429.843786174
"2044.692",72389.5757105142,25909.9460642922,118869.205356736,1305.11639526016,143474.035025768
"2044.712",72398.9982851171,25896.6457449902,118901.350825244,1279.7873025283,143518.209267706
"2044.731",72408.4208597201,25883.3565235739,118933.485195866,1254.47518254795,143562.366536892
"2044.750",72417.843434323,25870.0783837985,118965.608484848,1229.18001047484,143606.506858171
"2044.769",72427.2660089259,25856.8113094588,118997.720708393,1203.90176152522,143650.630256327
"2044.788",72436.6885835289,25843.555284389,119029.821882669,1178.64041097579,143694.736756082
"2044.808",72446.1111581318,25830.3102924628,119061.912023801,1153.39593416329,143738.8263821
"2044.827",72455.5337327348,25817.0763175929,119093.991147877,1128.16830648441,143782.899158985
"2044.846",72464.9563073377,25803.8533437312,119126.059270944,1102.95750339562,143826.95511128
"2044.865",72474.3788819406,25790.6413548683,119158.116409013,1077.76350041284,143870.994263468
"2044.885",72483.8014565436,25777.4403350339,119190.162578053,1052.58627311142,143915.016639976
"2044.904",72493.2240311465,25764.2502682961,119222.197793997,1027.42579712573,143959.022265167
"2044.923",72502.6466057494,25751.0711387617,119254.222072737,1002.28204814915,144003.01116335
"2044.942",72512.0691803524,25737.9029305758,119286.235430129,977.15500193373,144046.983358771
"2044.962",72521.4917549553,25724.7456279217,119318.237881989,952.044634290069,144090.938875621
"2044.981",72530.9143295583,25711.5992150211,119350.229444095,926.950921087089,144134.877738029
"2045.000",72540.3369041612,25698.4636761335,119382.210132189,901.873838251835,144178.799970071
"2045.019",72549.7594787641,25685.3389955563,119414.179961972,876.813361769367,144222.705595759
"2045.038",72559.1820533671,25672.2251576248,119446.138949109,851.769467682359,144266.594639052
"2045.058",72568.60462797,25659.1221467116,119478.087109228,826.742132091138,144310.467123849
"2045.077",72578.027202573,25646.0299472272,119510.024457919,801.731331153322,144354.323073993
"2045.096",72587.4497771759,25632.9485436192,119541.951010733,776.737041083717,144398.162513268
"2045.115",72596.8723517788,25619.8779203727,119573.866783185,751.759238154118,144441.985465404
"2045.135",72606.2949263818,25606.8180620096,119605.771790754,726.797898693083,144485.79195407
"2045.154",72615.7175009847,25593.7689530891,119637.66604888,701.852999085735,144529.582002884
"2045.173",72625.1400755876,25580.730578207,119669.549572968,676.92451577363,144573.355635402
"2045.192",72634.5626501906,25567.7029219962,119701.422378385,652.012425254536,144617.112875127
"2045.212",72643.9852247935,25554.6859691259,119733.284480461,627.116704082218,144660.853745505
"2045.231",72653.4077993964,25541.679704302,119765.135894491,602.237328866278,144704.578269927
"2045.250",72662.8303739994,25528.6841122668,119796.976635732,577.374276272036,144748.286471727
"2045.269",72672.2529486023,25515.6991777987,119828.806719406,552.52752302021,144791.978374184
"2045.288",72681.6755232053,25502.7248857125,119860.626160698,527.697045886831,144835.654000524
"2045.308",72691.0980978082,25489.7612208587,119892.434974758,502.88282170298,144879.313373913
"2045.327",72700.5206724111,25476.808168124,119924.233176698,478.084827354716,144922.956517468
"2045.346",72709.9432470141,25463.8657124308,119956.020781597,453.303039782826,144966.583454245
"2045.365",72719.365821617,25450.9338387371,119987.797804497,428.537435982609,145010.194207251
"2045.385",72728.78839622,25438.0125320365,120019.564260403,403.78799300376,145053.788799436
"2045.404",72738.2109708229,25425.101777358,120051.320164288,379.054687950149,145097.367253696
"2045.423",72747.6335454258,25412.2015597661,120083.065531086,354.337497979694,145140.929592872
"2045.442",72757.0561200288,25399.3118643602,120114.800375697,329.636400304124,145184.475839753
"2045.462",72766.4786946317,25386.432676275,120146.524712988,304.951372188822,145228.006017075
"2045.481",72775.9012692346,25373.5639806801,120178.238557789,280.282390952649,145271.520147517
"2045.500",72785.3238438376,25360.7057627799,120209.941924895,255.629433967813,145315.018253707
"2045.519",72794.7464184405,25347.8580078137,120241.634829067,230.992478659595,145358.500358221
"2045.538",72804.1689930435,25335.0207010553,120273.317285032,206.371502506241,145401.966483581
"2045.558",72813.5915676464,25322.193827813,120304.98930748,181.766483038824,145445.416652254
"2045.577",72823.0141422493,25309.3773734295,120336.650911069,157.177397840976,145488.850886658
"2045.596",72832.4367168523,25296.5713232819,120368.302110423,132.604224548777,145532.269209156
"2045.615",72841.8592914552,25283.7756627814,120399.942920129,108.046940850603,145575.67164206
"2045.635",72851.2818660582,25270.9903773733,120431.573354743,83.5055244868709,145619.058207629
"2045.654",72860.7044406611,25258.2154525366,120463.193428786,58.9799532499455,145662.428928072
"2045.673",72870.127015264,25245.4508737846,120494.803156743,34.4702049839398,145705.783825544
"2045.692",72879.549589867,25232.6966266639,120526.40255307,9.97625758458162,145749.122922149
"2045.712",72888.9721644699,25219.952696755,120557.991632185,-14.5019110009889,145792.446239941
"2045.731",72898.3947390728,25207.2190696717,120589.570408474,-38.9643227744382,145835.75380092
"2045.750",72907.8173136758,25194.4957310615,120621.13889629,-63.410999686268,145879.045627038
"2045.769",72917.2398882787,25181.7826666048,120652.697109953,-87.8419636361796,145922.321740194
"2045.788",72926.6624628816,25169.0798620155,120684.245063748,-112.257236472942,145965.582162236
"2045.808",72936.0850374846,25156.3873030405,120715.782771929,-136.656839994932,146008.826914964
"2045.827",72945.5076120875,25143.7049754596,120747.310248715,-161.040795949943,146052.056020125
"2045.846",72954.9301866905,25131.0328650854,120778.827508296,-185.409126035622,146095.269499417
"2045.865",72964.3527612934,25118.3709577635,120810.334564823,-209.761851899428,146138.467374486
"2045.885",72973.7753358964,25105.719239372,120841.831432421,-234.098995138978,146181.649666932
"2045.904",72983.1979104993,25093.0776958214,120873.318125177,-258.420577302037,146224.816398301
"2045.923",72992.6204851022,25080.446313055,120904.794657149,-282.726619886758,146267.967590091
"2045.942",73002.0430597052,25067.8250770482,120936.261042362,-307.017144341909,146311.103263752
"2045.962",73011.4656343081,25055.2139738085,120967.717294808,-331.292172066867,146354.223440683
"2045.981",73020.888208911,25042.6129893759,120999.163428446,-355.55172441194,146397.328142234
"2046.000",73030.310783514,25030.0221098221,121030.599457206,-379.795822678425,146440.417389706
"2046.019",73039.7333581169,25017.4413212509,121062.025394983,-404.024488118812,146483.491204353
"2046.038",73049.1559327198,25004.8706097979,121093.441255642,-428.2377419369,146526.549607377
"2046.058",73058.5785073228,24992.3099616303,121124.847053015,-452.435605288032,146569.592619934
"2046.077",73068.0010819257,24979.7593629471,121156.242800904,-476.61809927912,146612.620263131
"2046.096",73077.4236565287,24967.2187999787,121187.628513079,-500.785244968953,146655.632558026
"2046.115",73086.8462311316,24954.6882589869,121219.004203276,-524.937063368212,146698.629525631
"2046.135",73096.2688057345,24942.1677262648,121250.369885204,-549.073575439717,146741.611186909
"2046.154",73105.6913803375,24929.6571881369,121281.725572538,-573.194802098529,146784.577562773
"2046.173",73115.1139549404,24917.1566309586,121313.071278922,-597.300764212137,146827.528674093
"2046.192",73124.5365295434,24904.6660411165,121344.40701797,-621.391482600578,146870.464541687
"2046.212",73133.9591041463,24892.1854050279,121375.732803265,-645.466978036638,146913.385186329
"2046.231",73143.3816787492,24879.7147091411,121407.048648357,-669.527271245912,146956.290628744
"2046.250",73152.8042533522,24867.2539399351,121438.354566769,-693.572382907048,146999.180889611
"2046.269",73162.2268279551,24854.8030839194,121469.650571991,-717.602333651841,147042.055989562
"2046.288",73171.649402558,24842.3621276342,121500.936677482,-741.617144065414,147084.915949182
"2046.308",73181.071977161,24829.93105765,121532.212896672,-765.616834686341,147127.760789008
"2046.327",73190.4945517639,24817.5098605678,121563.47924296,-789.60142600676,147170.590529535
"2046.346",73199.9171263669,24805.0985230185,121594.735729715,-813.570938472651,147213.405191206
"2046.365",73209.3397009698,24792.6970316636,121625.982370276,-837.525392483818,147256.204794423
"2046.385",73218.7622755727,24780.3053731943,121657.219177951,-861.464808394143,147298.98935954
"2046.404",73228.1848501757,24767.9235343319,121688.446166019,-885.389206511652,147341.758906863
"2046.423",73237.6074247786,24755.5515018275,121719.66334773,-909.298607098783,147384.513456656
"2046.442",73247.0299993815,24743.1892624621,121750.870736301,-933.193030372393,147427.253029135
"2046.462",73256.4525739845,24730.8368030462,121782.068344923,-957.072496503941,147469.977644473
"2046.481",73265.8751485874,24718.4941104199,121813.256186755,-980.9370256197,147512.687322795
"2046.500",73275.2977231904,24706.1611714529,121844.434274928,-1004.78663780083,147555.382084182
"2046.519",73284.7202977933,24693.8379730443,121875.602622542,-1028.62135308354,147598.06194867
"2046.538",73294.1428723962,24681.5245021223,121906.76124267,-1052.44119145921,147640.726936252
"2046.558",73303.5654469992,24669.2207456444,121937.910148354,-1076.24617287455,147683.377066873
"2046.577",73312.9880216021,24656.9266905975,121969.049352607,-1100.03631723176,147726.012360436
"2046.596",73322.4105962051,24644.6423239971,122000.178868413,-1123.8116443886,147768.632836799
"2046.615",73331.833170808,24632.3676328879,122031.298708728,-1147.5721741586,147811.238515775
"2046.635",73341.2557454109,24620.1026043434,122062.408886478,-1171.3179263112,147853.829417133
"2046.654",73350.6783200139,24607.8472254658,122093.509414562,-1195.04892057179,147896.4055606
"2046.673",73360.1008946168,24595.6014833859,122124.600305848,-1218.76517662199,147938.966965856
"2046.692",73369.5234692197,24583.3653652634,122155.681573176,-1242.46671409968,147981.513652539
"2046.712",73378.9460438227,24571.1388582861,122186.753229359,-1266.15355259913,148024.045640244
"2046.731",73388.3686184256,24558.9219496704,122217.815287181,-1289.82571167122,148066.562948522
"2046.750",73397.7911930286,24546.714626661,122248.867759396,-1313.48321082356,148109.065596881
"2046.769",73407.2137676315,24534.5168765309,122279.910658732,-1337.12606952048,148151.553604783
"2046.788",73416.6363422344,24522.3286865811,122310.943997888,-1360.75430718342,148194.026991652
"2046.808",73426.0589168374,24510.1500441406,122341.967789534,-1384.36794319078,148236.485776866
"2046.827",73435.4814914403,24497.9809365666,122372.982046314,-1407.9669968783,148278.929979759
"2046.846",73444.9040660433,24485.821351244,122403.986780843,-1431.55148753901,148321.359619625
"2046.865",73454.3266406462,24473.6712755855,122434.982005707,-1455.12143442348,148363.774715716
"2046.885",73463.7492152491,24461.5306970316,122465.967733467,-1478.67685673988,148406.175287238
"2046.904",73473.1717898521,24449.3996030504,122496.943976654,-1502.21777365415,148448.561353358
"2046.923",73482.594364455,24437.2779811374,122527.910747773,-1525.74420429009,148490.9329332
"2046.942",73492.0169390579,24425.1658188157,122558.8680593,-1549.25616772957,148533.290045845
"2046.962",73501.4395136609,24413.0631036358,122589.815923686,-1572.75368301258,148575.632710334
"2046.981",73510.8620882638,24400.9698231754,122620.754353352,-1596.23676913732,148617.960945665
"2047.000",73520.2846628668,24388.8859650393,122651.683360694,-1619.70544506051,148660.274770794
"2047.019",73529.7072374697,24376.8115168595,122682.60295808,-1643.15972969729,148702.574204637
"2047.038",73539.1298120726,24364.7464662952,122713.51315785,-1666.59964192151,148744.859266067
"2047.058",73548.5523866756,24352.6908010324,122744.413972319,-1690.02520056581,148787.129973917
"2047.077",73557.9749612785,24340.6445087839,122775.305413773,-1713.4364244217,148829.386346979
"2047.096",73567.3975358814,24328.6075772894,122806.187494473,-1736.83333223975,148871.628404003
"2047.115",73576.8201104844,24316.5799943153,122837.060226653,-1760.2159427297,148913.856163698
"2047.135",73586.2426850873,24304.5617476546,122867.92362252,-1783.5842745605,148956.069644735
"2047.154",73595.6652596903,24292.5528251267,122898.777694254,-1806.93834636059,148998.268865741
"2047.173",73605.0878342932,24280.5532145778,122929.622454009,-1830.27817671791,149040.453845304
"2047.192",73614.5104088961,24268.5629038801,122960.457913912,-1853.60378418006,149082.624601972
"2047.212",73623.9329834991,24256.5818809324,122991.284086066,-1876.9151872544,149124.781154253
"2047.231",73633.355558102,24244.6101336596,123022.100982544,-1900.21240440819,149166.923520612
"2047.250",73642.778132705,24232.6476500127,123052.908615397,-1923.49545406869,149209.051719479
"2047.269",73652.2007073079,24220.6944179689,123083.706996647,-1946.76435462339,149251.165769239
"2047.288",73661.6232819108,24208.7504255312,123114.49613829,-1970.01912441988,149293.265688242
"2047.308",73671.0458565138,24196.8156607286,123145.276052299,-1993.25978176629,149335.351494794
"2047.327",73680.4684311167,24184.8901116159,123176.046750617,-2016.48634493118,149377.423207165
"2047.346",73689.8910057196,24172.9737662738,123206.808245165,-2039.69883214372,149419.480843583
"2047.365",73699.3135803226,24161.0666128085,123237.560547837,-2062.89726159384,149461.524422239
"2047.385",73708.7361549255,24149.1686393518,123268.303670499,-2086.08165143228,149503.553961283
"2047.404",73718.1587295285,24137.2798340611,123299.037624996,-2109.25201977085,149545.569478828
"2047.423",73727.5813041314,24125.4001851192,123329.762423144,-2132.40838468236,149587.570992945
"2047.442",73737.0038787343,24113.5296807342,123360.478076734,-2155.55076420089,149629.55852167
"2047.462",73746.4264533373,24101.6683091397,123391.184597535,-2178.67917632179,149671.532082996
"2047.481",73755.8490279402,24089.8160585942,123421.881997286,-2201.79363900192,149713.491694882
"2047.500",73765.2716025431,24077.9729173816,123452.570287705,-2224.8941701596,149755.437375246
"2047.519",73774.6941771461,24066.1388738108,123483.249480481,-2247.98078767491,149797.369141967
"2047.538",73784.116751749,24054.3139162155,123513.919587283,-2271.05350938971,149839.287012888
"2047.558",73793.539326352,24042.4980329546,123544.580619749,-2294.11235310769,149881.191005812
"2047.577",73802.9619009549,24030.6912124117,123575.232589498,-2317.15733659462,149923.081138504
"2047.596",73812.3844755578,24018.8934429951,123605.875508121,-2340.1884775784,149964.957428694
"2047.615",73821.8070501608,24007.1047131378,123636.509387184,-2363.2057937491,150006.819894071
"2047.635",73831.2296247637,23995.3250112976,123667.13423823,-2386.20930275925,150048.668552287
"2047.654",73840.6521993667,23983.5543259567,123697.750072777,-2409.19902222374,150090.503420957
"2047.673",73850.0747739696,23971.7926456216,123728.356902318,-2432.17496972013,150132.324517659
"2047.692",73859.4973485725,23960.0399588237,123758.954738321,-2455.13716278857,150174.131859934
"2047.712",73868.9199231755,23948.296254118,123789.543592233,-2478.08561893212,150215.925465283
"2047.731",73878.3424977784,23936.5615200845,123820.123475472,-2501.02035561665,150257.705351173
"2047.750",73887.7650723813,23924.8357453269,123850.694399436,-2523.94139027111,150299.471535034
