"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"2058.577",79192.6745738355,18481.7875171295,139903.561630541,-13656.6147562093,172041.96390388
"2058.596",79202.0971484384,18473.8119188323,139930.382378045,-13673.8003909036,172077.99468778
"2058.615",79211.5197230414,18465.8413035465,139957.198142536,-13690.9784047396,172114.017850822
"2058.635",79220.9422976443,18457.8756669929,139984.008928296,-13708.1488042615,172150.03339955
"2058.654",79230.3648722472,18449.9150048987,140010.814739596,-13725.3115960045,172186.041340499
"2058.673",79239.7874468502,18441.9593129969,140037.615580703,-13742.4667864941,172222.041680194
"2058.692",79249.2100214531,18434.0085870268,140064.411455879,-13759.6143822466,172258.034425153
"2058.712",79258.6325960561,18426.0628227336,140091.202369379,-13776.754389769,172294.019581881
"2058.731",79268.055170659,18418.1220158688,140117.988325449,-13793.886815559,172329.997156877
"2058.750",79277.4777452619,18410.1861621898,140144.769328334,-13811.011666105,172365.967156629
"2058.769",79286.9003198649,18402.25525746,140171.54538227,-13828.1289478863,172401.929587616
"2058.788",79296.3228944678,18394.3292974491,140198.316491487,-13845.2386673728,172437.884456308
"2058.808",79305.7454690708,18386.4082779325,140225.082660209,-13862.3408310252,172473.831769167
"2058.827",79315.1680436737,18378.4921946918,140251.843892656,-13879.435445295,172509.771532642
"2058.846",79324.5906182766,18370.5810435146,140278.600193039,-13896.5225166247,172545.703753178
"2058.865",79334.0131928796,18362.6748201944,140305.351565565,-13913.6020514475,172581.628437207
"2058.885",79343.4357674825,18354.7735205307,140332.098014434,-13930.6740561874,172617.545591152
"2058.904",79352.8583420854,18346.877140329,140358.839543842,-13947.7385372594,172653.45522143
"2058.923",79362.2809166884,18338.9856754009,140385.576157976,-13964.7955010693,172689.357334446
"2058.942",79371.7034912913,18331.0991215635,140412.307861019,-13981.844954014,172725.251936597
"2058.962",79381.1260658943,18323.2174746403,140439.034657148,-13998.8869024811,172761.13903427
"2058.981",79390.5486404972,18315.3407304604,140465.756550534,-14015.9213528492,172797.018633844
"2059.000",79399.9712151001,18307.4688848591,140492.473545341,-14032.9483114881,172832.890741688
"2059.019",79409.3937897031,18299.6019336772,140519.185645729,-14049.9677847582,172868.755364164
"2059.038",79418.816364306,18291.7398727618,140545.89285585,-14066.9797790112,172904.612507623
"2059.058",79428.2389389089,18283.8826979656,140572.595179852,-14083.9843005897,172940.462178408
"2059.077",79437.6615135119,18276.0304051473,140599.292621876,-14100.9813558275,172976.304382851
"2059.096",79447.0840881148,18268.1829901712,140625.985186058,-14117.9709510492,173012.139127279
"2059.115",79456.5066627178,18260.3404489078,140652.672876528,-14134.9530925707,173047.966418006
"2059.135",79465.9292373207,18252.5027772331,140679.355697408,-14151.9277866988,173083.78626134
"2059.154",79475.3518119236,18244.6699710292,140706.033652818,-14168.8950397315,173119.598663579
"2059.173",79484.7743865266,18236.8420261838,140732.706746869,-14185.8548579581,173155.403631011
"2059.192",79494.1969611295,18229.0189385903,140759.374983669,-14202.8072476588,173191.201169918
"2059.212",79503.6195357325,18221.2007041482,140786.038367317,-14219.7522151049,173226.99128657
"2059.231",79513.0421103354,18213.3873187625,140812.696901908,-14236.6897665593,173262.77398723
"2059.250",79522.4646849383,18205.5787783441,140839.350591533,-14253.6199082756,173298.549278152
"2059.269",79531.8872595413,18197.7750788095,140865.999440273,-14270.542646499,173334.317165582
"2059.288",79541.3098341442,18189.9762160811,140892.643452207,-14287.4579874657,173370.077655754
"2059.308",79550.7324087471,18182.1821860869,140919.282631407,-14304.3659374032,173405.830754897
"2059.327",79560.1549833501,18174.3929847607,140945.916981939,-14321.2665025304,173441.576469231
"2059.346",79569.577557953,18166.6086080419,140972.546507864,-14338.1596890572,173477.314804963
"2059.365",79579.000132556,18158.8290518756,140999.171213236,-14355.0455031851,173513.045768297
"2059.385",79588.4227071589,18151.0543122127,141025.791102105,-14371.9239511069,173548.769365425
"2059.404",79597.8452817618,18143.2843850097,141052.406178514,-14388.7950390063,173584.48560253
"2059.423",79607.2678563648,18135.5192662286,141079.016446501,-14405.658773059,173620.194485789
"2059.442",79616.6904309677,18127.7589518372,141105.621910098,-14422.5151594317,173655.896021367
"2059.462",79626.1130055706,18120.003437809,141132.222573332,-14439.3642042824,173691.590215424
"2059.481",79635.5355801736,18112.2527201231,141158.818440224,-14456.2059137607,173727.277074108
"2059.500",79644.9581547765,18104.5067947639,141185.409514789,-14473.0402940077,173762.956603561
"2059.519",79654.3807293795,18096.7656577218,141211.995801037,-14489.8673511556,173798.628809914
"2059.538",79663.8033039824,18089.0293049927,141238.577302972,-14506.6870913283,173834.293699293
"2059.558",79673.2258785853,18081.2977325778,141265.154024593,-14523.4995206411,173869.951277812
"2059.577",79682.6484531883,18073.5709364843,141291.725969892,-14540.3046452009,173905.601551578
"2059.596",79692.0710277912,18065.8489127245,141318.293142858,-14557.102471106,173941.244526688
"2059.615",79701.4936023942,18058.1316573167,141344.855547472,-14573.8930044462,173976.880209234
"2059.635",79710.9161769971,18050.4191662844,141371.41318771,-14590.6762513028,174012.508605297
"2059.654",79720.3387516,18042.7114356566,141397.966067543,-14607.4522177488,174048.129720949
"2059.673",79729.761326203,18035.0084614682,141424.514190938,-14624.2209098487,174083.743562255
"2059.692",79739.1839008059,18027.3102397592,141451.057561853,-14640.9823336584,174119.35013527
"2059.712",79748.6064754088,18019.6167665753,141477.596184242,-14657.7364952258,174154.949446044
"2059.731",79758.0290500118,18011.9280379675,141504.130062056,-14674.4834005901,174190.541500614
"2059.750",79767.4516246147,18004.2440499926,141530.659199237,-14691.2230557822,174226.126305012
"2059.769",79776.8741992177,17996.5647987124,141557.183599723,-14707.9554668247,174261.70386526
"2059.788",79786.2967738206,17988.8902801946,141583.703267447,-14724.6806397318,174297.274187373
"2059.808",79795.7193484235,17981.2204905121,141610.218206335,-14741.3985805095,174332.837277357
"2059.827",79805.1419230265,17973.5554257432,141636.72842031,-14758.1092951554,174368.393141208
"2059.846",79814.5644976294,17965.8950819717,141663.233913287,-14774.8127896588,174403.941784918
"2059.865",79823.9870722324,17958.2394552868,141689.734689178,-14791.5090700008,174439.483214465
"2059.885",79833.4096468353,17950.5885417831,141716.230751888,-14808.1981421542,174475.017435825
"2059.904",79842.8322214382,17942.9423375605,141742.722105316,-14824.8800120835,174510.54445496
"2059.923",79852.2547960412,17935.3008387244,141769.208753358,-14841.5546857453,174546.064277828
"2059.942",79861.6773706441,17927.6640413856,141795.690699903,-14858.2221690875,174581.576910376
"2059.962",79871.099945247,17920.03194166,141822.167948834,-14874.8824680502,174617.082358544
"2059.981",79880.52251985,17912.4045356691,141848.640504031,-14891.5355885651,174652.580628265
"2060.000",79889.9450944529,17904.7818195397,141875.108369366,-14908.1815365559,174688.071725462
"2060.019",79899.3676690558,17897.1637894038,141901.571548708,-14924.8203179381,174723.55565605
"2060.038",79908.7902436588,17889.5504413988,141928.030045919,-14941.4519386189,174759.032425936
"2060.058",79918.2128182617,17881.9417716674,141954.483864856,-14958.0764044978,174794.502041021
"2060.077",79927.6353928647,17874.3377763575,141980.933009372,-14974.6937214658,174829.964507195
"2060.096",79937.0579674676,17866.7384516225,142007.377483313,-14991.303895406,174865.419830341
"2060.115",79946.4805420706,17859.1437936209,142033.81729052,-15007.9069321934,174900.868016334
"2060.135",79955.9031166735,17851.5537985164,142060.252434831,-15024.5028376949,174936.309071042
"2060.154",79965.3256912764,17843.9684624781,142086.682920075,-15041.0916177696,174971.743000322
"2060.173",79974.7482658794,17836.3877816804,142113.108750078,-15057.6732782683,175007.169810027
"2060.192",79984.1708404823,17828.8117523026,142139.529928662,-15074.2478250339,175042.589505999
"2060.212",79993.5934150852,17821.2403705297,142165.946459641,-15090.8152639014,175078.002094072
"2060.231",80003.0159896882,17813.6736325516,142192.358346825,-15107.3756006976,175113.407580074
"2060.250",80012.4385642911,17806.1115345634,142218.765594019,-15123.9288412415,175148.805969824
"2060.269",80021.861138894,17798.5540727655,142245.168205023,-15140.4749913444,175184.197269132
"2060.288",80031.283713497,17791.0012433635,142271.566183631,-15157.0140568091,175219.581483803
"2060.308",80040.7062880999,17783.4530425679,142297.959533632,-15173.5460434309,175254.958619631
"2060.327",80050.1288627029,17775.9094665949,142324.348258811,-15190.0709569973,175290.328682403
"2060.346",80059.5514373058,17768.3705116653,142350.732362946,-15206.5888032875,175325.691677899
"2060.365",80068.9740119087,17760.8361740053,142377.111849812,-15223.0995880732,175361.047611891
"2060.385",80078.3965865117,17753.3064498463,142403.486723177,-15239.603317118,175396.396490141
"2060.404",80087.8191611146,17745.7813354246,142429.856986805,-15256.0999961779,175431.738318407
"2060.423",80097.2417357175,17738.260826982,142456.222644453,-15272.5896310009,175467.073102436
"2060.442",80106.6643103205,17730.7449207649,142482.583699876,-15289.0722273272,175502.400847968
"2060.462",80116.0868849234,17723.2336130251,142508.940156822,-15305.5477908893,175537.721560736
"2060.481",80125.5094595264,17715.7269000195,142535.292019033,-15322.0163274119,175573.035246465
"2060.500",80134.9320341293,17708.2247780101,142561.639290249,-15338.4778426118,175608.34191087
"2060.519",80144.3546087322,17700.7272432636,142587.981974201,-15354.9323421984,175643.641559663
"2060.538",80153.7771833352,17693.2342920522,142614.320074618,-15371.379831873,175678.934198543
"2060.558",80163.1997579381,17685.7459206531,142640.653595223,-15387.8203173293,175714.219833206
"2060.577",80172.6223325411,17678.2621253481,142666.982539734,-15404.2538042533,175749.498469335
"2060.596",80182.044907144,17670.7829024247,142693.306911863,-15420.6802983234,175784.770112611
"2060.615",80191.4674817469,17663.3082481747,142719.626715319,-15437.0998052102,175820.034768704
"2060.635",80200.8900563499,17655.8381588956,142745.941953804,-15453.5123305767,175855.292443276
"2060.654",80210.3126309528,17648.3726308893,142772.252631016,-15469.9178800783,175890.543141984
"2060.673",80219.7352055557,17640.9116604632,142798.558750648,-15486.3164593626,175925.786870474
"2060.692",80229.1577801587,17633.4552439292,142824.860316388,-15502.7080740698,175961.023634387
"2060.712",80238.5803547616,17626.0033776046,142851.157331919,-15519.0927298324,175996.253439356
"2060.731",80248.0029293646,17618.5560578114,142877.449800918,-15535.4704322752,176031.476291004
"2060.750",80257.4255039675,17611.1132808765,142903.737727058,-15551.8411870157,176066.692194951
"2060.769",80266.8480785704,17603.6750431321,142930.021114009,-15568.2049996635,176101.901156804
"2060.788",80276.2706531734,17596.2413409149,142956.299965432,-15584.5618758209,176137.103182168
"2060.808",80285.6932277763,17588.8121705669,142982.574284986,-15600.9118210827,176172.298276635
"2060.827",80295.1158023793,17581.3875284346,143008.844076324,-15617.2548410359,176207.486445794
"2060.846",80304.5383769822,17573.9674108699,143035.109343094,-15633.5909412603,176242.667695225
"2060.865",80313.9609515851,17566.5518142291,143061.370088941,-15649.9201273281,176277.842030498
"2060.885",80323.3835261881,17559.1407348739,143087.626317502,-15666.242404804,176313.00945718
"2060.904",80332.806100791,17551.7341691704,143113.878032412,-15682.5577792452,176348.169980827
"2060.923",80342.2286753939,17544.3321134898,143140.125237298,-15698.8662562016,176383.323606989
"2060.942",80351.6512499969,17536.9345642081,143166.367935786,-15715.1678412154,176418.470341209
"2060.962",80361.0738245998,17529.5415177063,143192.606131493,-15731.4625398218,176453.610189021
"2060.981",80370.4963992028,17522.1529703701,143218.839828035,-15747.7503575482,176488.743155954
"2061.000",80379.9189738057,17514.7689185901,143245.069029021,-15764.0312999149,176523.869247526
"2061.019",80389.3415484086,17507.3893587615,143271.293738056,-15780.3053724345,176558.988469252
"2061.038",80398.7641230116,17500.0142872846,143297.513958739,-15796.5725806125,176594.100826636
"2061.058",80408.1866976145,17492.6437005645,143323.729694665,-15812.832929947,176629.206325176
"2061.077",80417.6092722175,17485.2775950108,143349.940949424,-15829.0864259288,176664.304970364
"2061.096",80427.0318468204,17477.9159670383,143376.147726602,-15845.3330740412,176699.396767682
"2061.115",80436.4544214233,17470.5588130662,143402.35002978,-15861.5728797604,176734.481722607
"2061.135",80445.8769960263,17463.2061295187,143428.547862534,-15877.8058485551,176769.559840608
"2061.154",80455.2995706292,17455.8579128247,143454.741228434,-15894.0319858869,176804.631127145
"2061.173",80464.7221452321,17448.5141594179,143480.930131046,-15910.2512972102,176839.695587674
"2061.192",80474.1447198351,17441.1748657366,143507.114573934,-15926.4637879717,176874.753227642
"2061.212",80483.567294438,17433.8400282239,143533.294560652,-15942.6694636115,176909.804052488
"2061.231",80492.989869041,17426.5096433278,143559.470094754,-15958.8683295619,176944.848067644
"2061.250",80502.4124436439,17419.1837075007,143585.641179787,-15975.0603912484,176979.885278536
"2061.269",80511.8350182468,17411.8622172,143611.807819294,-15991.245654089,177014.915690583
"2061.288",80521.2575928498,17404.5451688875,143637.970016812,-16007.4241234947,177049.939309194
"2061.308",80530.6801674527,17397.2325590301,143664.127775875,-16023.5958048693,177084.956139775
"2061.327",80540.1027420556,17389.924384099,143690.281100012,-16039.7607036093,177119.966187721
"2061.346",80549.5253166586,17382.6206405703,143716.429992747,-16055.9188251043,177154.969458421
"2061.365",80558.9478912615,17375.3213249246,143742.574457598,-16072.0701747365,177189.96595726
"2061.385",80568.3704658645,17368.0264336473,143768.714498082,-16088.2147578813,177224.95568961
"2061.404",80577.7930404674,17360.7359632284,143794.850117706,-16104.3525799066,177259.938660841
"2061.423",80587.2156150703,17353.4499101625,143820.981319978,-16120.4836461735,177294.914876314
"2061.442",80596.6381896733,17346.1682709488,143847.108108398,-16136.6079620359,177329.884341382
"2061.462",80606.0607642762,17338.8910420912,143873.230486461,-16152.7255328407,177364.847061393
"2061.481",80615.4833388791,17331.6182200982,143899.34845766,-16168.8363639276,177399.803041686
"2061.500",80624.9059134821,17324.349801483,143925.462025481,-16184.9404606295,177434.752287594
"2061.519",80634.328488085,17317.0857827631,143951.571193407,-16201.0378282721,177469.694804442
"2061.538",80643.751062688,17309.8261604609,143977.675964915,-16217.128472174,177504.63059755
"2061.558",80653.1736372909,17302.5709311033,144003.776343478,-16233.2123976471,177539.559672229
"2061.577",80662.5962118938,17295.3200912216,144029.872332566,-16249.2896099959,177574.482033784
"2061.596",80672.0187864968,17288.0736373519,144055.963935642,-16265.3601145184,177609.397687512
"2061.615",80681.4413610997,17280.8315660347,144082.051156165,-16281.4239165052,177644.306638705
"2061.635",80690.8639357027,17273.5938738151,144108.13399759,-16297.4810212402,177679.208892645
"2061.654",80700.2865103056,17266.3605572426,144134.212463369,-16313.5314340002,177714.104454611
"2061.673",80709.7090849085,17259.1316128715,144160.286556946,-16329.5751600553,177748.993329872
"2061.692",80719.1316595115,17251.9070372605,144186.356281762,-16345.6122046685,177783.875523692
"2061.712",80728.5542341144,17244.6868269727,144212.421641256,-16361.642573096,177818.751041325
"2061.731",80737.9768087173,17237.4709785758,144238.482638859,-16377.666270587,177853.619888022
"2061.750",80747.3993833203,17230.259488642,144264.539277999,-16393.6833023839,177888.482069024
"2061.769",80756.8219579232,17223.052353748,144290.591562098,-16409.6936737222,177923.337589569
"2061.788",80766.2445325262,17215.8495704749,144316.639494577,-16425.6973898306,177958.186454883
"2061.808",80775.6671071291,17208.6511354083,144342.68307885,-16441.6944559309,177993.028670189
"2061.827",80785.089681732,17201.4570451384,144368.722318326,-16457.6848772383,178027.864240702
"2061.846",80794.512256335,17194.2672962596,144394.75721641,-16473.6686589608,178062.693171631
"2061.865",80803.9348309379,17187.0818853711,144420.787776505,-16489.6458062998,178097.515468176
"2061.885",80813.3574055409,17179.9008090761,144446.814002006,-16505.61632445,178132.331135532
"2061.904",80822.7799801438,17172.7240639825,144472.835896305,-16521.5802185993,178167.140178887
"2061.923",80832.2025547467,17165.5516467026,144498.853462791,-16537.5374939286,178201.942603422
"2061.942",80841.6251293497,17158.3835538532,144524.866704846,-16553.4881556124,178236.738414312
"2061.962",80851.0477039526,17151.2197820552,144550.87562585,-16569.4322088182,178271.527616723
"2061.981",80860.4702785555,17144.0603279343,144576.880229177,-16585.3696587068,178306.310215818
"2062.000",80869.8928531585,17136.9051881202,144602.880518197,-16601.3005104324,178341.086216749
"2062.019",80879.3154277614,17129.7543592473,144628.876496275,-16617.2247691425,178375.855624665
"2062.038",80888.7380023643,17122.6078379542,144654.868166775,-16633.1424399778,178410.618444707
"2062.058",80898.1605769673,17115.4656208839,144680.855533051,-16649.0535280724,178445.374682007
"2062.077",80907.5831515702,17108.3277046837,144706.838598457,-16664.9580385538,178480.124341694
"2062.096",80917.0057261732,17101.1940860054,144732.817366341,-16680.8559765425,178514.867428889
"2062.115",80926.4283007761,17094.064761505,144758.791840047,-16696.7473471529,178549.603948705
"2062.135",80935.8508753791,17086.939727843,144784.762022915,-16712.6321554923,178584.33390625
"2062.154",80945.273449982,17079.818981684,144810.72791828,-16728.5104066617,178619.057306626
"2062.173",80954.6960245849,17072.702519697,144836.689529473,-16744.3821057554,178653.774154925
"2062.192",80964.1185991879,17065.5903385555,144862.64685982,-16760.2472578609,178688.484456237
"2062.212",80973.5411737908,17058.4824349371,144888.599912644,-16776.1058680594,178723.188215641
"2062.231",80982.9637483937,17051.3788055237,144914.548691264,-16791.9579414254,178757.885438213
"2062.250",80992.3863229967,17044.2794470015,144940.493198992,-16807.803483027,178792.57612902
"2062.269",81001.8088975996,17037.1843560611,144966.433439138,-16823.6424979254,178827.260293125
"2062.288",81011.2314722025,17030.0935293972,144992.369415008,-16839.4749911756,178861.937935581
"2062.308",81020.6540468055,17023.006963709,145018.301129902,-16855.3009678261,178896.609061437
"2062.327",81030.0766214084,17015.9246556996,145044.228587117,-16871.1204329185,178931.273675735
"2062.346",81039.4991960114,17008.8466020767,145070.151789946,-16886.9333914884,178965.931783511
"2062.365",81048.9217706143,17001.772799552,145096.070741677,-16902.7398485645,179000.583389793
"2062.385",81058.3443452172,16994.7032448416,145121.985445593,-16918.5398091694,179035.228499604
"2062.404",81067.7669198202,16987.6379346658,145147.895904975,-16934.3332783188,179069.867117959
"2062.423",81077.1894944231,16980.5768657489,145173.802123097,-16950.1202610223,179104.499249869
"2062.442",81086.612069026,16973.5200348197,145199.704103232,-16965.900762283,179139.124900335
"2062.462",81096.034643629,16966.4674386111,145225.601848647,-16981.6747870975,179173.744074355
"2062.481",81105.4572182319,16959.4190738602,145251.495362604,-16997.4423404559,179208.35677692
"2062.500",81114.8797928349,16952.3749373082,145277.384648362,-17013.2034273421,179242.963013012
"2062.519",81124.3023674378,16945.3350257006,145303.269709175,-17028.9580527334,179277.562787609
"2062.538",81133.7249420407,16938.2993357869,145329.150548295,-17044.7062216009,179312.156105682
"2062.558",81143.1475166437,16931.2678643211,145355.027168966,-17060.4479389093,179346.742972197
"2062.577",81152.5700912466,16924.240608061,145380.899574432,-17076.1832096167,179381.32339211
"2062.596",81161.9926658496,16917.2175637688,145406.76776793,-17091.9120386753,179415.897370374
"2062.615",81171.4152404525,16910.1987282106,145432.631752694,-17107.6344310306,179450.464911936
"2062.635",81180.8378150554,16903.1840981569,145458.491531954,-17123.3503916218,179485.026021733
"2062.654",81190.2603896584,16896.1736703821,145484.347108935,-17139.0599253819,179519.580704699
"2062.673",81199.6829642613,16889.167441665,145510.198486858,-17154.7630372376,179554.12896576
"2062.692",81209.1055388642,16882.1654087881,145536.04566894,-17170.4597321093,179588.670809838
"2062.712",81218.5281134672,16875.1675685385,145561.888658396,-17186.1500149111,179623.206241845
"2062.731",81227.9506880701,16868.173917707,145587.727458433,-17201.8338905507,179657.735266691
"2062.750",81237.3732626731,16861.1844530886,145613.562072258,-17217.5113639298,179692.257889276
"2062.769",81246.795837276,16854.1991714825,145639.392503069,-17233.1824399437,179726.774114496
"2062.788",81256.2184118789,16847.2180696919,145665.218754066,-17248.8471234814,179761.283947239
"2062.808",81265.6409864819,16840.2411445241,145691.04082844,-17264.5054194259,179795.78739239
"2062.827",81275.0635610848,16833.2683927903,145716.858729379,-17280.1573326537,179830.284454823
"2062.846",81284.4861356878,16826.2998113059,145742.67246007,-17295.8028680354,179864.775139411
"2062.865",81293.9087102907,16819.3353968905,145768.482023691,-17311.4420304351,179899.259451016
"2062.885",81303.3312848936,16812.3751463675,145794.28742342,-17327.074824711,179933.737394498
"2062.904",81312.7538594966,16805.4190565643,145820.088662429,-17342.7012557149,179968.208974708
"2062.923",81322.1764340995,16798.4671243126,145845.885743886,-17358.3213282927,180002.674196492
"2062.942",81331.5990087024,16791.5193464478,145871.678670957,-17373.9350472838,180037.133064689
"2062.962",81341.0215833054,16784.5757198095,145897.467446801,-17389.5424175219,180071.585584133
"2062.981",81350.4441579083,16777.6362412414,145923.252074575,-17405.1434438341,180106.031759651
"2063.000",81359.8667325113,16770.700907591,145949.032557432,-17420.7381310418,180140.471596064
"2063.019",81369.2893071142,16763.7697157098,145974.808898519,-17436.32648396,180174.905098188
"2063.038",81378.7118817171,16756.8426624534,146000.581100981,-17451.9085073979,180209.332270832
"2063.058",81388.1344563201,16749.9197446812,146026.349167959,-17467.4842061583,180243.753118798
"2063.077",81397.557030923,16743.0009592569,146052.113102589,-17483.0535850381,180278.167646884
"2063.096",81406.979605526,16736.0863030479,146077.872908004,-17498.6166488281,180312.57585988
"2063.115",81416.4021801289,16729.1757729254,146103.628587332,-17514.1734023131,180346.977762571
"2063.135",81425.8247547318,16722.2693657651,146129.380143699,-17529.7238502719,180381.373359736
"2063.154",81435.2473293348,16715.367078446,146155.127580223,-17545.2679974771,180415.762656147
"2063.173",81444.6699039377,16708.4689078515,146180.870900024,-17560.8058486953,180450.145656571
"2063.192",81454.0924785406,16701.5748508687,146206.610106213,-17576.3374086874,180484.522365769
"2063.212",81463.5150531436,16694.6849043887,146232.345201898,-17591.8626822079,180518.892788495
"2063.231",81472.9376277465,16687.7990653066,146258.076190186,-17607.3816740055,180553.256929499
"2063.250",81482.3602023495,16680.9173305211,146283.803074178,-17622.8943888231,180587.614793522
"2063.269",81491.7827769524,16674.0396969351,146309.52585697,-17638.4008313972,180621.966385302
"2063.288",81501.2053515553,16667.1661614554,146335.244541655,-17653.9010064587,180656.311709569
"2063.308",81510.6279261583,16660.2967209924,146360.959131324,-17669.3949187325,180690.650771049
"2063.327",81520.0505007612,16653.4313724607,146386.669629062,-17684.8825729375,180724.98357446
"2063.346",81529.4730753641,16646.5701127786,146412.37603795,-17700.3639737866,180759.310124515
"2063.365",81538.8956499671,16639.7129388683,146438.078361066,-17715.839125987,180793.630425921
"2063.385",81548.31822457,16632.8598476559,146463.776601484,-17731.3080342398,180827.94448338
"2063.404",81557.740799173,16626.0108360712,146489.470762275,-17746.7707032404,180862.252301586
"2063.423",81567.1633737759,16619.1659010481,146515.160846504,-17762.2271376781,180896.55388523
"2063.442",81576.5859483788,16612.3250395241,146540.846857234,-17777.6773422364,180930.849238994
"2063.462",81586.0085229818,16605.4882484408,146566.528797523,-17793.1213215931,180965.138367557
"2063.481",81595.4310975847,16598.6555247432,146592.206670426,-17808.55908042,180999.421275589
"2063.500",81604.8536721877,16591.8268653806,146617.880478995,-17823.990623383,181033.697967758
"2063.519",81614.2762467906,16585.0022673057,146643.550226275,-17839.4159551424,181067.968448724
"2063.538",81623.6988213935,16578.1817274754,146669.215915312,-17854.8350803523,181102.232723139
"2063.558",81633.1213959965,16571.36524285,146694.877549143,-17870.2480036614,181136.490795654
"2063.577",81642.5439705994,16564.5528103939,146720.535130805,-17885.6547297124,181170.742670911
"2063.596",81651.9665452023,16557.7444270752,146746.188663329,-17901.0552631422,181204.988353547
"2063.615",81661.3891198053,16550.9400898657,146771.838149745,-17916.449608582,181239.227848193
"2063.635",81670.8116944082,16544.1397957409,146797.483593075,-17931.8377706572,181273.461159474
"2063.654",81680.2342690112,16537.3435416805,146823.124996342,-17947.2197539873,181307.68829201
"2063.673",81689.6568436141,16530.5513246673,146848.762362561,-17962.5955631862,181341.909250414
"2063.692",81699.079418217,16523.7631416885,146874.395694746,-17977.9652028622,181376.124039296
"2063.712",81708.50199282,16516.9789897345,146900.024995905,-17993.3286776176,181410.332663258
"2063.731",81717.9245674229,16510.1988657999,146925.650269046,-18008.685992049,181444.535126895
"2063.750",81727.3471420258,16503.4227668826,146951.271517169,-18024.0371507476,181478.731434799
"2063.769",81736.7697166288,16496.6506899846,146976.888743273,-18039.3821582984,181512.921591556
"2063.788",81746.1922912317,16489.8826321115,147002.501950352,-18054.7210192812,181547.105601745
"2063.808",81755.6148658347,16483.1185902725,147028.111141397,-18070.0537382698,181581.283469939
"2063.827",81765.0374404376,16476.3585614806,147053.716319395,-18085.3803198325,181615.455200708
"2063.846",81774.4600150405,16469.6025427525,147079.317487329,-18100.7007685319,181649.620798613
"2063.865",81783.8825896435,16462.8505311085,147104.914648178,-18116.0150889249,181683.780268212
"2063.885",81793.3051642464,16456.1025235729,147130.50780492,-18131.3232855627,181717.933614056
"2063.904",81802.7277388494,16449.3585171732,147156.096960526,-18146.6253629911,181752.08084069
"2063.923",81812.1503134523,16442.6185089409,147181.682117964,-18161.9213257501,181786.221952655
"2063.942",81821.5728880552,16435.8824959112,147207.263280199,-18177.211178374,181820.356954484
"2063.962",81830.9954626582,16429.1504751228,147232.840450194,-18192.4949253918,181854.485850708
"2063.981",81840.4180372611,16422.4224436181,147258.413630904,-18207.7725713266,181888.608645849
"2064.000",81849.840611864,16415.6983984432,147283.982825285,-18223.0441206961,181922.725344424
"2064.019",81859.263186467,16408.9783366477,147309.548036286,-18238.3095780125,181956.835950946
"2064.038",81868.6857610699,16402.2622552851,147335.109266855,-18253.5689477821,181990.940469922
"2064.058",81878.1083356728,16395.5501514124,147360.666519933,-18268.8222345059,182025.038905852
"2064.077",81887.5309102758,16388.84202209,147386.219798462,-18284.0694426795,182059.131263231
"2064.096",81896.9534848787,16382.1378643823,147411.769105375,-18299.3105767926,182093.21754655
"2064.115",81906.3760594817,16375.4376753571,147437.314443606,-18314.5456413296,182127.297760293
"2064.135",81915.7986340846,16368.7414520858,147462.855816083,-18329.7746407694,182161.371908939
"2064.154",81925.2212086876,16362.0491916435,147488.393225732,-18344.9975795853,182195.43999696
"2064.173",81934.6437832905,16355.3608911087,147513.926675472,-18360.2144622451,182229.502028826
"2064.192",81944.0663578934,16348.6765475638,147539.456168223,-18375.4252932113,182263.558008998
"2064.212",81953.4889324964,16341.9961580945,147564.981706898,-18390.6300769405,182297.607941933
"2064.231",81962.9115070993,16335.3197197902,147590.503294408,-18405.8288178844,182331.651832083
"2064.250",81972.3340817022,16328.6472297439,147616.020933661,-18421.0215204889,182365.689683893
"2064.269",81981.7566563052,16321.978685052,147641.534627558,-18436.2081891944,182399.721501805
"2064.288",81991.1792309081,16315.3140828147,147667.044379002,-18451.3888284359,182433.747290252
"2064.308",82000.601805511,16308.6534201355,147692.550190887,-18466.5634426432,182467.767053665
"2064.327",82010.024380114,16301.9966941217,147718.052066106,-18481.7320362404,182501.780796468
"2064.346",82019.4469547169,16295.3439018838,147743.55000755,-18496.8946136464,182535.78852308
"2064.365",82028.8695293199,16288.6950405362,147769.044018104,-18512.0511792745,182569.790237914
"2064.385",82038.2921039228,16282.0501071967,147794.534100649,-18527.2017375328,182603.785945378
"2064.404",82047.7146785258,16275.4090989864,147820.020258065,-18542.3462928238,182637.775649875
"2064.423",82057.1372531287,16268.7720130303,147845.502493227,-18557.4848495449,182671.759355802
"2064.442",82066.5598277316,16262.1388464565,147870.980809007,-18572.6174120878,182705.737067551
"2064.462",82075.9824023345,16255.5095963969,147896.455208272,-18587.7439848391,182739.708789508
"2064.481",82085.4049769375,16248.8842599869,147921.925693888,-18602.86457218,182773.674526055
"2064.500",82094.8275515404,16242.2628343652,147947.392268716,-18617.9791784863,182807.634281567
"2064.519",82104.2501261434,16235.645316674,147972.854935613,-18633.0878081285,182841.588060415
"2064.538",82113.6727007463,16229.0317040592,147998.313697433,-18648.1904654719,182875.535866964
"2064.558",82123.0952753492,16222.42199367,148023.768557028,-18663.2871548762,182909.477705575
