"","Event","Mean","data.frame(forecast_demand_withshock).Point.Forecast","data.frame(forecast_demand_withshock).Lo.80","data.frame(forecast_demand_withshock).Hi.80","data.frame(forecast_demand_withshock).Lo.95","data.frame(forecast_demand_withshock).Hi.95"
"1",15,63038,62736,60087.7750594944,65827.9296096244,58614.988050751,67304.6611112868
"2",15,62650,62122,59846.4757762048,66299.1857888326,58361.9971432427,67802.8107290576
"3",1,62295,60822,59491.8355975894,65098.8189386755,58007.7567536464,66582.8977826185
"4",15,61554,61048,57538.599574378,64357.2423897944,56085.3789700784,65841.0875098729
"5",15,61308,55471,52330.3904958477,64110.8297111712,51003.539240551,65594.2716297886
"6",15,58715,58656,55092.2119176548,61522.7595244555,53627.8576858994,63008.8064994468
"7",1,58916,57018,56110.2729245949,61723.0836944268,54624.6516534339,63208.7049655878
"8",1,58275,58534,55469.7209669311,61082.1342942977,53984.2048924363,62567.6503687926
"9",1,58646,58885,55841.3130721182,61452.1402931675,54356.2168146062,62937.2365506794
"10",1,58970,59706,56165.5549357883,61774.7951403071,54680.8787361782,63259.4713399172
"11",1,59481,60935,56677.462119226,62285.2790346628,55193.16264148,63769.5785124089
"12",1,60264,57608,57460.5781718895,63067.4985087224,55976.5160041651,64551.5606764468
"13",1,59145,58402,56341.9622414292,61949.6392217273,54857.699802277,63433.9016608796
"14",1,58974,59391,56171.1413550923,61777.4034176041,54687.2534220559,63261.2913506405
"15",1,59330,61500,56527.7506812547,62132.4693068967,55044.2712712807,63615.9487168706
"16",1,60431,60355,57628.9276139102,63233.6136399272,56145.4568325357,64717.0844213017
"17",1,60432,60713,57631.2758402974,63234.3705657085,56148.2262507511,64717.4201552549
"18",1,60592,60709,57791.5929170154,63393.115980605,56308.9593212249,64875.7495763955
"19",1,60664,61595,57864.7776985009,63464.706232224,56382.5661492722,64946.9177814527
"20",16,61091,62123,58291.82012052,64515.5477455104,56809.952326508,66011.9139871417
"21",1,61525,62047,58726.7534710162,64324.1459270302,57245.2131810094,65805.6862170371
"22",1,61695,61256,58897.6540579677,64493.5451691835,57416.5111499249,65974.6880772263
"23",1,61424,62096,58627.4477505137,64221.8123146895,57146.7088950654,65702.5511701378
"24",1,61673,60163,58876.9447801924,64469.8705146046,57396.586759978,65950.228534819
"25",1,60931,60073,58135.1132502416,63727.2135182944,56654.9737177747,65207.3530507613
"26",1,60545,62893,57749.9688085852,63340.7305754188,56270.1835559905,64820.5158280134
"27",1,61619,58455,58823.6716897609,64414.6791323469,57343.8214107226,65894.5294113852
"28",1,60149,59589,57353.1362635816,62945.893085258,55872.8229518677,64426.2063969719
"29",1,59966,60851,57170.9656440825,62762.2403560586,55691.0446231098,64242.1613770313
"30",1,60439,59834,57644.40516408,63234.357451572,56164.8341677249,64713.9284479271
"31",1,60207,59077,57413.2861729471,63001.7800169564,55934.1012032637,64480.9649866398
"32",1,59761,59705,56968.1179840371,62555.4604933824,55489.2377542313,64034.3407231881
"33",1,59830,60845,57037.7322560441,62623.495264406,55559.270094895,64101.9574255551
"34",1,60366,59850,57574.2456107468,63158.7719451853,56096.1107774129,64636.9067785192
"35",1,60173,60128,57382.4510701878,62965.4904302252,55904.7098152036,64443.2316852095
"36",1,60206,58918,57415.2880501737,62996.7565620178,55937.962573591,64474.0820386005
"37",1,59682,61422,56892.2674245533,62472.7174285951,55415.2115307015,63949.7733224469
"38",1,60547,60410,57757.829543838,63337.7012238958,56280.9267230984,64814.6040446355
"39",1,60502,59822,57712.8559189315,63291.161710247,56236.367563906,64767.6500652725
"40",1,60218,60455,57430.4076571024,63007.3049565149,55954.2921073641,64483.4205062532
"41",1,60366,60648,57579.2058052062,63154.5494874977,56103.5014730801,64630.2538196238
"42",1,60520,60343,57734.060571567,63307.8589399733,56258.7652593193,64783.154252221
"43",1,60457,60012,57671.0426663779,63243.2858561877,56196.1589850399,64718.1695375257
"44",1,60279,58726,57494.5574822186,63065.3041528796,56020.0699055724,64539.7917295258
"45",1,59626,59768,56841.1214682158,62411.1037773234,55366.8362058519,63885.3890396873
"46",15,59780,62382,56996.0003319697,63713.0707483183,55522.1249663388,65214.0053755396
"47",15,61010,57113,54570.100226894,63795.0305235218,53188.5991635868,65269.0828268772
"48",15,59232,63164,56445.6237489945,65915.7762087892,54970.3600576487,67483.7259788027
"49",1,61100,62178,58312.8729272268,63888.9089170106,56836.9853523763,65364.7964918611
"50",15,61533,60563,57123.033893416,64321.3286833289,55688.2351933665,65796.9043749836
"51",15,61024,69001,58238.1329326961,71299.5431964329,56762.8868610013,72947.8975953908
"52",1,64513,64386,61716.740275245,67309.7047465247,60236.3720020011,68790.0730197686
"53",3,64121,62381,58044.366333813,66917.3506401766,56643.6032629621,68397.3067838879
"54",15,63057,66662,60262.0442909723,70957.4935216161,58782.2401023969,72552.0054085904
"55",1,64456,64136,61659.3691747412,67252.8948654683,60178.8523556825,68733.4116845269
"56",15,64006,67862,61210.3984857751,69959.3296952244,59730.2857378697,71509.3892664371
"57",1,65449,66404,62651.84584746,68247.1507837725,61170.8580905421,69728.1385406904
"58",15,65494,63015,60450.501699823,68291.5319571618,59022.9125102668,69772.1856369378
"59",1,64026,64966,61229.1266091101,66823.6148598294,59748.3550158113,68304.3864531283
"60",1,64203,63726,61406.6748530079,66999.8953548941,59926.238812556,68480.331395346
"61",1,63744,63256,60948.6755376605,66540.4137753463,59468.6318288434,68020.4574841634
"62",1,63325,64892,60530.1402101568,66120.3997680289,59050.4878842448,67600.0520939409
"63",1,63853,64310,61058.8994558834,66648.4094975478,59579.4455149281,68127.8634385032
"64",1,63850,62553,61056.2725834911,66644.29297307,59577.2129296257,68123.3526269355
"65",1,63080,61183,60286.8185087443,65873.8406951205,58808.023063307,67352.6361405578
"66",1,62114,61050,59321.6381478302,64908.2848434343,57842.9420887969,66386.9809024677
"67",1,61601,60207,58808.6121763538,64394.081372189,57330.2277826829,65872.4657658598
"68",1,60987,61515,58195.224819305,63779.7769673641,56717.0831535185,65257.9186331507
"69",1,61274,61629,58483.0994340997,64066.1963546402,57005.3429437706,65543.9528449693
"70",1,61459,62368,58668.7143188008,64250.308926881,57191.3554665604,65727.6677791214
"71",1,61872,61859,59082.2200878545,64662.5406901648,57605.1984445721,66139.5623334471
"72",1,61842,62453,59053.3228207073,64632.1004621694,57576.7095744921,66108.7137083846
"73",1,62091,61280,59302.7533872525,64880.1125207982,57826.5155974031,66356.3503106476
"74",14,61691,63360,58903.8482161856,64506.3736734198,57427.9620817722,65982.8662523611
"75",1,62421,64569,59633.8360163008,65209.2351125669,58158.1170169816,66684.9541118862
"76",1,63298,62760,60511.1498012474,66086.5027176753,59035.443024993,67562.2094939297
"77",1,62918,63796,60131.7331939426,65705.650793917,58656.4063230052,67180.9776648545
"78",1,63199,63155,60413.3278123869,65985.9661083539,58938.3395527662,67460.9543679746
"79",1,63050,64048,60264.7197000503,65835.8109255237,58790.1409252542,67310.3897003199
"80",1,63364,64699,60578.8342897356,66150.2321955128,59104.1743415663,67624.8921436821
"81",1,63823,64668,61039.3991386717,66608.3272612369,59565.3929026309,68082.3334972778
"82",14,64024,64540,60805.3332880487,66807.9909898647,59342.1389127421,68281.6536869025
"83",1,64066,65498,61283.4104399712,66849.5981798088,59810.1295394242,68322.8790803558
"84",1,64514,64815,61731.6483174314,67296.9748800099,60258.5953567361,68770.0278407053
"85",1,64428,65334,61646.4373653277,67210.2628584018,60173.7817137305,68682.918509999
"86",1,64623,63594,61842.4550317804,67405.0254480876,60370.1315789368,68877.3489009312
"87",1,63951,63605,61170.8190973691,66732.2044553954,59698.8093105053,68204.2142422591
"88",1,63643,62961,60863.6263866691,66423.5282971006,59392.0092446658,67895.1454391039
"89",1,63216,61641,60436.8460099337,65995.3685405933,58965.593967702,67466.6205828251
"90",1,62434,63421,59655.3622346942,65213.1654769859,58184.3005765932,66684.2271350869
"91",1,62853,62346,60075.2584920631,65631.8579216405,58604.5154639406,67102.600949763
"92",1,62577,61790,59799.5140936488,65354.6763047639,58329.1514742745,66825.0389241382
"93",1,62201,60340,59425.0471897414,64978.8897169664,57955.0338695933,66448.9030371145
"94",1,61383,61745,58606.4740034071,64159.9142336578,57136.567164836,65629.8210722289
"95",1,61618,63071,58842.1362604758,64394.1033904479,57372.6193279959,65863.6203229278
"96",1,62313,61438,59537.6440142218,65088.7778725717,58068.3476354178,66558.0742513758
"97",1,61918,61354,59143.9336893763,64693.8010285225,57674.9725379559,66162.7621799429
"98",15,61695,63153,58921.2502729679,65524.9033745303,57452.6624527267,67017.5280396197
"99",15,62384,67794,59610.5512147435,70321.8939675184,58142.1814964027,71906.6302691447
"100",15,64762,66820,61984.4715878974,70221.1574159467,60514.004474096,71749.9974953989
"101",15,65458,65730,62242.3376553404,68235.7305505359,60782.1840109505,69706.1588979609
"102",15,65304,66456,62527.1466229783,68750.6919124017,61057.1116940479,70235.1855804129
"103",1,65561,65576,62784.8590929523,68337.7037143451,61315.1099025231,69807.4529047743
"104",15,65296,58103,55810.5298164141,68072.0409607344,54498.8819289755,69541.390105236
"105",15,61858,57969,55192.2053794847,64641.6027302436,53815.7124654104,66114.9377446915
"106",1,60173,59118,57388.1741300941,62957.8627407923,55913.9666050034,64432.0702658829
"107",5,59912,60968,57128.0548855727,63450.9110797018,55654.1554701782,64942.5436631164
"108",1,60615,60916,57831.8922787599,63399.264754309,56358.2977976119,64872.859235457
"109",16,60912,61387,57031.865375135,63695.3062554816,55586.4764661868,65168.5107504286
"110",1,61257,61484,58474.9785092108,64039.4488848192,57002.1521675174,65512.2752265127
"111",1,61510,61440,58728.4202289763,64292.7807526918,57255.6229633226,65765.5780183455
"112",1,61571,60501,58790.275627207,64353.1101242776,57317.8822764075,65825.5034750771
"113",1,61138,62383,58358.7492280631,63919.0503860802,56887.0264116072,65390.7732025361
"114",1,61797,62812,59018.152966114,64577.4541953507,57546.694814819,66048.9123466457
"115",1,62292,64802,59513.7347675721,65071.8645522145,58042.5866789318,66543.0126408548
"116",1,63410,62577,60631.0850019743,66189.715042854,59159.8045035063,67660.9955413221
"117",1,62934,63181,60155.9269382319,65713.2885397668,58684.9821753781,67184.2333026206
"118",1,62986,62404,60208.3589360626,65764.2421943965,58737.8054670179,67234.7956634413
"119",1,62664,62390,59887.3663326594,65441.8595975978,58417.1807726427,66912.0451576145
"120",1,62509,62059,59733.2724922712,65286.2828727367,58263.4794280656,66756.0759369422
"121",1,62292,61817,59516.4525608247,65069.4148139306,58046.6722351617,66539.1951395936
"122",1,62083,60314,59308.1180036176,64858.2852458188,57839.0774726535,66327.3257767829
"123",1,61314,61756,58539.6542348818,64089.3201663101,57070.7463928641,65558.2280083277
"124",1,61602,63348,58828.1877981472,64376.4252744014,57359.6580453755,65844.9550271732
"125",1,62444,62463,59670.5402995337,65218.2520502642,58202.1496979026,66686.6426518953
"126",1,62437,63589,59664.7062232464,65210.9314661822,58196.7090764618,66678.9286129668
"127",16,62937,65654,60165.349900169,66354.128439771,58697.6356065558,67836.2187163646
"128",1,64093,64486,61320.4369448459,66866.4520987286,59852.4954052747,68334.3936382998
"129",1,64108,65617,61336.3578959235,66880.9473328569,59868.7937208339,68348.5115079465
"130",14,64625,66300,61853.5513322253,68227.1199574247,60386.1883114933,69712.5479022978
"131",1,65174,66596,62403.3776969917,67946.6158649456,60936.1711811964,69413.8223807409
"132",1,65565,64912,62793.9718188133,68336.3602209953,61326.9902224314,69803.3418173772
"133",1,64996,65341,62225.8646698013,67766.9041149438,60759.2401207802,69233.5286639649
"134",1,64933,65896,62163.5072046331,67703.1039887005,60697.2645049327,69169.3466884009
"135",1,65160,63843,62391.75635014,67930.1786364833,60925.824521209,69396.1104654143
