"","Event","Mean","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"48",15,61278,70434,66185.4252572297,72483.0261389276,64518.5509921255,74149.9004040319
"49",4,65408,66647,63855.1321412857,69557.9695967593,62345.682245814,71067.4194922307
"50",16,65653,62153,60318.2245929315,65683.5299848783,58898.1140380928,67103.6405397171
"51",15,63756,66878,62447.2134375288,68177.005880759,60930.6289877638,69693.5903305239
"52",15,64988,58478,56186.4871706137,61241.1175845459,54848.6073152734,62578.9974398862
"53",1,61838,62279,59039.1316676434,64646.6846852577,57554.9020394316,66130.9143134695
"54",15,62062,63287,59602.3993285834,65240.8153874755,58110.0007467946,66733.2139692642
"55",1,62608,60858,59808.7565415721,65413.7316286314,58325.2092503614,66897.2789198421
"56",11,61789,60403,58178.6478369398,63705.9394287087,56715.6621249012,65168.9251407474
"57",15,61208,67830,65919.3189046706,72243.5770336189,64245.3888924247,73917.507045865
"58",15,64211,60788,58426.1279539551,63769.776714453,57011.749563207,65184.1551052012
"59",1,62517,62440,59708.1069535768,65326.5652326997,58220.9908770008,66813.6813092755
"60",9,62447,61117,59983.9367726742,65632.8969709873,58488.7473257641,67128.0864178973
"61",1,61838,61446,59032.012782334,64647.9254448688,57545.5704897688,66134.367737434
"62",1,61691,63168,58889.1683013271,64503.5687563556,57403.126265911,65989.6107917717
"63",1,62384,61495,59577.6500952542,65191.1907944604,58091.8356234583,66677.0052662564
"64",1,61971,64470,59167.461643388,64779.7051962895,57681.9905054796,66265.1763341979
"65",1,63084,62636,60280.5132504127,65893.2262128032,58794.9178673177,67378.8215958982
"66",1,62804,63035,60000.8735725015,65612.0942246035,58515.6731800803,67097.2946170247
"67",1,62846,63455,60046.5615803388,65656.2444746774,58561.7682078113,67141.0378472048
"68",1,63056,62825,60254.2000619197,65862.4491379954,58769.786198162,67346.8630017531
"69",1,62881,62510,60077.7245378645,65684.4388876598,58593.7168916154,67168.4465339088
"70",1,62657,62629,59857.8991618928,65463.1041260325,58374.2910258942,66946.7122620312
"71",1,62608,62174,59808.2002934928,65411.8550953746,58325.0024606593,66895.0529282081
"72",16,62384,57582,55360.058395899,60564.9003794869,53982.4199397069,61942.5388356791
"73",1,60263,61180,57460.4172321404,63068.5073172421,55976.0454507516,64552.879098631
"74",16,60844,62608,58388.9636055146,64029.3635171527,56896.0399296225,65522.2871930447
"75",1,61740,62699,58937.6261868211,64543.8998780897,57453.7351758387,66027.7908890721
"76",1,62195,62720,59398.6785065108,65003.6994664459,57915.1190734832,66487.2588994735
"77",1,62426,63595,59625.0891778891,65228.6532147277,58141.9153691115,66711.8270235054
"78",4,62916,65933,62590.0849602209,68423.0650808942,61046.1883820381,69966.961659077
"79",1,64176,64155,61376.7305718099,66980.5876596813,59893.4791971092,68463.839034382
"80",1,63987,63651,61190.8828322177,66793.198034323,59708.0395700271,68276.0412965136
"81",1,63686,64295,60886.3269342191,66487.1381614171,59403.8817501403,67969.5833454959
"82",1,63826,63854,61030.5927448888,66629.9873105388,59548.5225284718,68112.0575269558
"83",1,63700,64449,60907.5209814572,66505.3737337212,59425.8588583924,67987.0358567861
"84",1,63910,64820,61115.0800438439,66711.5743510914,59633.7774794556,68192.8769154797
"85",14,64176,62874,61933.4888858652,67579.2192485236,60439.1543248132,69073.5538095755
"86",1,63448,63581,60651.3096594753,66245.5431125405,59170.6055070418,67726.2472649741
"87",1,63413,62853,60623.5063047601,66216.2124051318,59143.2064181646,67696.5122917273
"88",1,63084,63042,60292.4895461204,65883.7646429071,58812.5684232945,67363.685765733
"89",1,63014,61824,60222.1769390027,65811.922363342,58742.6606960166,67291.438606328
"90",1,62447,62643,59654.9687258853,65243.6437944127,58175.7357889694,66722.8767313286
"91",1,62538,62321,59749.3194874747,65336.4780363161,58270.4879490732,66815.3095747176
"92",1,62440,63217,59652.3317764977,65237.9779760566,58173.9005327712,66716.4092197832
"93",1,62790,63651,60001.0035094438,65585.3163368029,58522.9251880201,67063.3946582266
"94",1,63147,62622,60355.9608773454,65938.9818362218,58878.2244928543,67416.718220713
"95",16,62860,63602,60316.9955168382,65921.3287900007,58833.6181035044,67404.7062033346
"96",2,63154,60767,57430.7274598664,62739.2369137269,56025.6498817655,64144.3144918279
"97",1,62055,61313,59265.4498625774,64846.0054566986,57788.3660207198,66323.0892985562
"98",15,61775,57204,53418.0585366702,58470.6094275814,52080.7290978255,59807.9388664262
"99",15,59829,62440,58717.5467461307,64466.1579473263,57195.9812720133,65987.7234214437
"100",15,61222,57218,53512.4470148541,58627.4593317591,52158.5850352043,59981.3213114089
"101",1,59570,59710,56780.7274026309,62369.3678113522,55301.5036396116,63848.5915743715
"102",1,59885,60298,57095.1987410172,62682.322772082,55616.3763389191,64161.14517418
"103",1,60284,60319,57496.1029617598,63081.7635258253,56017.6679159781,64560.198571607
"104",15,60480,59262,54495.1087011268,59769.9779450261,53098.935148751,61166.1514974019
"105",15,60102,61201,57948.8129755026,63593.8576052151,56454.6599169977,65088.01066372
"106",15,60774,59325,55113.9640496202,60419.7289884728,53709.6129007616,61824.0801373313
"107",1,60256,59962,57471.5260336109,63052.6523939845,55994.2911190519,64529.8873085435
"108",15,60291,63385,61408.2824949564,67366.4554419042,59831.2493772861,68943.4885595744
"109",15,61810,64484,61162.241855715,66945.9234544913,59631.393808076,68476.7715021303
"110",15,63007,61103,58919.507476929,64381.0214706532,57473.9320434171,65826.5969041651
"111",1,62083,61502,59296.0897973224,64877.6672163103,57818.7354947599,66355.0215188727
"112",1,61824,63112,59039.4252744587,64619.6075134999,57562.4402537213,66096.5925342372
"113",1,62412,61628,59624.3089739782,65203.5029979506,58147.5855179698,66680.226453959
"114",1,62034,62496,59249.9169417441,64827.7974794304,57773.5411445552,66304.1732766194
"115",1,62237,61285,59454.6457714939,65031.0891025197,57978.6503799294,66507.0844940843
"116",1,61803,61488,59020.5854112778,64595.8160606569,57544.9109971564,66071.4904747782
"117",1,61691,63217,58905.5913348538,64479.3402673097,57430.3091075118,65954.6224946517
"118",1,62391,62132,59608.1355861349,65181.130027516,58133.0530605173,66656.2125531336
"119",1,62244,61831,59464.4721697213,65035.9836024912,57989.7821727721,66510.6735994403
"120",1,62048,61033,59265.9071876383,64835.9803613516,57791.597874866,66310.2896741239
"121",1,61607,62993,58822.5755639535,64391.4764023743,57348.5765495895,65865.4754167383
"122",1,62251,62328,59472.2341994873,65040.2450361557,57998.4707543575,66514.0084812855
"123",1,62265,61229,59487.6268962587,65054.1424665401,58014.2592242347,66527.5101385642
"124",1,61796,62937,59013.8887886042,64579.2529874934,57540.8258661791,66052.3159099185
"125",1,62314,62468,59538.6618689857,65102.9330634087,58065.8882473674,66575.7066850269
"126",1,62363,63217,59581.7150751668,65144.5093995434,58109.3323574371,66616.892117273
"127",14,62706,62804,60725.8379698951,66361.1383347006,59234.2640625162,67852.7122420794
"128",1,62692,65093,59916.3930706867,65476.4373862507,58444.7382363216,66948.0922206158
"129",16,63693,65296,62952.2245154412,68698.689463445,61431.2271202286,70219.6868586577
"130",1,64253,63679,61477.3264165347,67037.0257306347,60005.7628985411,68508.5892486282
"131",1,63812,63868,61037.6502462465,66595.9657211248,59566.4530083696,68067.1629590017
"132",14,63693,64001,61136.5842227444,66713.3840018979,59660.4944850595,68189.4737395828
"133",1,63700,63735,60923.1271128164,66478.4994923204,59452.7088652299,67948.9177399069
"134",1,63588,65807,60812.5046166861,66366.3928503689,59342.4791987693,67836.4182682856
"135",1,64442,64484,61671.2173870066,67225.1803917931,60201.1721783741,68695.2256004255
"136",1,64274,63217,61499.7295511518,67052.1974881666,60030.0800630548,68521.8469762635
"137",1,63644,60522,60869.8829981301,66421.2325919246,59400.5295176031,67890.5860724516
"138",16,62160,64750,61525.0862928192,67277.6416750954,60002.4768570308,68800.2511108837
"139",1,63322,62860,60548.6892397423,66102.2505977322,59078.7503405952,67572.1894968793
"140",1,63042,61425,60268.5947799896,65820.7456936868,58799.0292028962,67290.3112707803
"141",1,62279,62671,59509.6367374449,65061.1317026521,58040.2447794292,66530.5236606678
"142",1,62468,61488,59696.9109016398,65246.9761744363,58227.8973603468,66715.9897157293
"143",1,62041,61460,59267.6818933613,64816.5741494943,57798.9788308245,66285.2772120311
"144",1,61824,63091,59052.3921754214,64599.9155152251,57584.0514431503,66068.2562474962
"145",16,62433,59668,57225.333270097,62545.2169105511,55817.2451266592,63953.3050539889
"146",1,61222,59899,58453.70057231,64001.1891487905,56985.3690413348,65469.5206797657
"147",1,60753,62874,57980.7768117603,63527.3478454714,56512.688139686,64995.4365175457
"148",1,61824,61943,59055.8817631842,64602.3910872517,57587.809424666,66070.46342577
"149",1,61922,61677,59156.1834386288,64701.2299206503,57688.4982910118,66168.9150682674
"150",15,61852,64701,61998.403666373,67815.2477176941,60458.7780477584,69354.8733363087
"151",15,63140,65457,61467.0436883635,67112.1432935223,59972.8760787369,68606.310903149
"152",15,64085,65142,62041.9056190946,67652.414620096,60556.8935893415,69137.4266498491
"153",15,64393,63112,60333.9573113044,65761.4514843821,58897.3863803966,67198.0224152898
"154",15,63651,59871,57749.8017752285,63007.0628060313,56358.2888353329,64398.5757459269
"155",15,61887,64386,60092.9557457401,65730.2445197657,58600.8555382321,67222.3447272738
"156",1,63035,61684,60263.7671986225,65810.0690756834,58795.7497680102,67278.0865062957
"157",15,62391,64575,61941.9414370417,67703.0632486783,60417.0646043646,69227.9400813554
"158",15,63350,64463,63969.1545519138,69824.5296242565,62419.3303880825,71374.3537880877
"159",1,63756,64267,60990.2482015554,66534.6009446185,59522.7466755488,68002.102470625
"160",15,63868,61775,59068.3929859696,64427.0696510189,57650.0369491582,65845.4256878303
"161",15,62832,62958,60636.7599009542,66232.4120344652,59155.680246489,67713.4916889304
"162",15,62860,59703,57123.0415647578,62390.4340313635,55728.8469957903,63784.6286003311
"163",1,61453,61005,58685.6293724621,64228.7135413753,57218.4636177507,65695.8792960867
"164",1,61355,60151,58588.7245502509,64130.4154371239,57121.9275750191,65597.2124123556
"165",1,60935,60333,58166.6284156682,63707.3165519787,56700.0968524781,65173.8481151688
"166",1,60809,59577,58044.4184509698,63583.7646153076,56578.2420863048,65049.9409799726
"167",1,60417,59997,57652.0975175008,63190.4660078987,56186.1799274964,64656.3835979032
"168",1,60410,60487,57647.1077009286,63184.0787080266,56181.5600024102,64649.626406545
"169",1,60620,60578,57855.5710784068,63391.0909337755,56390.4074765497,64856.2545356326
"170",1,60753,60473,57990.2208188913,63524.2898852127,56525.4412176993,64989.0694864048
"171",1,60767,59906,58004.5642855286,63537.2082343029,56540.1618901659,65001.6106296655
"172",1,60522,62433,57759.8692063882,63291.2970285582,56295.7887002939,64755.3775346526
"173",1,61509,60424,58747.5208780737,64278.6296800944,57283.5248115123,65742.6257466558
"174",1,61096,63238,58332.1930045066,63862.2227601109,56868.4825442794,65325.9332203381
"175",1,62125,60291,59365.1311595896,64895.1376263701,57901.4268635417,66358.841922418
"176",1,61327,60501,58563.4085434887,64093.0179862106,57099.8093333613,65556.617196338
"177",1,61033,61362,58275.8067837266,63804.1853023366,56812.5333795312,65267.458706532
"178",1,61278,61124,58514.6205632561,64041.5868292563,57051.720959747,65504.4864327655
"179",1,61278,60683,58521.8374354242,64047.3687184018,57059.3176489781,65509.8885048478
"180",1,61089,61628,58331.0768786959,63855.279519394,56868.9087626184,65317.4476354714
"181",1,61411,61138,58652.2997519953,64175.1499931674,57190.4895944498,65636.9601507131
"182",1,61348,62076,58588.794686744,64110.2297963564,57127.3590918966,65571.6653912038
"183",1,61726,61047,58967.5827587781,64487.7427058192,57506.4846790756,65948.8407855217
"184",1,61453,61873,58696.4566499312,64215.3235273043,57235.7008250957,65676.0793521398
"185",16,61684,62335,60186.3809046411,65821.6377885277,58694.8185059663,67313.2001872025
"186",1,61992,63518,59239.6265457215,64755.8064083766,57779.5819307209,66215.8510233772
"187",14,62657,64862,61198.6955101475,66833.4004702082,59707.279196885,68324.8167834707
"188",1,63560,62811,60806.5465750929,66322.0735310098,59346.6747740671,67781.9453320357
"189",14,63091,63427,60190.7297986612,65691.4877189707,58734.767125228,67147.450392404
"190",1,63140,62370,60390.3140308128,65903.1870672377,58931.1446798446,67362.3564182059
"191",1,62706,63805,59955.4840482036,65467.1116216545,58496.6443513718,66925.9513184864
"192",1,63133,62006,60378.9138207738,65889.4836403135,58920.3540944906,67348.0433665967
"193",1,62545,63889,59795.0807977706,65304.6159148318,58336.7949406901,66762.9017719122
"194",1,63091,61964,60343.4057532776,65852.0668001542,58885.3512486001,67310.1213048316
"195",1,62517,61887,59763.5506408245,65271.1828161561,58305.768461995,66728.9649949856
"196",1,62209,63672,59457.5010026481,64963.8300462582,58000.0637419503,66421.267306956
"197",1,62839,61796,60092.7080447823,65598.2733006329,58635.4729464928,67055.5083989224
"198",1,62321,62356,59575.1729613498,65079.6554660246,58118.2244499852,66536.6039773892
"199",1,62314,61544,59562.2678718643,65067.5104891644,58105.1181708407,66524.6601901881
"200",1,61971,62125,59222.6547424483,64724.482357834,57766.4089378312,66180.7281624511
"201",1,62055,62447,59309.2462490312,64809.6615294533,57853.3742668979,66265.5335115865
"202",5,62237,68089,66214.7617779979,72335.3387300754,64594.7429167427,73955.3575913306
"203",15,64785,60382,59136.5415741174,64387.2444552341,57746.7644715898,65777.0215577618
"204",1,62636,62461,59882.010397844,65394.6831051553,58422.8940707894,66853.7994322099
"205",15,62524,63560,62453.5652776159,68212.1537723492,60929.3589734196,69736.3600765454
"206",15,62951,62636,59986.3265516097,65477.2358019278,58532.9706636592,66930.5916898783
"207",15,62748,55734,56064.5334315468,61212.0271527985,54702.0741434906,62574.4864408547
"208",15,59661,60410,56787.8437033622,62299.1540259817,55329.0879777532,63757.9097515907
"209",15,60221,62706,57771.9639557488,63322.9712484555,56302.7010768468,64792.2341273574
"210",15,61474,64701,61882.2454907486,67701.501735278,60341.9814031589,69241.7658228677
"211",1,62937,62181,60178.6496145966,65702.0722724537,58716.6879475065,67164.0339395439
"212",1,62538,63336,59780.2476756522,65302.4286567155,58318.614660557,66764.0616718108
"213",15,62853,64232,60260.7860313032,65797.1024977259,58795.4115792366,67262.4769497925
"214",15,63392,58485,56802.305239843,61973.6932318136,55433.5215203577,63342.4769512989
"215",1,61159,61222,58398.2100024924,63924.2513513518,56935.5552097625,65386.9061440817
"216",1,61278,61985,58521.5020629516,64046.1306213526,57059.2212132678,65508.4114710363
"217",1,61670,63616,58908.6238381423,64431.9876741629,57446.6777402519,65893.9337720533
"218",1,62552,63126,59797.3823995505,65320.4849258265,58335.5054661714,66782.3618592054
"219",1,62769,62958,60009.4593147199,65531.2478498266,58547.9301737949,66992.7769907517
"220",1,62797,61796,60039.1207483907,65559.5088897538,58577.9622692996,67020.6673688449
"221",1,62307,61607,59551.6708525509,65070.9539299607,58090.8048662201,66531.8199162915
"222",1,61992,61432,59238.6643621704,64756.6902102348,57778.1311443462,66217.223428059
"223",1,61768,59836,59013.9773924842,64530.6927565182,57553.7910388305,65990.879110172
"224",1,60970,59885,58214.6091189592,63731.0566096646,56754.4936670926,65191.1720615312
"225",1,60606,61691,57853.4292242112,63368.8296383073,56393.5909167821,64828.6679457364
"226",1,61215,61271,58461.9590197441,63976.307884547,57002.3990406004,65435.8678636907
"227",1,61320,60662,58567.2113191089,64080.1568485957,57108.0227803863,65539.3453873182
"228",1,61103,59976,58351.8484720207,63863.5242012522,56892.9960291237,65322.3766441492
"229",1,60704,60032,57950.0059447669,63460.6687529814,56491.4216058681,64919.2530918801
"230",1,60529,59577,57781.1057054262,63290.5047827799,56322.8558558814,64748.7546323247
"231",1,60249,61432,57499.9610551386,63008.2405018319,56042.0075539285,64466.194003042
"232",1,60921,61376,58167.4221209535,63674.7207619751,56709.7282233232,65132.4146596053
"233",1,61208,60501,58458.4920026672,63964.4549653555,57001.1516377364,65421.7953302863
"234",1,60963,59570,58216.0287201125,63720.7475059016,56759.0176689146,65177.7585570995
"235",1,60445,60928,57695.0752735496,63198.9912555589,56238.2767116767,64655.7898174318
"236",1,60781,60445,58033.8779032791,63536.468003685,56577.4302810679,64992.9156258962
"237",1,60732,60368,57983.1516311488,63484.3859674013,56527.0628580326,64940.4747405175
"238",1,60669,58709,57923.7857443384,63423.6673514912,56468.055016987,64879.3980788426
"239",1,59920,61103,57173.4383830216,62673.0952626383,55717.767137456,64128.7665082039
"240",1,60599,60263,57851.1776378302,63349.8645920917,56395.7631159986,64805.2791139233
"241",1,60550,62188,57806.916997523,63304.2454153341,56351.862058569,64759.3003542881
"242",1,61362,62048,58617.6010552584,64114.3429268296,57162.7013657162,65569.2426163718
"243",14,61684,63924,60402.5357957571,66034.1715009232,58911.931865193,67524.7754314873
"244",16,62657,64547,59840.8742350954,65330.1780220008,58387.9432876415,66783.1089694548
"245",1,63385,63777,60642.4295071746,66137.731170116,59187.9110178302,67592.2496594604
"246",1,63406,64505,60659.379397255,66153.3375798807,59205.2165056701,67607.5004714656
"247",1,63728,62195,60987.5385186925,66480.4782603431,59533.6451921504,67934.3715868851
"248",1,62888,63091,60143.6746323498,65635.9418276462,58689.9593180748,67089.6571419211
"249",1,62881,61691,60136.3403642778,65627.236478326,58682.9879532879,67080.5888893159
"250",1,62265,62825,59526.9432489282,65016.882421117,58073.8441251486,66469.9815448966
"251",1,62475,62860,59731.9643806537,65220.6185334734,58279.2053809558,66673.3775331713
"252",1,62587,61201,59846.0255575178,65333.3438929702,58393.6201273195,66785.7493231686
"253",1,61922,62671,59181.7489938881,64668.2670359445,57729.5553885562,66120.4606412764
"254",15,62244,62958,61161.538138217,66799.519764176,59669.2545438798,68291.8033585132
"255",15,62524,60928,58099.2829656837,63428.8106134311,56688.6422077072,64839.4513714075
"256",15,61775,63385,59907.1916825431,65471.4814315683,58434.4131498184,66944.2599642931
"257",1,62489,61439,59748.2440219813,65231.1155450471,58297.0155919244,66682.3439751039
"258",1,61978,63539,59243.4677072277,64725.2970476059,57792.5151262655,66176.2496285681
"259",15,62650,64988,61376.9690500112,66991.9590111543,59890.7709817518,68478.1570794137
"260",1,63602,63784,60862.6577970513,66344.0996567497,59411.8077760299,67794.9496777712
"261",15,63532,60942,59362.6242474893,64713.6104892547,57946.3037427639,66129.9309939801
"262",15,62272,62041,58870.4050712625,64290.148113797,57435.8857406817,65724.6674443778
"263",15,62146,62272,59712.0722740667,65219.1503439165,58254.4367580991,66676.7858598843
"264",15,62188,59976,59218.4734789436,64674.6630799838,57774.3073270469,66118.8292318805
"265",1,61215,60816,58480.7248923663,63958.8320998404,57030.757500473,65408.7994917338
"266",15,61117,60725,59803.2960624103,65413.5091781711,58318.3623487497,66898.4428918317
"267",1,61026,61460,58293.1979637577,63768.6653876971,56843.9292803603,65217.9340710946
"268",1,61299,61565,58568.2300640707,64042.39345893,57119.3065363215,65491.3169866792
"269",1,61474,62566,58742.9960079886,64215.813069676,57294.4288331043,65664.3802445602
"270",1,61992,63189,59259.1547047725,64730.9585205367,57810.8557198839,66179.2575054253
"271",1,62510,62601,59774.5670404896,65245.438897998,58326.5147300508,66693.4912084368
"272",1,62496,62433,59765.0597461387,65234.5723051083,58317.3672202903,66682.2648309567
"273",1,62419,60571,59689.0601253643,65157.2093317222,58241.7284571543,66604.5409999321
"274",1,61579,61964,58846.2171425332,64314.0294717461,57398.9746403175,65761.2719739618
"275",1,61782,61264,59051.1354507493,64517.6325328586,57604.2410734134,65964.5269101946
"276",1,61572,61033,58844.3613804906,64309.5813393054,57397.8050372715,65756.1376825245
"277",1,61376,63959,58645.5252833435,64109.482976795,57199.3030415845,65555.705218554
"278",1,62545,65268,59818.5513139368,65283.1342715656,58372.163574747,66729.5220107553
"279",1,63672,62986,60943.5856522303,66409.0186242099,59496.9729278322,67855.6313486079
"280",1,63217,64456,60490.4776642586,65954.6987838702,59044.1856978068,67400.990750322
"281",16,63644,64043,62061.7868665372,67627.7751365892,60588.5587624533,69101.0032406731
"282",1,63672,65737,60943.1336053387,66405.1437148327,59497.4268579147,67850.8504622568
"283",1,64421,65107,61695.6838035558,67157.6103777461,60249.9991665909,68603.2950147109
"284",1,64512,65023,61784.0168548843,67244.7303861055,60338.6532909988,68690.093949991
"285",16,64519,69517,66119.1852935718,71960.6540673573,64573.0419046296,73506.7974562999
"286",1,66486,65534,63760.1931520665,69225.6925889311,62313.562835476,70672.3229055214
"287",1,65695,65107,62967.036166249,68431.4559198792,61520.6916245483,69877.8004615799
"288",1,65142,67823,62412.5106723568,67875.6833783216,60966.496204235,69321.6978464436
"289",1,66066,65793,63340.0858456354,68804.0384251,61893.8649574671,70250.2593132683
"290",14,65632,65828,62271.0390243429,67678.6440930965,60839.7324213556,69109.9506960836
"291",1,65443,66640,62719.1518908844,68180.442441453,61273.6355992034,69625.9587331341
"292",1,65723,66199,62992.8999769934,68453.266216439,61547.6283356884,69898.537857744
"293",14,65667,66549,64058.1031171134,69614.386196777,62587.4438217551,71085.0454921355
"294",1,65793,66661,63070.4058858712,68528.3836910163,61625.7664249383,69973.023151949
"295",1,65912,64561,63189.218929562,68646.075749364,61744.8761755267,70090.418503399
"296",1,65058,66864,62336.9407385383,67792.9944650937,60892.8105504452,69237.1246531868
"297",1,65667,65506,62939.1902144739,68394.8633419647,61495.160764868,69838.8927915705
"298",1,65366,65009,62641.0758729439,68095.4127838315,61197.4000985091,69539.0885582663
"299",1,65009,64526,62289.4638928724,67742.5023426168,60846.131800342,69185.8344351473
"300",1,64638,65191,61915.8745791928,67367.643297984,60472.8785641447,68810.6393130321
"301",1,64750,64337,62030.5617288058,67481.0832517131,60587.8958265676,68923.7491539514
"302",1,64442,65905,61717.6343137706,67166.8692225903,60275.3089577106,68609.1945786503
"303",1,64974,64211,62252.43075244,67700.9661039719,60810.2905580093,69143.1062984026
"304",1,64498,65282,61775.270489739,67222.6410211404,60333.4386045733,68664.4729063061
"305",1,64736,64365,62015.8356616841,67462.0551436722,60574.3084408947,68903.5823644617
"306",15,64456,62447,60144.5927478959,65449.1917835802,58740.5501949651,66853.234336511
"307",1,63490,64946,60771.7699215044,66216.553538,59330.6227513537,67657.7007081508
"308",15,64113,61621,59602.8764282397,64887.9065242824,58204.0134607569,66286.7694917652
"309",15,62972,64708,62145.2891759584,67760.6770984161,60658.9857737018,69246.9805006727
"310",15,63763,59500,57696.9882991951,62842.3441188655,56335.094879506,64204.2375385546
"311",15,61887,59262,56681.4805016788,61900.6155082969,55300.0589108124,63282.0370991632
"312",15,60886,61047,57437.0463803243,62818.0137985583,56012.7903375374,64242.2698413453
"313",15,61173,61278,59357.3444862884,64889.1266520854,57893.1701911014,66353.3009472724
"314",15,61411,60858,58065.9117045983,63454.3673744809,56639.6736413249,64880.6054377543
"315",15,61334,59626,57314.0344721004,62638.2524165558,55904.7991076919,64047.4877809643
"316",15,60760,60207,56987.4823678376,62333.3512374694,55572.5163496977,63748.3172556094
"317",15,60732,59500,59562.8411711287,65151.6152905292,58083.5820170304,66630.8744446276
"318",1,60403,59521,57686.7957662598,63129.1850262657,56246.2823439901,64569.6984485354
"319",1,60249,61341,57534.4178588559,62975.7132140067,56094.1939757116,64415.9370971511
"320",1,60963,62027,58248.2861766065,63688.609505639,56808.3195732346,65128.5761090107
"321",1,61600,62006,58883.1074580708,64322.4384226147,57443.4035177129,65762.1423629726
"322",1,61887,61768,59174.1201641559,64612.1782490667,57734.7531346855,66051.5452785371
"323",1,61922,62636,59207.5707951523,64644.3132396593,57768.5519946618,66083.3320401498
"324",1,62314,62503,59598.7064815157,65034.2781642809,58159.9975629397,66472.9870828568
"325",1,62440,61418,59726.6166066711,65160.880439021,58288.2538551898,66599.2431905024
"326",1,62027,61705,59316.1304787229,64749.3845483533,57878.034995289,66187.4800317872
