"Week","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
525,16.2814449641451,15.3193033275478,17.2435866007425,14.8099763112581,17.7529136170322
526,16.3067096759646,15.342215320907,17.2712040310223,14.8316428506966,17.7817765012327
527,16.3319743877841,15.3651254037148,17.2988233718535,14.8533064681989,17.8106423073694
528,16.3572390996036,15.3880335775104,17.3264446216968,14.874967166119,17.8395110330883
529,16.3825038114231,15.4109398438293,17.3540677790169,14.8966249468052,17.868382676041
530,16.4077685232426,15.4338442042035,17.3816928422817,14.9182798126005,17.8972572338847
531,16.4330332350621,15.456746660161,17.4093198099632,14.9399317658418,17.9261347042823
532,16.4582979468816,15.4796472132265,17.4369486805367,14.961580808861,17.9550150849021
533,16.4835626587011,15.5025458649209,17.4645794524812,14.9832269439841,17.983898373418
534,16.5088273705205,15.5254426167617,17.4922121242794,15.0048701735317,18.0127845675094
535,16.53409208234,15.5483374702625,17.5198466944175,15.0265104998189,18.0416736648612
536,16.5593567941595,15.5712304269336,17.5474831613854,15.0481479251554,18.0705656631636
537,16.584621505979,15.5941214882817,17.5751215236763,15.0697824518454,18.0994605601126
538,16.6098862177985,15.6170106558098,17.6027617797872,15.0914140821877,18.1283583534093
539,16.635150929618,15.6398979310174,17.6304039282186,15.1130428184755,18.1572590407604
540,16.6604156414375,15.6627833154006,17.6580479674744,15.1346686629971,18.1861626198779
541,16.685680353257,15.6856668104519,17.685693896062,15.1562916180348,18.2150690884791
542,16.7109450650765,15.7085484176604,17.7133417124925,15.1779116858661,18.2439784442868
543,16.7362097768959,15.7314281385116,17.7409914152803,15.1995288687628,18.2728906850291
544,16.7614744887154,15.7543059744875,17.7686430029433,15.2211431689917,18.3018058084392
545,16.7867392005349,15.7771819270669,17.7962964740029,15.242754588814,18.3307238122558
546,16.8120039123544,15.800055997725,17.8239518269838,15.2643631304861,18.3596446942228
547,16.8372686241739,15.8229281879334,17.8516090604144,15.2859687962585,18.3885684520893
548,16.8625333359934,15.8457984991606,17.8792681728262,15.3075715883772,18.4174950836096
549,16.8877980478129,15.8686669328715,17.9069291627543,15.3291715090824,18.4464245865433
550,16.9130627596324,15.8915334905276,17.9345920287372,15.3507685606096,18.4753569586552
551,16.9383274714518,15.9143981735871,17.9622567693166,15.3723627451887,18.504292197715
552,16.9635921832713,15.937260983505,17.9899233830377,15.3939540650447,18.533230301498
553,16.9888568950908,15.9601219217326,18.0175918684491,15.4155425223975,18.5621712677842
554,17.0141216069103,15.982980989718,18.0452622241026,15.4371281194618,18.5911150943588
555,17.0393863187298,16.0058381889062,18.0729344485534,15.4587108584473,18.6200617790123
556,17.0646510305493,16.0286935207386,18.10060854036,15.4802907415585,18.64901131954
557,17.0899157423688,16.0515469866534,18.1282844980842,15.5018677709951,18.6779637137425
558,17.1151804541883,16.0743985880855,18.1559623202911,15.5234419489514,18.7069189594251
559,17.1404451660078,16.0972483264665,18.183642005549,15.5450132776171,18.7358770543984
560,17.1657098778272,16.120096203225,18.2113235524295,15.5665817591766,18.7648379964779
561,17.1909745896467,16.1429422197858,18.2390069595076,15.5881473958095,18.7938017834839
562,17.2162393014662,16.1657863775711,18.2666922253614,15.6097101896904,18.822768413242
563,17.2415040132857,16.1886286779994,18.2943793485721,15.6312701429889,18.8517378835825
564,17.2667687251052,16.2114691224861,18.3220683277243,15.6528272578698,18.8807101923406
565,17.2920334369247,16.2343077124436,18.3497591614058,15.6743815364929,18.9096853373564
566,17.3172981487442,16.2571444492808,18.3774518482075,15.6959329810133,18.9386633164751
567,17.3425628605637,16.2799793344038,18.4051463867236,15.7174815935809,18.9676441275464
568,17.3678275723832,16.3028123692151,18.4328427755512,15.7390273763411,18.9966277684252
569,17.3930922842026,16.3256435551143,18.460541013291,15.7605703314343,19.025614236971
570,17.4183569960221,16.3484728934979,18.4882410985464,15.7821104609962,19.0546035310481
571,17.4436217078416,16.3713003857591,18.5159430299241,15.8036477671575,19.0835956485257
572,17.4688864196611,16.3941260332881,18.5436468060341,15.8251822520444,19.1125905872778
573,17.4941511314806,16.416949837472,18.5713524254892,15.8467139177782,19.141588345183
574,17.5194158433001,16.4397717996947,18.5990598869055,15.8682427664754,19.1705889201248
575,17.5446805551196,16.4625919213371,18.6267691889021,15.889768800248,19.1995923099912
576,17.5699452669391,16.4854102037769,18.6544803301012,15.911292021203,19.2285985126751
577,17.5952099787586,16.508226648389,18.6821933091281,15.932812431443,19.2576075260741
578,17.620474690578,16.5310412565449,18.7099081246112,15.9543300330657,19.2866193480904
579,17.6457394023975,16.5538540296134,18.7376247751816,15.9758448281644,19.3156339766307
580,17.671004114217,16.5766649689601,18.765343259474,15.9973568188275,19.3446514096066
581,17.6962688260365,16.5994740759475,18.7930635761255,16.0188660071389,19.3736716449341
582,17.721533537856,16.6222813519352,18.8207857237768,16.040372395178,19.402694680534
583,17.7467982496755,16.6450867982798,18.8485097010711,16.0618759850195,19.4317205143315
584,17.772062961495,16.667890416335,18.876235506655,16.0833767787335,19.4607491442564
585,17.7973276733145,16.6906922074513,18.9039631391776,16.1048747783856,19.4897805682433
586,17.822592385134,16.7134921729764,18.9316925972915,16.126369986037,19.5188147842309
587,17.8478570969534,16.736290314255,18.9594238796519,16.1478624037441,19.5478517901628
588,17.8731218087729,16.7590866326289,18.9871569849169,16.169352033559,19.5768915839868
589,17.8983865205924,16.781881129437,19.0148919117479,16.1908388775294,19.6059341636555
590,17.9236512324119,16.804673806015,19.0426286588088,16.2123229376981,19.6349795271257
591,17.9489159442314,16.8274646636961,19.0703672247667,16.2338042161041,19.6640276723587
592,17.9741806560509,16.8502537038103,19.0981076082914,16.2552827147813,19.6930785973204
593,17.9994453678704,16.8730409276848,19.1258498080559,16.2767584357597,19.722132299981
594,18.0247100796899,16.8958263366441,19.1535938227357,16.2982313810647,19.751188778315
595,18.0499747915093,16.9186099320094,19.1813396510093,16.3197015527171,19.7802480303016
596,18.0752395033288,16.9413917150994,19.2090872915583,16.3411689527336,19.809310053924
597,18.1005042151483,16.9641716872299,19.2368367430667,16.3626335831266,19.8383748471701
598,18.1257689269678,16.9869498497138,19.2645880042218,16.3840954459039,19.8674424080318
599,18.1510336387873,17.0097262038611,19.2923410737135,16.4055545430691,19.8965127345056
600,18.1762983506068,17.0325007509791,19.3200959502344,16.4270108766214,19.9255858245922
601,18.2015630624263,17.0552734923724,19.3478526324802,16.448464448556,19.9546616762966
602,18.2268277742458,17.0780444293424,19.3756111191492,16.4699152608634,19.9837402876282
603,18.2520924860653,17.1008135631881,19.4033714089425,16.4913633155301,20.0128216566004
604,18.2773571978847,17.1235808952055,19.431133500564,16.5128086145383,20.0419057812312
605,18.3026219097042,17.146346426688,19.4588973927205,16.534251159866,20.0709926595425
606,18.3278866215237,17.1691101589261,19.4866630841213,16.5556909534869,20.1000822895606
607,18.3531513333432,17.1918720932077,19.5144305734788,16.5771279973704,20.129174669316
608,18.3784160451627,17.2146322308177,19.5421998595077,16.598562293482,20.1582697968434
609,18.4036807569822,17.2373905730385,19.5699709409258,16.6199938437828,20.1873676701816
610,18.4289454688017,17.2601471211498,19.5977438164536,16.6414226502297,20.2164682873737
611,18.4542101806212,17.2829018764283,19.625518484814,16.6628487147757,20.2455716464667
612,18.4794748924407,17.3056548401484,19.6532949447329,16.6842720393693,20.274677745512
613,18.5047396042601,17.3284060135815,19.6810731949388,16.7056926259553,20.303786582565
614,18.5300043160796,17.3511553979964,19.7088532341629,16.7271104764741,20.3328981556852
615,18.5552690278991,17.3739029946592,19.736635061139,16.7485255928621,20.3620124629362
616,18.5805337397186,17.3966488048335,19.7644186746037,16.7699379770516,20.3911295023857
617,18.6057984515381,17.41939282978,19.7922040732962,16.7913476309708,20.4202492721054
618,18.6310631633576,17.442135070757,19.8199912559582,16.8127545565441,20.4493717701711
619,18.6563278751771,17.4648755290199,19.8477802213343,16.8341587556915,20.4784969946627
620,18.6815925869966,17.4876142058217,19.8755709681714,16.8555602303292,20.5076249436639
621,18.7068572988161,17.5103511024126,19.9033634952195,16.8769589823694,20.5367556152628
622,18.7321220106355,17.5330862200404,19.9311578012307,16.8983550137201,20.565889007551
623,18.757386722455,17.5558195599501,19.95895388496,16.9197483262857,20.5950251186244
624,18.7826514342745,17.5785511233842,19.9867517451649,16.9411389219663,20.6241639465828
625,18.807916146094,17.6012809115825,20.0145513806055,16.9625268026581,20.6533054895299
626,18.8331808579135,17.6240089257824,20.0423527900446,16.9839119702535,20.6824497455735
627,18.858445569733,17.6467351672188,20.0701559722472,17.0052944266409,20.711596712825
628,18.8837102815525,17.6694596371236,20.0979609259813,17.0266741737048,20.7407463894002
629,18.908974993372,17.6921823367268,20.1257676500172,17.0480512133257,20.7698987734182
630,18.9342397051915,17.7149032672552,20.1535761431277,17.0694255473805,20.7990538630024
631,18.9595044170109,17.7376224299336,20.1813864040883,17.0907971777418,20.8282116562801
632,18.9847691288304,17.7603398259839,20.209198431677,17.1121661062787,20.8573721513822
633,19.0100338406499,17.7830554566257,20.2370122246741,17.1335323348563,20.8865353464435
634,19.0352985524694,17.8057693230761,20.2648277818627,17.1548958653359,20.9157012396029
635,19.0605632642889,17.8284814265496,20.2926451020282,17.1762566995751,20.9448698290027
636,19.0858279761084,17.8511917682582,20.3204641839586,17.1976148394274,20.9740411127894
637,19.1110926879279,17.8739003494116,20.3482850264442,17.2189702867427,21.003215089113
638,19.1363573997474,17.8966071712167,20.376107628278,17.2403230433672,21.0323917561275
639,19.1616221115668,17.9193122348784,20.4039319882553,17.2616731111432,21.0615711119905
640,19.1868868233863,17.9420155415987,20.431758105174,17.2830204919093,21.0907531548634
641,19.2121515352058,17.9647170925773,20.4595859778344,17.3043651875002,21.1199378829114
642,19.2374162470253,17.9874168890116,20.487415605039,17.3257071997472,21.1491252943034
643,19.2626809588448,18.0101149320965,20.5152469855931,17.3470465304776,21.178315387212
644,19.2879456706643,18.0328112230244,20.5430801183042,17.3683831815151,21.2075081598134
645,19.3132103824838,18.0555057629853,20.5709150019823,17.3897171546797,21.2367036102879
646,19.3384750943033,18.0781985531668,20.5987516354397,17.4110484517877,21.2659017368188
647,19.3637398061228,18.1008895947542,20.6265900174913,17.4323770746517,21.2951025375938
648,19.3890045179422,18.1235788889303,20.6544301469542,17.4537030250808,21.3243060108037
649,19.4142692297617,18.1462664368755,20.6822720226479,17.4750263048803,21.3535121546432
650,19.4395339415812,18.168952239768,20.7101156433944,17.4963469158518,21.3827209673107
651,19.4647986534007,18.1916362987834,20.737961008018,17.5176648597935,21.4119324470079
652,19.4900633652202,18.2143186150952,20.7658081153452,17.5389801385,21.4411465919404
653,19.5153280770397,18.2369991898742,20.7936569642052,17.560292753762,21.4703634003174
654,19.5405927888592,18.2596780242892,20.8215075534292,17.5816027073669,21.4995828703514
655,19.5658575006787,18.2823551195065,20.8493598818509,17.6029100010984,21.5288050002589
656,19.5911222124982,18.3050304766901,20.8772139483063,17.6242146367368,21.5580297882595
657,19.6163869243176,18.3277040970016,20.9050697516337,17.6455166160586,21.5872572325767
658,19.6416516361371,18.3503759816004,20.9329272906739,17.6668159408369,21.6164873314373
659,19.6669163479566,18.3730461316437,20.9607865642696,17.6881126128414,21.6457200830719
660,19.6921810597761,18.3957145482861,20.9886475712662,17.709406633838,21.6749554857142
661,19.7174457715956,18.4183812326801,21.0165103105111,17.7306980055893,21.7041935376019
662,19.7427104834151,18.4410461859759,21.0443747808543,17.7519867298544,21.7334342369757
663,19.7679751952346,18.4637094093214,21.0722409811477,17.7732728083889,21.7626775820802
664,19.7932399070541,18.4863709038624,21.1001089102458,17.7945562429449,21.7919235711632
665,19.8185046188736,18.5090306707421,21.127978567005,17.8158370352711,21.821172202476
666,19.843769330693,18.5316887111017,21.1558499502844,17.8371151871126,21.8504234742735
667,19.8690340425125,18.5543450260801,21.183723058945,17.8583907002113,21.8796773848138
668,19.894298754332,18.5769996168139,21.2115978918501,17.8796635763055,21.9089339323586
669,19.9195634661515,18.5996524844376,21.2394744478654,17.9009338171301,21.9381931151729
670,19.944828177971,18.6223036300834,21.2673527258586,17.9222014244168,21.9674549315252
671,19.9700928897905,18.6449530548813,21.2952327246997,17.9434663998937,21.9967193796873
672,19.99535760161,18.667600759959,21.323114443261,17.9647287452855,22.0259864579345
673,20.0206223134295,18.690246746442,21.3509978804169,17.9859884623137,22.0552561645452
674,20.045887025249,18.7128910154539,21.378883035044,18.0072455526963,22.0845284978016
675,20.0711517370684,18.7355335681157,21.4067699060212,18.0285000181481,22.1138034559888
676,20.0964164488879,18.7581744055465,21.4346584922294,18.0497518603804,22.1430810373954
677,20.1216811607074,18.7808135288631,21.4625487925517,18.0710010811013,22.1723612403135
678,20.1469458725269,18.8034509391802,21.4904408058736,18.0922476820155,22.2016440630383
679,20.1722105843464,18.8260866376103,21.5183345310825,18.1134916648245,22.2309295038683
680,20.1974752961659,18.8487206252637,21.546229967068,18.1347330312263,22.2602175611055
681,20.2227400079854,18.8713529032487,21.574127112722,18.1559717829159,22.2895082330549
682,20.2480047198049,18.8939834726714,21.6020259669383,18.1772079215848,22.3188015180249
683,20.2732694316243,18.9166123346356,21.6299265286131,18.1984414489214,22.3480974143273
684,20.2985341434438,18.9392394902431,21.6578287966445,18.2196723666108,22.3773959202769
685,20.3237988552633,18.9618649405938,21.6857327699329,18.2409006763347,22.4066970341919
686,20.3490635670828,18.9844886867851,21.7136384473806,18.2621263797719,22.4360007543938
687,20.3743282789023,19.0071107299125,21.7415458278921,18.2833494785976,22.465307079207
688,20.3995929907218,19.0297310710695,21.7694549103741,18.304569974484,22.4946160069595
689,20.4248577025413,19.0523497113472,21.7973656937353,18.3257878691003,22.5239275359823
690,20.4501224143608,19.074966651835,21.8252781768866,18.347003164112,22.5532416646095
691,20.4753871261803,19.0975818936198,21.8531923587407,18.3682158611819,22.5825583911786
692,20.5006518379997,19.1201954377869,21.8811082382126,18.3894259619693,22.6118777140302
693,20.5259165498192,19.1428072854191,21.9090258142194,18.4106334681307,22.6411996315078
694,20.5511812616387,19.1654174375973,21.9369450856801,18.4318383813189,22.6705241419585
695,20.5764459734582,19.1880258954006,21.9648660515158,18.4530407031842,22.6998512437322
696,20.6017106852777,19.2106326599056,21.9927887106498,18.4742404353734,22.7291809351821
697,20.6269753970972,19.2332377321871,22.0207130620072,18.4954375795301,22.7585132146643
698,20.6522401089167,19.255841113318,22.0486391045154,18.516632137295,22.7878480805384
699,20.6775048207362,19.2784428043689,22.0765668371034,18.5378241103057,22.8171855311667
700,20.7027695325557,19.3010428064086,22.1044962587027,18.5590135001965,22.8465255649148
701,20.7280342443751,19.3236411205037,22.1324273682466,18.580200308599,22.8758681801513
702,20.7532989561946,19.3462377477189,22.1603601646704,18.6013845371412,22.905213375248
703,20.7785636680141,19.3688326891169,22.1882946469114,18.6225661874486,22.9345611485797
704,20.8038283798336,19.3914259457583,22.2162308139089,18.6437452611431,22.9639114985241
705,20.8290930916531,19.414017518702,22.2441686646042,18.6649217598441,22.9932644234621
706,20.8543578034726,19.4366074090045,22.2721081979407,18.6860956851675,23.0226199217777
707,20.8796225152921,19.4591956177206,22.3000494128635,18.7072670387265,23.0519779918577
708,20.9048872271116,19.4817821459031,22.32799230832,18.7284358221311,23.0813386320921
709,20.9301519389311,19.5043669946028,22.3559368832593,18.7496020369883,23.1107018408738
710,20.9554166507505,19.5269501648684,22.3838831366326,18.7707656849023,23.1400676165988
711,20.98068136257,19.549531657747,22.411831067393,18.791926767474,23.169435957666
712,21.0059460743895,19.5721114742834,22.4397806744956,18.8130852863017,23.1988068624774
713,21.031210786209,19.5946896155206,22.4677319568974,18.8342412429803,23.2281803294377
714,21.0564754980285,19.6172660824997,22.4956849135573,18.8553946391021,23.2575563569549
715,21.081740209848,19.6398408762598,22.5236395434362,18.8765454762563,23.2869349434396
716,21.1070049216675,19.6624139978382,22.5515958454968,18.8976937560292,23.3163160873057
717,21.132269633487,19.68498544827,22.5795538187039,18.9188394800041,23.3456997869698
718,21.1575343453065,19.7075552285888,22.6075134620241,18.9399826497614,23.3750860408515
719,21.1827990571259,19.7301233398259,22.635474774426,18.9611232668786,23.4044748473732
720,21.2080637689454,19.752689783011,22.6634377548799,18.9822613329304,23.4338662049604
721,21.2333284807649,19.7752545591717,22.6914024023582,19.0033968494884,23.4632601120414
722,21.2585931925844,19.7978176693338,22.719368715835,19.0245298181215,23.4926565670474
723,21.2838579044039,19.8203791145212,22.7473366942866,19.0456602403955,23.5220555684123
724,21.3091226162234,19.842938895756,22.7753063366907,19.0667881178735,23.5514571145732
725,21.3343873280429,19.8654970140584,22.8032776420274,19.0879134521158,23.5808612039699
726,21.3596520398624,19.8880534704465,22.8312506092782,19.1090362446797,23.610267835045
727,21.3849167516818,19.910608265937,22.8592252374267,19.1301564971197,23.639677006244
728,21.4101814635013,19.9331614015442,22.8872015254585,19.1512742109875,23.6690887160152
729,21.4354461753208,19.955712878281,22.9151794723606,19.1723893878319,23.6985029628097
730,21.4607108871403,19.9782626971583,22.9431590771223,19.1935020291989,23.7279197450817
731,21.4859755989598,20.0008108591851,22.9711403387345,19.2146121366318,23.7573390612878
732,21.5112403107793,20.0233573653686,22.99912325619,19.2357197116709,23.7867609098877
733,21.5365050225988,20.0459022167143,23.0271078284833,19.2568247558539,23.8161852893436
734,21.5617697344183,20.0684454142256,23.0550940546109,19.2779272707157,23.8456121981209
735,21.5870344462378,20.0909869589045,23.0830819335711,19.2990272577882,23.8750416346874
736,21.6122991580572,20.1135268517507,23.1110714643638,19.3201247186007,23.9044735975138
737,21.6375638698767,20.1360650937625,23.139062645991,19.3412196546799,23.9339080850736
738,21.6628285816962,20.1586016859362,23.1670554774562,19.3623120675494,23.9633450958431
739,21.6880932935157,20.1811366292663,23.1950499577651,19.3834019587303,23.9927846283012
740,21.7133580053352,20.2036699247457,23.2230460859247,19.4044893297409,24.0222266809295
741,21.7386227171547,20.2262015733652,23.2510438609441,19.4255741820967,24.0516712522126
742,21.7638874289742,20.2487315761142,23.2790432818342,19.4466565173107,24.0811183406377
743,21.7891521407937,20.2712599339799,23.3070443476074,19.4677363368929,24.1105679446944
744,21.8144168526132,20.2937866479482,23.3350470572782,19.4888136423509,24.1400200628754
745,21.8396815644326,20.3163117190027,23.3630514098625,19.5098884351892,24.169474693676
746,21.8649462762521,20.3388351481259,23.3910574043784,19.5309607169101,24.1989318355942
747,21.8902109880716,20.3613569362979,23.4190650398454,19.5520304890128,24.2283914871304
748,21.9154756998911,20.3838770844974,23.4470743152848,19.5730977529941,24.2578536467881
749,21.9407404117106,20.4063955937014,23.4750852297198,19.594162510348,24.2873183130732
750,21.9660051235301,20.4289124648851,23.5030977821751,19.6152247625659,24.3167854844943
751,21.9912698353496,20.4514276990217,23.5311119716774,19.6362845111365,24.3462551595626
752,22.0165345471691,20.4739412970831,23.559127797255,19.657341757546,24.3757273367922
753,22.0417992589886,20.4964532600393,23.5871452579378,19.6783965032777,24.4052020146994
754,22.067063970808,20.5189635888584,23.6151643527577,19.6994487498126,24.4346791918035
755,22.0923286826275,20.5414722845072,23.6431850807479,19.7204984986289,24.4641588666262
756,22.117593394447,20.5639793479503,23.6712074409437,19.7415457512021,24.493641037692
757,22.1428581062665,20.586484780151,23.699231432382,19.7625905090053,24.5231257035277
758,22.168122818086,20.6089885820708,23.7272570541012,19.783632773509,24.552612862663
759,22.1933875299055,20.6314907546693,23.7552843051417,19.8046725461808,24.5821025136302
760,22.218652241725,20.6539912989047,23.7833131845452,19.8257098284862,24.6115946549637
761,22.2439169535445,20.6764902157334,23.8113436913556,19.8467446218878,24.6410892852012
762,22.269181665364,20.69898750611,23.8393758246179,19.8677769278456,24.6705864028823
763,22.2944463771834,20.7214831709877,23.8674095833791,19.8888067478173,24.7000860065495
764,22.3197110890029,20.7439772113178,23.895444966688,19.9098340832579,24.7295880947479
765,22.3449758008224,20.7664696280501,23.9234819735948,19.9308589356199,24.7590926660249
766,22.3702405126419,20.7889604221326,23.9515206031513,19.9518813063531,24.7885997189307
767,22.3955052244614,20.8114495945116,23.9795608544112,19.9729011969051,24.8181092520177
768,22.4207699362809,20.8339371461321,24.0076027264297,19.9939186087206,24.8476212638412
769,22.4460346481004,20.856423077937,24.0356462182638,20.0149335432421,24.8771357529587
770,22.4712993599199,20.8789073908679,24.0636913289718,20.0359460019094,24.9066527179303
771,22.4965640717393,20.9013900858647,24.091738057614,20.0569559861599,24.9361721573188
772,22.5218287835588,20.9238711638655,24.1197864032522,20.0779634974286,24.9656940696891
773,22.5470934953783,20.946350625807,24.1478363649497,20.0989685371477,24.9952184536089
774,22.5723582071978,20.968828472624,24.1758879417716,20.1199711067473,25.0247453076483
775,22.5976229190173,20.9913047052501,24.2039411327845,20.1409712076548,25.0542746303798
776,22.6228876308368,21.0137793246169,24.2319959370567,20.1619688412951,25.0838064203785
777,22.6481523426563,21.0362523316546,24.260052353658,20.1829640090908,25.1133406762217
778,22.6734170544758,21.0587237272917,24.2881103816599,20.2039567124621,25.1428773964895
779,22.6986817662953,21.0811935124552,24.3161700201353,20.2249469528265,25.172416579764
780,22.7239464781147,21.1036616880704,24.3442312681591,20.2459347315992,25.2019582246303
781,22.7492111899342,21.1261282550612,24.3722941248073,20.2669200501931,25.2315023296753
782,22.7744759017537,21.1485932143497,24.4003585891578,20.2879029100185,25.2610488934889
783,22.7997406135732,21.1710565668564,24.42842466029,20.3088833124834,25.290597914663
784,22.8250053253927,21.1935183135006,24.4564923372848,20.3298612589933,25.3201493917921
785,22.8502700372122,21.2159784551995,24.4845616192249,20.3508367509513,25.3497033234731
786,22.8755347490317,21.2384369928691,24.5126325051943,20.3718097897583,25.3792597083051
787,22.9007994608512,21.2608939274238,24.5407049942785,20.3927803768124,25.4088185448899
788,22.9260641726707,21.2833492597763,24.568779085565,20.4137485135099,25.4383798318314
789,22.9513288844901,21.3058029908379,24.5968547781424,20.4347142012442,25.4679435677361
790,22.9765935963096,21.3282551215183,24.624932071101,20.4556774414066,25.4975097512127
791,23.0018583081291,21.3507056527256,24.6530109635327,20.476638235386,25.5270783808723
792,23.0271230199486,21.3731545853664,24.6810914545309,20.4975965845689,25.5566494553283
793,23.0523877317681,21.3956019203457,24.7091735431905,20.5185524903395,25.5862229731967
794,23.0776524435876,21.4180476585672,24.737257228608,20.5395059540797,25.6157989330955
795,23.1029171554071,21.4404918009328,24.7653425098814,20.5604569771689,25.6453773336452
796,23.1281818672266,21.462934348343,24.7934293861101,20.5814055609844,25.6749581734687
797,23.1534465790461,21.4853753016968,24.8215178563953,20.6023517069011,25.7045414511911
798,23.1787112908655,21.5078146618917,24.8496079198394,20.6232954162913,25.7341271654398
799,23.203976002685,21.5302524298236,24.8776995755465,20.6442366905255,25.7637153148446
800,23.2292407145045,21.552688606387,24.9057928226221,20.6651755309715,25.7933058980375
801,23.254505426324,21.5751231924748,24.9338876601733,20.686111938995,25.822898913653
802,23.2797701381435,21.5975561889784,24.9619840873086,20.7070459159594,25.8524943603276
803,23.305034849963,21.6199875967879,24.9900821031381,20.7279774632257,25.8820922367002
804,23.3302995617825,21.6424174167917,25.0181817067733,20.7489065821528,25.9116925414121
805,23.355564273602,21.6648456498767,25.0462828973272,20.7698332740971,25.9412952731068
806,23.3808289854215,21.6872722969286,25.0743856739143,20.790757540413,25.9709004304299
807,23.4060936972409,21.7096973588313,25.1024900356506,20.8116793824524,26.0005080120295
808,23.4313584090604,21.7321208364674,25.1305959816535,20.8325988015651,26.0301180165557
809,23.4566231208799,21.754542730718,25.1587035110419,20.8535157990987,26.0597304426611
810,23.4818878326994,21.7769630424627,25.1868126229361,20.8744303763984,26.0893452890004
811,23.5071525445189,21.7993817725797,25.2149233164581,20.8953425348072,26.1189625542306
812,23.5324172563384,21.8217989219457,25.2430355907311,20.916252275666,26.1485822370107
813,23.5576819681579,21.844214491436,25.2711494448798,20.9371596003134,26.1782043360023
814,23.5829466799774,21.8666284819243,25.2992648780304,20.9580645100858,26.2078288498689
815,23.6082113917968,21.8890408942832,25.3273818893105,20.9789670063173,26.2374557772764
816,23.6334761036163,21.9114517293834,25.3555004778493,20.99986709034,26.2670851168927
817,23.6587408154358,21.9338609880945,25.3836206427771,21.0207647634835,26.2967168673881
818,23.6840055272553,21.9562686712846,25.411742383226,21.0416600270756,26.326351027435
819,23.7092702390748,21.9786747798203,25.4398656983293,21.0625528824416,26.355987595708
820,23.7345349508943,22.0010793145669,25.4679905872217,21.0834433309048,26.3856265708838
821,23.7597996627138,22.023482276388,25.4961170490395,21.1043313737862,26.4152679516414
822,23.7850643745333,22.0458836661462,25.5242450829204,21.1252170124047,26.4449117366619
823,23.8103290863528,22.0682834847023,25.5523746880032,21.146100248077,26.4745579246285
824,23.8355937981722,22.0906817329159,25.5805058634286,21.1669810821178,26.5042065142267
825,23.8608585099917,22.1130784116452,25.6086386083382,21.1878595158394,26.533857504144
826,23.8861232218112,22.135473521747,25.6367729218755,21.2087355505522,26.5635108930702
827,23.9113879336307,22.1578670640765,25.6649088031849,21.2296091875644,26.5931666796971
828,23.9366526454502,22.1802590394878,25.6930462514126,21.2504804281818,26.6228248627186
829,23.9619173572697,22.2026494488334,25.721185265706,21.2713492737085,26.6524854408309
830,23.9871820690892,22.2250382929646,25.7493258452138,21.2922157254462,26.6821484127322
831,24.0124467809087,22.247425572731,25.7774679890863,21.3130797846946,26.7118137771228
832,24.0377114927282,22.2698112889812,25.8056116964751,21.3339414527512,26.7414815327051
833,24.0629762045476,22.2921954425622,25.8337569665331,21.3548007309115,26.7711516781838
834,24.0882409163671,22.3145780343197,25.8619037984146,21.3756576204689,26.8008242122654
835,24.1135056281866,22.336959065098,25.8900521912753,21.3965121227146,26.8304991336586
836,24.1387703400061,22.35933853574,25.9182021442722,21.4173642389378,26.8601764410744
837,24.1640350518256,22.3817164470874,25.9463536565638,21.4382139704257,26.8898561332255
838,24.1892997636451,22.4040927999803,25.9745067273099,21.4590613184631,26.9195382088271
839,24.2145644754646,22.4264675952578,26.0026613556714,21.4799062843332,26.949222666596
840,24.2398291872841,22.4488408337572,26.030817540811,21.5007488693168,26.9789095052514
841,24.2650938991036,22.4712125163148,26.0589752818923,21.5215890746927,27.0085987235144
842,24.290358610923,22.4935826437654,26.0871345780807,21.5424269017377,27.0382903201084
843,24.3156233227425,22.5159512169426,26.1152954285425,21.5632623517266,27.0679842937584
844,24.340888034562,22.5383182366784,26.1434578324456,21.5840954259321,27.097680643192
845,24.3661527463815,22.5606837038039,26.1716217889592,21.6049261256248,27.1273793671382
846,24.391417458201,22.5830476191484,26.1997872972536,21.6257544520733,27.1570804643287
847,24.4166821700205,22.6054099835401,26.2279543565009,21.6465804065444,27.1867839334966
848,24.44194688184,22.627770797806,26.2561229658739,21.6674039903025,27.2164897733774
849,24.4672115936595,22.6501300627716,26.2842931245474,21.6882252046102,27.2461979827087
850,24.492476305479,22.6724877792611,26.3124648316968,21.7090440507282,27.2759085602297
851,24.5177410172984,22.6948439480974,26.3406380864995,21.7298605299149,27.305621504682
852,24.5430057291179,22.7171985701022,26.3688128881336,21.7506746434269,27.3353368148089
853,24.5682704409374,22.7395516460958,26.396989235779,21.7714863925188,27.365054489356
854,24.5935351527569,22.7619031768972,26.4251671286166,21.7922957784432,27.3947745270706
855,24.6187998645764,22.7842531633242,26.4533465658286,21.8131028024507,27.4244969267021
856,24.6440645763959,22.8066016061931,26.4815275465987,21.8339074657898,27.4542216870019
857,24.6693292882154,22.8289485063191,26.5097100701116,21.8547097697074,27.4839488067234
858,24.6945940000349,22.8512938645161,26.5378941355536,21.8755097154479,27.5136782846218
859,24.7198587118544,22.8736376815966,26.5660797421121,21.8963073042542,27.5434101194545
860,24.7451234236738,22.8959799583719,26.5942668889758,21.917102537367,27.5731443099807
