"","Event","Mean","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"47",15,60123,62342,59209.4371088533,64958.1376196628,57687.847995909,66479.7267326072
"48",15,61201,55783,53569.429086539,58674.3162156136,52218.2470822228,60025.4982199298
"49",15,58807,65674,61258.3925612549,67354.8311174927,59644.7627474453,68968.4609313025
"50",1,62034,63539,59244.5761192636,64833.972066803,57765.1523771989,66313.3958088678
"51",1,62622,59500,59829.7197420476,65418.2895411147,58350.5146682748,66897.4946148875
"52",15,61124,59381,56925.5537412223,62380.838549083,55481.627073614,63824.7652166913
"53",15,60368,55853,53844.129696331,59071.5011289223,52460.5280551965,60455.1027700568
"54",15,58457,60305,55593.8633345838,61181.8893014319,54114.8022045044,62660.9504315112
"55",15,59507,60795,58592.3456416399,64371.9909212615,57062.5659431471,65901.7706197544
"56",15,60214,54964,52747.953835011,57886.1461687601,51387.9564755129,59246.1435282582
"57",15,57988,55027,54097.3031994999,59587.0584084968,52644.2527678359,61040.1088401609
"58",15,56952,54803,53222.691343973,58728.320199008,51765.4394119962,60185.5721309847
"59",1,56350,56525,53555.3659743152,59157.407405913,52072.5951748008,60640.1782054275
"60",1,56819,56973,54024.3454865531,59624.8423664028,52541.9835051915,61107.2043477643
"61",1,57232,56364,54435.6944073608,60034.635232535,52953.7442887931,61516.5853511027
"62",1,57148,56490,54352.0131106652,59949.646813225,52870.4089665548,61431.2509573354
"63",1,57155,58660,54361.0340619631,59957.2544763345,52879.80399264,61438.4845456577
"64",1,58107,58436,55315.3641468192,60910.7620064468,53834.3517945855,62391.7743586805
"65",1,58457,59948,55661.6072530055,61255.4878575517,54180.9964939335,62736.0986166237
"66",16,59283,58961,54605.3136143851,60011.9301353354,53174.2686641962,61442.9750855243
"67",1,59234,57449,56439.4121711588,62030.9437833648,54959.4231528027,63510.9328017209
"68",1,58541,57505,55748.4669729386,61339.4897993972,54268.6126220352,62819.3441503006
"69",1,58233,58730,55443.7020682738,61033.5353973745,53964.162558303,62513.0749073453
"70",1,58625,59829,55837.0222966723,61425.3793458553,54357.8735343923,62904.5281081352
"71",1,59290,59577,56502.8477584464,62090.1210880599,55023.9858394096,63568.9830070968
"72",14,59493,61719,58710.1541401677,64493.5587085464,57179.3794180456,66024.3334306684
"73",1,60529,60711,57740.8112345245,63326.6226118723,56262.3362708781,64805.0975755187
"74",1,60578,60984,57785.9479399228,63370.2282086718,56307.8782362427,64848.2979123519
"75",1,60718,58233,57928.8414298643,63511.6324582963,56451.1659042856,64989.3079838749
"76",16,59570,60522,57699.9249466573,63373.160269787,56198.3102623277,64874.7749541166
"77",1,60039,61516,57253.8165460514,62835.8298224551,55776.3468789996,64313.299489507
"78",1,60697,60984,57912.2883331886,63493.4593702401,56435.0415934274,64970.7061100013
"79",1,60774,63294,57989.8477085722,63569.5071078784,56513.0010751535,65046.3537412972
"80",1,61831,61173,59043.825556876,64623.9968178076,57566.8434418688,66100.9789328148
"81",1,61397,61481,58611.1397336925,64189.9159121023,57134.5268747239,65666.5287710709
"82",1,61327,60305,58545.0782216186,64122.3249398692,57068.8701863005,65598.5329751873
"83",1,60781,61607,57998.8817969822,63574.9459447682,56522.9867691588,65050.8409725917
"84",14,61103,59353,58573.7122938484,64172.9887748776,57091.6733325425,65655.0277361835
"85",1,60256,59675,57475.7088461219,63049.9156205043,56000.305435342,64525.3190312841
"86",1,60004,58940,57221.8313070587,62794.621795837,55746.8027644341,64269.6503384615
"87",1,59563,59213,56778.3609322705,62349.9941805483,55303.6386927039,63824.7164201147
"88",1,59472,60179,56689.2786756812,62259.4216169096,55214.9508965632,63733.7493960275
"89",1,59850,59143,57070.7091114207,62639.4894759894,55596.7419845591,64113.456602851
"90",1,59577,61635,56793.7597510706,62361.180783453,55320.1524177053,63834.7881168184
"91",1,60536,60872,57758.3861673533,63325.6476454035,56284.8210654687,64799.212747288
"92",1,60655,59724,57877.991769614,63443.766048373,56404.820305604,64916.937512383
"93",16,60207,57071,55379.7594066372,60745.6239381883,53959.5008564849,62165.8824883405
"94",1,58828,58492,56050.4232007319,61616.6262882393,54577.138237902,63089.9112510692
"95",1,58807,59752,56024.9077424851,61589.6296575558,54552.0148223177,63062.5225777231
"96",16,59346,56700,54613.7752262395,59985.3496474513,53192.0053595857,61407.119514105
"97",1,58254,58534,55473.2272936117,61037.4584185735,54000.4642777392,62510.221434446
"98",15,58541,58289,55074.135895956,60568.1099704227,53619.968798055,62022.2770683238
"99",1,58569,59059,55789.1103187468,61350.3557069691,54317.1375796522,62822.3284460638
"100",1,58912,59031,56138.2989658826,61698.0997575262,54666.7085884058,63169.6901350031
"101",1,59059,57981,56286.749844559,61845.0483905365,54815.5570874915,63316.2411476041
"102",15,58667,56987,54885.4032682775,60342.3793518321,53441.0289470338,61786.7536730758
"103",15,58044,59003,55973.5773134632,61601.0489047514,54484.0755572653,63090.5506609495
"104",1,58632,57932,55856.4463922917,61411.8013358034,54386.0327597335,62882.2149683616
"105",1,58436,60606,55660.0611621071,61214.0670051587,54190.0046148709,62684.123552395
"106",15,59514,57638,53848.4465565609,59119.4154306534,52453.3053697124,60514.5566175018
"107",15,58716,56350,53813.3067541641,59155.4631486558,52399.3233688373,60569.4465339825
"108",1,57771,58037,54999.136468981,60553.0671055512,53529.0998276978,62023.1037468342
"109",1,58065,59423,55293.2285968862,60845.6718696228,53823.5856370293,62315.3148294796
"110",1,58807,57323,56035.9247335573,61587.4560615967,54566.5231508814,63056.8576442727
"111",1,58233,56868,55461.511816405,61012.2532916595,53992.3192951328,62481.4458129317
"112",1,57757,57078,54987.9930803969,60537.8328591592,53519.0392237694,62006.7867157866
"113",1,57624,57029,54852.8930686079,60401.3843440039,53384.2961392612,61869.9812733505
"114",1,57533,57232,54763.5776578428,60310.6858220994,53295.346815901,61778.9166640413
"115",1,57575,56182,54806.5584965406,60352.1997595338,53338.7159199099,61820.0423361646
"116",1,57127,55811,54360.2619619888,59905.0347806763,52892.6492486808,61372.6474939843
"117",1,56749,56721,53980.3235916024,59524.1670163463,52512.9568740119,60991.5337339368
"118",4,56966,54740,51005.825809196,56221.8447608406,49625.2289882606,57602.4415817761
"119",1,56189,56735,53420.5820962607,58963.029488703,51953.5848861,60430.0266988636
"120",1,56693,57085,53926.8955199851,59467.9423168561,52460.269025079,60934.5688117622
"121",1,57078,56329,54314.9910611694,59854.5930517152,52848.7469833975,61320.8371294872
"122",1,56924,56840,54160.5962989848,59698.8909342234,52694.6982572601,61164.788975948
"123",1,57071,56700,54308.3670237771,59845.1773581307,52842.8618527653,61310.6825291425
"124",14,57078,58541,55540.3891176591,61200.8433478885,54042.1573842715,62699.0750812761
"125",1,57883,57001,55121.2663228028,60655.8230303299,53656.3576507801,62120.7317023525
"126",1,57589,58891,54823.6597678962,60356.9815578237,53359.0779588178,61821.5633669021
"127",1,58275,57372,55511.322014529,61043.6968131533,54046.9908589078,62508.0279687744
"128",14,57932,58716,55396.1428900733,60950.2734501204,53926.0533322423,62420.3630079514
"129",1,58352,58457,55593.9464376972,61123.8117892008,54130.2794926069,62587.478734291
"130",1,58443,57981,55681.0902325563,61209.476857688,54217.8146826942,62672.7524075501
"131",14,58275,57400,56208.1390140677,61804.3896229178,54726.9009527489,63285.6276842367
"132",1,57932,58849,55176.0610930512,60701.8057985734,53713.4848170698,62164.3820745548
"133",1,58408,59269,55652.5050585564,61177.0347213163,54190.2503849675,62639.2893949051
"134",14,58821,59332,55659.6045943867,61143.1538350727,54208.1967833114,62594.561646148
"135",14,59045,59087,57167.414191561,62775.9462783305,55682.9254193976,64260.4350504939
"136",1,59038,58807,56281.9265137212,61802.3398418973,54820.7613680833,63263.5049875352
"137",1,58912,59794,56158.6811545692,61677.639627736,54697.9010857916,63138.4196965136
"138",1,59290,58877,56536.4784527374,62054.2025745159,55076.0250970369,63514.6559302163
"139",1,59066,59997,56311.1444915183,61827.457379945,54851.0646667228,63287.5372047405
"140",1,59451,59038,56700.0520350536,62215.161896617,55240.2906322344,63674.9232994362
"141",1,59213,59171,56461.9272574368,61975.6287705247,55002.538621942,63435.0174060195
"142",1,59164,60067,56410.0808934568,61922.3101339662,54951.0819449743,63381.3090824487
"143",1,59535,59080,56781.1945541708,62292.2157113624,55322.5153660272,63750.8948995059
"144",1,59276,58954,56523.7794528662,62033.4022260269,55065.4703946178,63491.7112842754
"145",1,59101,58842,56347.1486515874,61855.3439961549,54889.2174108653,63313.275236877
"146",1,58968,58079,56215.6732116206,61722.4276392608,54758.1233585713,63179.9774923101
"147",1,58569,57701,55818.5091143205,61324.0542315575,54361.2793464001,62781.2839994779
"148",16,58212,56889,54944.5891380915,60397.3310798969,53501.3355264719,61840.5846915165
"149",1,57687,58100,54938.0845669769,60441.5129416951,53481.4150669579,61898.1824417141
"150",15,57967,60998,58914.1480617278,64784.1476362709,57360.4530259858,66337.8426720129
"151",15,59374,61656,58381.7804490839,64055.965095113,56879.9144941609,65557.8310500361
"152",15,60333,54768,53679.4864036677,58810.0890020413,52321.4979257762,60168.0774799329
"153",1,57757,57337,55004.8784497955,60516.8167497111,53545.9565086365,61975.7386908702
"154",1,57666,58093,54914.6228306911,60425.1618244658,53456.071263495,61883.7133916618
"155",15,57953,55209,53204.1319156895,58513.8714482673,51798.728755419,59919.2746085378
"156",15,56819,56014,53466.6958443772,58915.3385468431,52024.5272358706,60357.5071553497
"157",15,56637,58968,56854.884201758,62667.5274932466,55316.370457108,64206.0412378967
"158",15,57841,57113,54121.1902379739,59533.6343919773,52688.60280649,60966.2218234611
"159",15,57589,57379,54875.6109010226,60386.8241545939,53416.8808680387,61845.5541875779
"160",16,57589,58373,54804.5346170496,60307.3211939279,53348.0349906575,61763.8208203199
"161",15,58023,57491,54761.2927111732,60215.3802461401,53317.6829425575,61658.9900147558
"162",16,57841,59752,56684.6844172521,62347.6556949125,55185.786461653,63846.5536505117
"163",1,58744,59626,55994.044626249,61497.4609358371,54537.3783196771,62954.127242409
"164",1,59115,60046,56367.5760807057,61869.7868089538,54911.2288722393,63326.1340174203
"165",1,59479,59780,56730.1165327706,62231.1495986511,55274.0810327039,63687.1850987178
"166",1,59535,59997,56787.1795992624,62286.7959916404,55331.5190700215,63742.4565208812
"167",1,59654,58142,56911.7139200418,62409.950629634,55456.4185707754,63865.2459789003
"168",1,58905,58905,56158.4483750905,61655.9663097054,54703.3432740686,63111.0714107273
"169",1,58884,58023,56138.2011954484,61634.2767148234,54683.4778786787,63089.0000315931
"170",1,58485,59178,55742.1843121696,61237.0533659421,54287.7803275555,62691.4573505562
"171",1,58807,59108,56061.9454961046,61555.5198451549,54607.8841991303,63009.5811421293
"172",1,58926,60256,56182.854088219,61675.0184444626,54729.1659937971,63128.7065388846
"173",1,59486,59780,56744.4723390227,62235.7495291977,55291.019063275,63689.2028049454
"174",1,59542,57631,56803.5415697326,62293.4080808095,55350.4616781876,63746.4879723545
"175",1,58632,58569,55890.1465325704,61379.7280324564,54437.1420789308,62832.7324860961
"176",1,58611,57568,55870.0116158653,61358.1604488405,54417.3863662509,62810.7856984549
"177",1,58163,58765,55421.4712476227,60908.5287180698,53969.1348642204,62360.865101472
"178",9,58471,59759,55005.8227738785,60419.9233672734,53572.7969093715,61852.9492317804
"179",14,59059,59948,56083.8381472675,61545.9651155782,54638.100469183,62991.7027936626
"180",1,59416,58660,56676.8255438225,62160.458942741,55225.3954574086,63611.889029155
"181",1,59024,58366,56283.8021052312,61766.1843216949,54832.7031868087,63217.2832401174
"182",1,58709,60116,55969.9265812053,61451.0176032874,54519.1694212916,62901.7747632012
"183",1,59325,60165,56588.5041119548,62068.7838347847,55137.9616899817,63519.3262567577
"184",1,59640,59241,56905.2649602428,62384.3347944169,55455.0427764528,63834.5569782069
"185",1,59388,59255,56651.7353940691,62129.430485313,55201.8770827528,63579.2887966292
"186",14,59276,60403,56816.8638654735,62319.9872910156,55360.2750806257,63776.5760758633
"187",1,59724,61215,56991.4797104582,62466.7270874059,55542.2692699812,63915.9375278829
"188",1,60298,57981,57563.7508771086,63038.2644334557,56114.7346672121,64487.2806433522
"189",16,59150,62461,58586.1573363774,64271.2357682564,57081.4079705136,65775.9851341202
"190",1,60578,59990,57839.7526725814,63316.4939086315,56390.1468314844,64766.0997497284
"191",1,60172,62496,57435.8214517387,62911.2485710738,55986.5634363257,64360.5065864869
"192",1,61075,62118,58343.9039942989,63819.589080349,56894.5776992208,65268.9153754271
"193",1,61348,60354,58613.8796135138,64088.4816881751,57164.8399742347,65537.5213274542
"194",1,60711,60200,57975.2824604814,63448.775106723,56526.5364691671,64897.5210980373
"195",5,60340,60592,59345.3344817766,64982.4543299806,57853.2789862328,66474.5098255244
"196",1,60340,61558,57609.4692660143,63080.2296951745,56161.4464488777,64528.252512311
"197",1,60767,60235,58035.2385376121,63505.0415261155,56587.4691397096,64952.8109240181
"198",1,60396,59339,57662.5210348753,63130.998928075,56215.1023685135,64578.4175944368
"199",1,59829,59451,57096.2326013867,62563.6447086462,55649.0960315231,64010.7812785097
"200",1,59577,59556,56848.7218628559,62316.4474357351,55401.5023236546,63763.6669749365
"201",1,59549,60004,56821.8578427734,62286.4934768385,55375.4561609733,63732.8951586387
"202",15,59717,58828,56313.5322158928,61711.7760198247,54884.7033900326,63140.6048456849
"203",15,59290,61754,56686.8113635436,62161.2129812582,55237.8247820133,63610.1995627885
"204",15,60361,59185,56253.350819254,61585.1870484161,54842.0990166874,62996.4388509826
"205",15,59752,63553,60649.6787876203,66458.6350260319,59112.1409469698,67996.1728666825
"206",15,61369,63364,62269.8474959978,68072.7574028293,60733.9100226457,69608.6948761814
"207",15,62062,66570,62902.5583235871,68695.6856833832,61369.2101340284,70229.033872942
"208",15,63812,59318,55715.9177957256,60705.1321670279,54395.3525209746,62025.697441779
"209",15,61460,61572,58771.5317094555,64249.6579962014,57321.5592675841,65699.6304380729
"210",15,61341,63231,59878.453456204,65469.7872621827,58398.5167939937,66949.723924393
"211",16,62013,58758,56494.070124943,61709.3138404709,55113.678496613,63089.7054688011
"212",15,60382,53130,50672.6283637344,55484.3211561162,49399.0502126455,56757.8993072051
"213",15,57141,57358,55259.8692237944,60835.9346909686,53783.97384675,62311.830068013
"214",15,57456,57687,54990.770943151,60506.1213826038,53530.945863211,61965.9464625438
"215",1,57743,57659,55004.5727146658,60490.8544112081,53552.4416662129,61942.985459661
"216",1,57862,58478,55125.6222588954,60610.5019588445,53673.862296525,62062.2619212149
"217",1,58275,58758,55537.5315201341,61021.1185025485,54086.1137194267,62472.536303256
"218",1,58590,56406,55853.8852214065,61336.1429497363,54402.8192530026,62787.2089181401
"219",1,57708,57722,54969.7134149068,60452.0319318199,53518.6313567369,61903.1139899898
"220",1,57862,57134,55125.2926151898,60606.2103060108,53674.5813332896,62056.921587911
"221",1,57673,58800,54938.2197997703,60417.9018938944,53487.8355605605,61868.2861331041
"222",1,58310,58891,55576.1009818691,61054.7685878113,54125.9852614611,62504.8843082192
"223",1,58702,60200,55964.7055488191,61444.0016907872,54514.4234649743,62894.2837746319
"224",1,59381,60557,56649.1004385018,62125.8080572288,55199.5034953728,63575.4050003578
"225",1,59885,61425,57152.8457173016,62628.5761844054,55703.5074105842,64077.9144911228
"226",1,60508,59724,57772.6659492599,63247.7222292843,56323.5060890832,64696.882089461
"227",1,60053,59045,57321.8005551314,62795.6497195752,55872.9601991492,64244.4900755575
"228",1,59549,59696,56813.5480552072,62286.3184653705,55364.9932282355,63734.8732923422
"229",1,59591,57414,56859.9364502385,62331.3212503534,55411.748372093,63779.5093284989
"230",1,58611,57680,55882.0502482376,61353.4908843468,54433.8473911971,62801.6937413872
"231",1,58268,57897,55535.4503618038,61005.7714040467,54087.5438433592,62453.6779224912
"232",1,58198,58345,55466.1707340879,60935.1486433018,54018.6197214816,62382.6996559081
"233",1,58359,57890,55627.2298107754,61094.8224616808,54180.0454538954,62542.0068185608
"234",1,58233,58842,55502.1349978264,60968.4083016525,54055.2998510242,62415.2434484548
"235",14,58590,59122,56305.547493951,61814.2446953089,54847.4834197604,63272.3087694995
"236",1,58877,57708,56148.8892115248,61612.5886697282,54702.7353205072,63058.7425607458
"237",1,58394,59836,55664.8121922584,61127.5464288553,54218.9137799677,62573.444841146
"238",1,59094,57806,56368.1147144511,61830.0997981498,54922.4145909548,63275.7999216461
"239",16,58541,56532,55512.4883864823,60946.0733260088,54074.3053270769,62384.2563854142
"240",1,57715,58058,54986.3166552211,60447.2728153367,53540.8888713465,61892.7005992113
"241",1,57988,57400,55264.4907124269,60724.1010503348,53819.4191461733,62169.1726165884
"242",14,57834,59227,55492.2586891781,60988.9636715878,54037.3687636073,62443.8535971587
"243",1,58555,56245,55828.1214015978,61285.6720881009,54383.5949921405,62730.1984975582
"244",1,57589,58037,54861.2983635775,60319.0955512536,53416.7067092009,61763.6872056301
"245",1,57939,58688,55214.013480059,60672.2481722083,53769.3060252433,62116.9556270239
"246",1,58345,59304,55623.9801696312,61079.2651593261,54180.0534538944,62523.1918750629
"247",1,58821,59171,56099.2037281449,61553.3861176412,54655.5688530519,62997.0209927342
"248",1,58989,59045,56265.0327985003,61717.8798147464,54821.7513753562,63161.1612378905
"249",1,59017,56931,56290.4360481086,61743.738437249,54847.03409504,63187.1403903176
"250",1,58093,57946,55373.9863055772,60825.4063468064,53931.0825799051,62268.3100724785
"251",1,58107,56532,55385.1850470038,60835.2409724855,53942.64238096,62277.7836385293
"252",1,57491,56665,54769.2425381088,60218.6845963,53326.8623529221,61661.0647814867
"253",1,57253,56945,54533.7629198359,59982.0447814336,53091.6898201379,61424.1178811316
"254",1,57260,56371,54542.1352183382,59989.0787305135,53100.4163583343,61430.7975905174
"255",1,57008,57183,54291.0934463559,59736.9131649707,52849.6720365399,61178.3345747867
"256",15,57246,49203,46921.3054675726,51606.4791235913,45681.2149090461,52846.5696821178
"257",15,53851,51961,49101.7939312993,54348.5398714862,47713.0641677707,55737.2696350147
"258",15,53438,54418,53145.3488459689,58869.9616535964,51630.1353629341,60385.1751366312
"259",15,54320,57533,54783.7157148928,60582.8786202433,53248.7700129242,62117.8243222118
"260",15,56098,54621,52027.3709358487,57352.6421616379,50617.8567847114,58762.1563127752
"261",1,55650,56448,52920.3425726924,58382.6310806374,51474.5621376496,59828.4115156802
"262",15,56231,53375,49932.2725891643,55028.5682727978,48583.3646030933,56377.4762588688
"263",15,55153,57442,55469.1169198258,61248.3152940436,53939.4555100481,62777.9767038213
"264",15,56427,59549,54676.5437869092,60238.5307153823,53204.3747739664,61710.6997283253
"265",15,57946,58177,55325.6846338321,60800.2490416745,53876.6549643578,62249.2787111488
"266",15,58058,56658,54204.4588731429,59555.6564514102,52788.0824310244,60972.0328935287
"267",1,57449,58478,54720.7894001698,60182.629169177,53275.1277391491,61628.2908301977
"268",1,57960,58380,55230.0134223384,60690.7974931369,53784.6311877547,62136.1797277206
"269",1,58149,58611,55426.2221747022,60885.7025917745,53981.1849964165,62330.7397700602
"270",1,58345,57799,55621.1962700236,61079.3767730733,54176.5031581963,62524.0698849007
"271",16,58086,59227,54528.471919911,59903.6426395865,53105.7501705529,61326.3643889446
"272",1,58583,60039,55860.0005032244,61315.9424925904,54415.899890179,62760.0431056358
"273",1,59178,58422,56454.3097955689,61909.522688136,55010.402162789,63353.4303209158
"274",1,58751,58485,56028.413363879,61482.4434090691,54584.818811888,62926.03796106
"275",1,58583,59584,55856.7590038711,61309.4557241445,54413.5173616679,62752.6973663477
"276",1,58982,57582,56258.7694733688,61710.4098988845,54815.8074154996,63153.3719567538
"277",1,58296,58513,55572.8848937089,61023.7615873353,54130.12498346,62466.5214975842
"278",1,58380,57435,55657.8923324562,61107.4297464168,54215.4869081219,62549.8351707511
"279",1,57946,56637,55226.2167158689,60674.6721632209,53784.0976707971,62116.7912082927
"280",1,57393,54943,54672.1271259111,60119.749633141,53230.2285467722,61561.6482122798
"281",1,56385,56714,53664.7624833288,59112.836735425,52222.7443345464,60554.8548842073
"282",1,56686,55713,53964.542098098,59411.297795653,52522.8729496213,60852.9669441297
"283",1,56385,55356,53663.299524662,59108.9927662339,52221.9115912971,60550.3806995989
"284",1,56077,54467,53361.0580844443,58805.7224161033,51919.9424870827,60246.8380134648
"285",1,55545,57708,52823.5275440814,58267.6284929929,51382.5610651255,59708.5949719488
"286",1,56707,56959,53988.2039828937,59432.3471484176,52547.2263298754,60873.3248014358
"287",1,56924,55762,54205.9277998239,59648.7434985875,52765.3015060331,61089.3697923783
"288",14,56497,57806,55001.0544121522,60566.2742384041,53528.029702856,62039.2989477004
"289",1,57190,57820,54474.9411480278,59915.9799170619,53034.7851791262,61356.1358859636
"290",1,57526,56798,54806.9000246218,60246.7139185888,53367.0682605667,61686.5456826438
"291",14,57232,55923,54873.8316355399,60348.2843607575,53424.8315266707,61797.2844696267
"292",1,56707,55615,53992.2834201857,59430.0880007266,52552.9834892688,60869.3879316434
"293",1,56322,56665,53608.4416512203,59045.2664520109,52169.4010523383,60484.3070508928
"294",1,56602,56154,53885.3819824749,59320.9017983754,52446.6867922288,60759.5969886214
"295",1,56504,56938,53790.0695471389,59224.3087495016,52351.7133148213,60662.6649818191
"296",1,56798,56189,54086.5167356744,59519.4733635923,52648.4999803061,60957.4901189606
"297",1,56609,56896,53895.8458381213,59327.5806079076,52458.1524890649,60765.273956964
"298",1,56826,56266,54113.5824321909,59544.0100400443,52676.2350679989,60981.3574042363
"299",1,56651,58114,53939.4711459304,59368.6551255278,52502.4529502542,60805.6733212041
"300",1,57372,57316,54664.632554714,60093.1193647033,53227.7988886864,61529.9530307309
"301",1,57365,58730,54657.661259054,60084.8118421537,53221.18127092,61521.2918302877
"302",1,57981,57197,55273.4761782716,60699.8413995509,53837.2040628549,62136.1135149677
"303",1,57603,58534,54892.8309881717,60318.0572161429,53456.8603460729,61754.0278582417
"304",1,58009,57589,55300.0769932232,60724.2231561398,53864.392227076,62159.9079222871
"305",1,57785,58261,55078.8187333716,60501.6956280584,53643.4699222313,61937.0444391988
"306",1,57981,58548,55270.4362913434,60692.0472824961,53835.4225446288,62127.0610292107
"307",15,58191,59535,56233.018028855,61726.2433008997,54779.0491269829,63180.2122027718
"308",15,58730,55272,49833.5043661854,54654.2677559173,48557.5253730019,55930.2467491009
"309",15,57120,55349,51564.2846451973,56702.4676473581,50204.2897556215,58062.462536934
"310",15,56385,51618,50653.4880953463,55769.2782173954,49299.4202431107,57123.346069631
"311",15,54397,49805,47296.9680794219,52262.8618374002,45982.5753981595,53577.2545186627
"312",15,52640,49182,47304.4722012847,52450.5768612048,45942.3805755542,53812.6684869352
"313",15,51534,51800,50218.6292947779,55808.5572567318,48739.0647370038,57288.1218145059
"314",15,52178,52290,49883.4809417792,55362.258750473,48433.3360524649,56812.4036397873
"315",15,52675,55573,51620.2507029211,57231.9241628198,50134.9304595157,58717.2444062252
"316",15,54362,55027,52819.4435657599,58374.6784953877,51349.061698958,59845.0603621896
"317",1,54894,53151,52185.3459214088,57616.6038009465,50747.7787975766,59054.1709247787
"318",15,54299,51135,49711.9834834794,54945.1898088134,48326.8374395262,56330.3358527665
"319",1,53123,50974,50410.3434614786,55842.8312154845,48972.4508095384,57280.7238674248
"320",1,52493,53571,49780.2987738263,55212.8332921154,48342.393744128,56650.7383218137
"321",1,53354,52430,50638.5354827027,56070.0845592119,49200.8912836879,57507.7287582267
"322",1,53228,55027,50518.2759232427,55948.7581908947,49080.9140914758,57386.1200226616
"323",1,54327,53326,51613.4318047143,57043.5338134227,50176.1706214101,58480.7949967269
"324",1,54068,52997,51356.73139136,56785.8122040688,49919.7405023097,58222.8030931191
"325",1,53795,51723,51085.9255884746,56514.0311076994,49649.1928440161,57950.7638521579
"326",1,53095,53368,50385.7423494351,55813.8033697746,48949.0213831201,57250.5243360896
