78900,-1.9994354938,63.0
118350,-1.9994035073999992,64.0
157800,-1.9994130688000005,64.0
197250,-1.9994418599999997,63.0
236700,-1.9994033042000001,64.0
276150,-1.9994354938,63.0
315600,-1.9994035073999992,64.0
355050,-1.9994130688000005,64.0
394500,-1.9994418599999997,63.0
433950,-1.9987305708,61.0
473400,-1.9986835412999995,62.0
512850,-1.998667974,62.0
552300,-1.9986867459000002,62.0
591750,-1.9986935582999998,61.0
631200,-1.9987305708,61.0
670650,-1.9986835412999995,62.0
710100,-1.998667974,62.0
749550,-1.9986867459000002,62.0
789000,-1.9986935582999998,61.0
828450,-1.9987305708,61.0
867900,-1.9986835412999995,62.0
907350,-1.998667974,62.0
946800,-1.9986867459000002,62.0
986250,-1.9986935582999998,61.0
1025700,-1.9987305708,61.0
1065150,-1.9986835412999995,62.0
1104600,-1.998667974,62.0
1144050,-1.9986867459000002,62.0
1183500,-1.9986935582999998,61.0
1222950,-1.9987305708,61.0
1262400,-1.9986835412999995,62.0
1301850,-1.998667974,62.0
1341300,-1.9986867459000002,62.0
1380750,-1.9986935582999998,61.0
1420200,-1.9987305708,61.0
1459650,-1.9986835412999995,62.0
1499100,-1.998667974,62.0
1538550,-1.9986867459000002,62.0
1578000,-1.9986935582999998,61.0
1617450,-1.9987305708,61.0
1656900,-1.9986835412999995,62.0
1696350,-1.998667974,62.0
1735800,-1.9986867459000002,62.0
1775250,-1.9986935582999998,61.0
1814700,-1.9987305708,61.0
1854150,-1.9986835412999995,62.0
1893600,-1.998667974,62.0
1933050,-1.9986867459000002,62.0
1972500,-1.9986935582999998,61.0
2011950,-1.9987305708,61.0
2051400,-1.9986835412999995,62.0
2090850,-1.998667974,62.0
2130300,-1.9986867459000002,62.0
2169750,-1.9986935582999998,61.0
2209200,-1.9987305708,61.0
2248650,-1.9986835412999995,62.0
2288100,-1.998667974,62.0
2327550,-1.9986867459000002,62.0
2367000,-1.9986935582999998,61.0
2406450,-1.9987305708,61.0
2445900,-1.9986835412999995,62.0
